#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Unicaja,2,40.0,102.5,38.0,70.0,0.543,14.5,32.0,0.453,12.0,16.0,0.75,10.0,27.0,37.0,25.0,12.5,3.5,10.0,13.5,2023,Basketball-Champions-League---Qualification
2,BC Budivelnik,2,42.5,90.5,36.0,74.5,0.483,8.5,24.5,0.347,10.0,13.5,0.741,8.5,29.5,38.0,19.0,5.0,4.0,12.0,15.5,2023,Basketball-Champions-League---Qualification
3,BV Chemnitz 99,3,40.0,89.0,32.7,66.7,0.49,12.0,30.0,0.4,11.7,13.7,0.854,9.0,25.0,34.0,20.3,8.3,3.0,14.7,17.7,2023,Basketball-Champions-League---Qualification
4,Bakken Bears,2,42.5,85.5,32.5,62.0,0.524,7.5,19.5,0.385,13.0,20.0,0.65,8.0,27.0,35.0,21.0,6.5,7.0,18.5,16.5,2023,Basketball-Champions-League---Qualification
5,Brose Baskets Bamberg,2,42.0,85.0,29.0,68.0,0.426,9.0,26.0,0.346,18.0,21.0,0.857,14.5,23.5,38.0,19.0,5.0,1.5,16.5,15.0,2023,Basketball-Champions-League---Qualification
6,SL Benfica,3,40.0,84.0,30.3,64.3,0.472,11.7,29.7,0.393,11.7,16.0,0.729,10.0,22.3,32.3,21.0,11.0,2.0,14.0,16.3,2023,Basketball-Champions-League---Qualification
7,FMP Beograd,3,41.7,83.3,30.7,69.0,0.444,9.0,23.0,0.391,13.0,18.3,0.709,13.3,21.0,34.3,18.3,9.0,3.3,18.0,23.7,2023,Basketball-Champions-League---Qualification
8,KK Parnu,1,40.0,80.0,31.0,65.0,0.477,9.0,20.0,0.45,9.0,11.0,0.818,9.0,19.0,28.0,25.0,8.0,1.0,11.0,17.0,2023,Basketball-Champions-League---Qualification
9,BK Levicki Patrioti Levice,3,40.0,77.7,27.7,61.3,0.451,7.7,23.3,0.329,14.7,22.0,0.667,7.7,28.7,36.3,20.0,6.7,4.3,15.0,16.3,2023,Basketball-Champions-League---Qualification
10,TFT Skopje,1,40.0,77.0,25.0,65.0,0.385,13.0,32.0,0.406,14.0,17.0,0.824,6.0,22.0,28.0,18.0,6.0,2.0,13.0,16.0,2023,Basketball-Champions-League---Qualification
11,BK Opava,1,40.0,76.0,26.0,59.0,0.441,10.0,29.0,0.345,14.0,24.0,0.583,9.0,19.0,28.0,18.0,11.0,4.0,18.0,24.0,2023,Basketball-Champions-League---Qualification
12,Tofas SC,2,40.0,75.0,27.0,64.0,0.422,5.0,22.0,0.227,16.0,23.0,0.696,12.5,24.0,36.5,11.5,8.0,4.0,13.0,15.5,2023,Basketball-Champions-League---Qualification
13,Allianz Swans Gmunden,2,39.5,73.5,29.5,60.0,0.492,5.0,18.5,0.27,9.5,13.0,0.731,6.0,22.5,28.5,18.5,8.0,3.5,17.5,16.5,2023,Basketball-Champions-League---Qualification
14,Siauliai,1,40.0,73.0,25.0,66.0,0.379,7.0,26.0,0.269,16.0,20.0,0.8,12.0,24.0,36.0,10.0,8.0,3.0,15.0,19.0,2023,Basketball-Champions-League---Qualification
15,Heroes Den Bosch,2,40.0,71.5,26.5,61.0,0.434,9.5,25.5,0.373,9.0,11.5,0.783,7.5,20.0,27.5,18.0,6.5,2.5,16.0,17.5,2023,Basketball-Champions-League---Qualification
16,Fribourg Olympic,1,40.0,70.0,28.0,58.0,0.483,7.0,20.0,0.35,7.0,9.0,0.778,5.0,16.0,21.0,14.0,6.0,2.0,17.0,17.0,2023,Basketball-Champions-League---Qualification
17,Egis Kormend,1,40.0,70.0,27.0,68.0,0.397,4.0,22.0,0.182,12.0,16.0,0.75,6.0,28.0,34.0,9.0,5.0,1.0,12.0,27.0,2023,Basketball-Champions-League---Qualification
18,Golden Eagle YLLI,1,40.0,67.0,24.0,59.0,0.407,8.0,24.0,0.333,11.0,15.0,0.733,8.0,22.0,30.0,17.0,9.0,4.0,26.0,18.0,2023,Basketball-Champions-League---Qualification
19,Keravnos Strovolou,1,39.0,65.0,24.0,53.0,0.453,7.0,22.0,0.318,10.0,18.0,0.556,9.0,20.0,29.0,15.0,7.0,0.0,19.0,20.0,2023,Basketball-Champions-League---Qualification
20,Rio Breogan,1,40.0,64.0,24.0,59.0,0.407,5.0,21.0,0.238,11.0,15.0,0.733,6.0,14.0,20.0,15.0,8.0,2.0,15.0,23.0,2023,Basketball-Champions-League---Qualification
21,CSO Voluntari,2,40.0,63.5,22.0,53.5,0.411,8.5,22.0,0.386,11.0,18.0,0.611,6.5,27.0,33.5,12.5,3.0,2.5,14.0,17.5,2023,Basketball-Champions-League---Qualification
22,Leicester Riders,1,40.0,61.0,24.0,67.0,0.358,4.0,12.0,0.333,9.0,11.0,0.818,4.0,24.0,28.0,11.0,6.0,3.0,6.0,17.0,2023,Basketball-Champions-League---Qualification
23,Kauhajoen Karhu,1,40.0,57.0,21.0,66.0,0.318,7.0,33.0,0.212,8.0,12.0,0.667,6.0,23.0,29.0,16.0,12.0,1.0,14.0,18.0,2023,Basketball-Champions-League---Qualification
24,Norrkoping,1,40.0,51.0,19.0,66.0,0.288,7.0,34.0,0.206,6.0,13.0,0.462,6.0,18.0,24.0,10.0,5.0,3.0,13.0,17.0,2023,Basketball-Champions-League---Qualification
