#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Hereda San Pablo Burgos,2,40.0,91.0,33.0,64.5,0.512,9.5,22.5,0.422,15.5,21.5,0.721,11.5,25.0,36.5,24.0,8.5,3.5,10.0,17.5,2020,Basketball-Champions-League---Qualification
2,KK Mornar,2,40.0,83.5,29.0,62.0,0.468,13.5,32.0,0.422,12.0,20.0,0.6,4.0,25.5,29.5,21.0,6.5,2.0,9.0,16.5,2020,Basketball-Champions-League---Qualification
3,Bakken Bears,2,40.0,82.0,31.0,73.5,0.422,8.0,27.5,0.291,12.0,18.5,0.649,10.5,28.5,39.0,20.5,4.5,2.0,10.0,14.0,2020,Basketball-Champions-League---Qualification
4,Sigal Prishtina,2,45.0,81.0,28.5,69.0,0.413,11.0,30.0,0.367,13.0,19.0,0.684,7.5,25.0,32.5,17.5,8.5,2.5,14.0,19.0,2020,Basketball-Champions-League---Qualification
5,Telekom Baskets Bonn,2,40.0,80.0,26.0,60.0,0.433,9.5,23.0,0.413,18.5,24.0,0.771,7.5,26.5,34.0,17.0,12.5,2.0,18.5,17.5,2020,Basketball-Champions-League---Qualification
6,Keravnos Strovolou,4,40.0,79.3,30.3,64.5,0.469,10.0,22.5,0.444,8.8,11.3,0.778,7.0,26.0,33.0,19.0,5.5,1.3,13.3,20.5,2020,Basketball-Champions-League---Qualification
7,CSM Oradea,2,42.5,79.0,30.0,69.5,0.432,3.5,17.0,0.206,15.5,18.5,0.838,11.0,20.0,31.0,16.5,9.0,3.5,11.0,18.5,2020,Basketball-Champions-League---Qualification
8,SL Benfica,4,40.0,77.8,27.8,60.3,0.461,8.0,24.3,0.33,14.3,21.8,0.655,8.3,27.5,35.8,18.8,5.3,4.0,13.3,18.5,2020,Basketball-Champions-League---Qualification
9,Kauhajoen Karhu,4,40.0,77.8,29.5,63.5,0.465,9.0,24.3,0.371,9.8,14.3,0.684,6.3,23.5,29.8,15.0,7.0,2.3,10.8,19.0,2020,Basketball-Champions-League---Qualification
10,Falco-Vulcano Energia KC Szombathely,4,41.3,77.3,29.8,63.8,0.467,5.0,16.0,0.313,12.8,19.0,0.671,9.3,25.0,34.3,17.3,9.3,3.0,13.3,19.0,2020,Basketball-Champions-League---Qualification
11,Tsmoki-Minsk,2,40.0,77.0,28.5,64.0,0.445,9.5,30.0,0.317,10.5,17.5,0.6,11.0,23.5,34.5,19.0,4.5,2.5,10.5,19.0,2020,Basketball-Champions-League---Qualification
12,Nizhny Novgorod,2,40.0,76.0,29.0,60.0,0.483,7.5,19.0,0.395,10.5,15.0,0.7,5.5,26.0,31.5,19.0,9.0,4.5,12.5,19.5,2020,Basketball-Champions-League---Qualification
13,Twarde Pierniki Torun,2,40.0,76.0,28.5,64.5,0.442,7.0,20.5,0.341,12.0,15.5,0.774,9.0,26.5,35.5,16.5,8.0,2.5,14.0,17.5,2020,Basketball-Champions-League---Qualification
14,Port of Antwerp Giants,2,40.1,75.0,26.0,65.0,0.4,8.5,31.5,0.27,14.5,19.0,0.763,10.0,24.0,34.0,20.5,9.0,3.0,14.5,22.0,2020,Basketball-Champions-League---Qualification
15,Lietkabelis,2,40.0,74.0,26.0,66.5,0.391,10.0,29.5,0.339,12.0,18.0,0.667,12.0,25.5,37.5,15.0,8.0,1.5,12.0,18.5,2020,Basketball-Champions-League---Qualification
16,Fribourg Olympic,4,40.0,73.5,28.8,65.3,0.441,6.5,21.5,0.302,9.5,15.3,0.623,12.3,29.3,41.5,14.3,7.5,2.8,19.0,20.0,2020,Basketball-Champions-League---Qualification
17,BC Balkan,2,40.0,73.0,22.5,61.5,0.366,6.5,26.5,0.245,21.5,30.0,0.717,9.0,19.0,28.0,16.5,8.0,0.5,8.0,19.5,2020,Basketball-Champions-League---Qualification
18,Legia Warszawa,4,42.5,72.5,24.3,63.3,0.383,7.5,22.3,0.337,16.5,22.8,0.725,10.5,27.5,38.0,14.0,6.0,2.3,16.3,18.8,2020,Basketball-Champions-League---Qualification
19,Sodertalje,4,40.0,71.5,24.8,57.5,0.43,6.0,20.0,0.3,16.0,20.0,0.8,8.8,27.8,36.5,13.3,6.3,3.8,15.8,24.8,2020,Basketball-Champions-League---Qualification
20,BC Kyiv,4,40.0,71.0,27.8,61.8,0.449,8.5,25.8,0.33,7.0,11.3,0.622,8.3,21.5,29.8,14.5,6.8,2.8,14.5,22.0,2020,Basketball-Champions-League---Qualification
21,Donar Groningen,2,40.0,70.5,26.5,66.5,0.398,7.5,24.5,0.306,10.0,13.5,0.741,9.0,22.5,31.5,13.0,5.0,1.0,11.0,23.5,2020,Basketball-Champions-League---Qualification
22,BK Inter Bratislava,2,40.0,66.0,22.5,62.5,0.36,6.5,30.0,0.217,14.5,19.5,0.744,8.5,19.5,28.0,13.5,10.0,2.0,13.0,19.5,2020,Basketball-Champions-League---Qualification
23,ece bulls Kapfenberg,2,40.0,64.5,20.0,55.0,0.364,5.5,16.5,0.333,19.0,24.0,0.792,9.0,19.5,28.5,6.5,10.0,3.5,10.5,16.5,2020,Basketball-Champions-League---Qualification
24,BK Ventspils,2,40.0,62.0,23.5,62.0,0.379,6.5,25.5,0.255,8.5,13.5,0.63,9.5,28.0,37.5,13.5,7.0,4.0,18.5,18.0,2020,Basketball-Champions-League---Qualification
