#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Edmonton Stingers,8,40.0,89.4,32.9,68.6,0.479,8.9,25.8,0.345,14.8,19.4,0.761,10.4,26.5,36.9,18.8,8.8,4.9,16.4,19.9,2020,Canadian-Elite-Basketball-League
2,Brampton Honey Badgers,8,40.0,85.1,29.6,68.5,0.432,9.5,27.5,0.345,16.4,23.1,0.708,11.0,27.8,38.8,18.3,10.6,2.9,19.6,20.5,2020,Canadian-Elite-Basketball-League
3,Vancouver Bandits,8,40.0,84.4,29.0,68.6,0.423,9.4,27.0,0.347,17.0,22.3,0.764,8.9,24.4,33.3,18.5,9.4,1.8,15.6,20.9,2020,Canadian-Elite-Basketball-League
4,Ottawa Blackjacks,8,39.9,80.0,27.9,64.4,0.433,6.6,21.8,0.305,17.6,23.5,0.75,10.8,28.6,39.4,15.9,6.1,3.3,16.0,20.0,2020,Canadian-Elite-Basketball-League
5,Niagara River Lions,7,40.0,78.3,28.1,68.3,0.412,8.1,26.0,0.313,13.9,19.1,0.724,8.6,26.6,35.1,18.7,7.7,3.1,16.4,20.3,2020,Canadian-Elite-Basketball-League
6,Guelph Nighthawks,7,40.0,78.1,26.1,66.1,0.395,9.4,29.3,0.322,16.4,21.3,0.772,8.3,24.3,32.6,16.9,7.9,3.7,16.1,22.0,2020,Canadian-Elite-Basketball-League
7,Saskatchewan Rattlers,6,40.0,75.2,25.3,63.7,0.398,10.2,29.8,0.341,14.3,19.8,0.723,8.7,23.7,32.3,14.5,7.5,2.2,18.0,19.0,2020,Canadian-Elite-Basketball-League
