#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Kenya Ports Authority,6,40.0,98.8,39.8,79.5,0.501,7.0,22.2,0.316,12.2,20.2,0.603,17.3,31.7,49.0,22.0,14.0,1.7,19.3,14.3,2020,Basketball-Africa-League---Qualification
2,Groupement Sportif des Petroliers,8,40.0,91.5,34.0,73.9,0.46,8.5,27.0,0.315,15.0,22.9,0.656,13.5,33.4,46.9,22.1,7.4,2.9,16.5,21.6,2020,Basketball-Africa-League---Qualification
3,Patriots BBC,9,40.6,89.9,32.6,82.1,0.396,10.4,32.8,0.319,14.3,24.4,0.586,20.8,34.1,54.9,21.4,11.8,2.6,16.2,16.8,2020,Basketball-Africa-League---Qualification
4,Gendarmerie Nationale BC,9,40.4,88.4,32.6,77.7,0.419,9.2,32.9,0.28,14.1,19.6,0.722,14.0,28.9,42.9,18.4,10.4,3.0,16.2,18.1,2020,Basketball-Africa-League---Qualification
5,Ferroviario Maputo,10,40.0,86.4,31.5,75.6,0.417,9.5,30.6,0.31,13.9,21.7,0.641,15.6,29.1,44.7,17.4,12.8,1.8,14.5,17.4,2020,Basketball-Africa-League---Qualification
6,FAP Basketball,8,39.8,82.1,29.6,74.1,0.4,8.1,28.9,0.281,14.8,25.8,0.573,12.3,27.5,39.8,17.4,9.0,3.8,13.5,17.6,2020,Basketball-Africa-League---Qualification
7,Al Naser,6,40.0,81.3,29.3,72.8,0.403,7.0,28.2,0.249,15.7,26.0,0.603,11.3,29.7,41.0,16.3,8.3,2.7,16.7,20.7,2020,Basketball-Africa-League---Qualification
8,Manga Basket-Ball,6,39.8,79.3,28.5,75.8,0.376,7.7,27.8,0.275,14.7,26.0,0.564,14.8,27.0,41.8,16.2,8.5,4.3,16.7,19.2,2020,Basketball-Africa-League---Qualification
9,Cobra,7,40.0,77.4,29.7,74.4,0.399,8.4,31.3,0.269,9.6,16.6,0.578,15.4,25.9,41.3,16.1,10.0,2.1,16.9,14.1,2020,Basketball-Africa-League---Qualification
10,Nigelec Basket Club,7,39.8,74.7,25.6,66.6,0.384,8.0,26.0,0.308,15.6,23.1,0.673,10.6,29.1,39.7,8.9,9.4,2.0,18.9,21.0,2020,Basketball-Africa-League---Qualification
11,Abidjan BC,9,40.0,74.2,25.0,68.1,0.367,8.1,28.9,0.281,16.1,24.4,0.659,12.1,28.7,40.8,14.9,11.7,2.3,18.2,16.9,2020,Basketball-Africa-League---Qualification
12,AS Police,8,40.0,74.0,26.8,73.5,0.364,7.1,30.1,0.237,13.4,22.9,0.585,15.1,29.5,44.6,16.6,10.3,4.1,17.4,21.3,2020,Basketball-Africa-League---Qualification
13,BC Mazembe,6,40.0,73.8,27.0,71.0,0.38,6.5,25.8,0.252,13.3,24.2,0.552,13.5,28.5,42.0,19.2,10.0,3.7,17.5,18.2,2020,Basketball-Africa-League---Qualification
14,City Oilers,8,36.3,71.5,25.9,69.5,0.372,8.3,28.8,0.287,11.5,19.3,0.597,15.4,25.8,41.1,14.5,7.0,1.1,16.6,15.5,2020,Basketball-Africa-League---Qualification
15,Mercenaries,5,41.0,71.2,27.6,69.6,0.397,6.2,27.0,0.23,9.8,17.6,0.557,10.6,27.4,38.0,11.4,12.8,2.4,16.6,21.6,2020,Basketball-Africa-League---Qualification
16,University of Zambia Pacers,8,41.1,70.3,26.6,79.9,0.333,5.3,26.1,0.201,11.8,21.4,0.55,17.9,34.6,52.5,14.3,9.1,3.0,19.4,20.0,2020,Basketball-Africa-League---Qualification
17,Dynamo,4,40.0,69.8,29.0,74.0,0.392,5.5,21.3,0.259,6.3,12.0,0.521,12.8,27.0,39.8,14.8,9.8,2.3,15.8,12.3,2020,Basketball-Africa-League---Qualification
18,Lions BC,5,41.0,68.6,26.0,72.2,0.36,6.0,26.6,0.226,10.6,20.6,0.515,14.2,34.0,48.2,13.4,8.2,3.4,22.8,16.6,2020,Basketball-Africa-League---Qualification
19,Dolphins BC,5,41.0,67.8,25.6,68.4,0.374,7.6,29.6,0.257,9.0,19.4,0.464,9.6,31.0,40.6,12.2,10.0,2.6,19.2,16.2,2020,Basketball-Africa-League---Qualification
20,NPA Pythons,4,41.3,67.8,24.5,69.8,0.351,4.5,23.0,0.196,14.3,26.5,0.538,17.5,28.0,45.5,13.0,12.0,0.8,21.8,21.3,2020,Basketball-Africa-League---Qualification
21,Jozi Nuggets,5,41.0,67.6,24.4,72.6,0.336,9.4,30.8,0.305,9.4,17.6,0.534,13.4,30.0,43.4,13.6,8.8,4.0,16.8,16.8,2020,Basketball-Africa-League---Qualification
22,SLAC,3,40.0,65.7,24.3,66.0,0.369,5.3,21.3,0.25,11.7,22.0,0.53,14.0,26.3,40.3,11.3,9.0,1.3,20.3,21.7,2020,Basketball-Africa-League---Qualification
23,ASPAC,4,41.2,64.3,25.5,74.0,0.345,5.5,27.3,0.202,7.8,17.0,0.456,14.3,27.0,41.3,16.0,9.8,2.8,15.3,19.0,2020,Basketball-Africa-League---Qualification
24,J.K.T,6,36.6,62.8,23.8,74.2,0.321,6.0,27.3,0.22,9.2,16.2,0.567,11.0,22.7,33.7,9.2,8.3,1.8,14.3,12.8,2020,Basketball-Africa-League---Qualification
