#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Etoile Charleville-Mezieres,39,40.6,83.9,29.9,64.7,0.462,8.9,26.7,0.334,15.3,22.0,0.693,10.1,23.6,33.7,17.7,9.7,1.4,15.3,19.2,2014,French-NM1,1
2,Sorgues Basket Club,38,40.6,82.2,29.2,62.5,0.467,8.2,22.0,0.373,15.6,22.6,0.691,11.1,20.7,31.8,17.3,7.8,1.5,14.3,20.4,2014,French-NM1,0
3,AS Monaco Basket,34,40.0,81.4,29.7,62.7,0.473,8.6,23.4,0.369,13.4,18.0,0.743,9.9,25.7,35.6,19.3,9.0,2.2,14.2,17.2,2014,French-NM1,0
4,Quimper UJAP,33,40.1,80.4,28.7,61.0,0.471,8.3,23.3,0.355,14.7,19.6,0.75,8.8,23.4,32.2,17.4,7.6,1.7,16.0,20.9,2014,French-NM1,0
5,Union Tarbes Lourdes Pyrennes Basket,34,40.1,80.4,29.8,64.7,0.461,7.5,21.6,0.346,13.2,17.6,0.748,9.3,22.2,31.5,20.4,8.0,1.4,15.2,21.6,2014,French-NM1,0
6,Rueil Athletic Club,34,40.4,78.4,28.2,64.5,0.437,7.3,22.7,0.32,14.7,22.1,0.667,10.9,23.6,34.5,16.0,8.6,2.1,14.1,19.3,2014,French-NM1,0
7,Etoile Angers Basket,36,40.2,78.3,28.2,61.3,0.46,7.8,23.3,0.334,14.1,19.0,0.741,9.4,26.9,36.2,18.9,7.6,2.9,14.2,20.9,2014,French-NM1,0
8,Saint Chamond Basket,36,39.9,77.1,27.6,59.5,0.464,8.7,24.0,0.362,13.1,17.9,0.732,8.4,24.3,32.7,17.3,8.4,3.5,15.7,18.4,2014,French-NM1,0
9,JSA Bordeaux Basket,34,40.1,76.1,27.8,58.5,0.474,6.8,18.8,0.362,13.8,18.5,0.747,7.7,23.2,30.9,16.6,7.9,2.7,17.4,20.5,2014,French-NM1,0
10,ADA Blois Basket,37,40.0,74.5,27.3,57.1,0.478,6.2,18.6,0.333,13.7,20.7,0.664,9.1,22.5,31.6,16.2,6.2,2.1,15.8,20.4,2014,French-NM1,0
11,Cognac BB,33,40.3,73.9,25.6,55.9,0.459,6.8,19.7,0.344,15.9,21.4,0.743,8.9,23.3,32.3,17.3,7.3,1.5,16.9,20.8,2014,French-NM1,0
12,Saint Brieuc Basket,34,40.4,72.6,25.6,59.8,0.428,8.2,23.8,0.345,13.2,18.0,0.736,8.8,21.9,30.7,16.0,7.4,1.3,16.2,20.8,2014,French-NM1,0
13,Union La Rochelle,37,40.1,72.4,25.4,59.9,0.423,6.7,21.1,0.317,15.0,19.8,0.758,8.0,23.2,31.2,15.2,8.2,1.6,14.2,17.8,2014,French-NM1,0
14,Union Basket Chartres Masculin,34,40.3,72.0,26.5,61.1,0.434,6.6,20.2,0.329,12.4,18.5,0.67,9.5,23.3,32.8,16.4,9.1,1.8,15.8,20.1,2014,French-NM1,0
15,BC Montbrison Masculins,34,40.5,71.9,26.1,59.5,0.439,6.9,19.9,0.344,12.7,18.1,0.705,7.3,24.0,31.2,17.3,6.9,1.2,16.6,18.4,2014,French-NM1,0
16,JA Vichy,36,40.3,71.2,25.5,60.3,0.423,8.8,25.8,0.339,11.5,16.1,0.711,8.6,20.8,29.4,13.3,9.9,1.3,13.7,22.0,2014,French-NM1,0
17,E Cergy Osny Pontoise BB,34,40.0,69.3,25.4,60.6,0.42,6.4,22.3,0.286,12.1,18.2,0.663,9.5,21.9,31.4,12.5,7.8,1.4,16.0,20.4,2014,French-NM1,0
18,Centre Federal Du Basket-Ball,35,40.0,53.9,19.8,54.3,0.365,4.1,18.0,0.227,10.1,16.2,0.623,8.5,20.5,29.1,9.7,7.9,3.1,23.2,19.9,2014,French-NM1,0
