#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,BC Igokea,20,40.0,86.0,33.0,63.7,0.517,7.3,22.3,0.325,12.9,17.8,0.722,9.3,28.3,37.6,21.1,8.6,2.4,14.4,19.0,2020,Bosnian-BiH-Liga,1
2,BC Siroki,20,40.0,85.8,31.5,61.5,0.513,9.1,25.6,0.354,13.8,18.6,0.739,8.0,28.1,36.0,22.7,8.0,3.1,14.3,20.2,2020,Bosnian-BiH-Liga,0
3,HKK Zrinjski,20,40.2,85.3,32.4,67.3,0.481,8.5,26.8,0.317,12.0,17.9,0.672,9.4,21.7,31.1,17.7,7.2,1.8,12.9,20.5,2020,Bosnian-BiH-Liga,0
4,KK Mladost,20,39.9,82.7,31.2,63.7,0.49,10.1,27.6,0.367,10.2,15.0,0.677,9.1,21.5,30.6,19.4,6.6,1.3,13.1,18.4,2020,Bosnian-BiH-Liga,0
5,KK Bratunac,19,40.3,80.8,30.5,61.2,0.499,7.3,23.3,0.312,12.5,17.5,0.712,7.5,22.9,30.5,20.4,8.5,1.5,14.5,20.2,2020,Bosnian-BiH-Liga,0
6,OKK Sloboda Tuzla,20,40.2,80.5,31.6,65.3,0.484,6.1,21.3,0.285,11.3,18.1,0.624,10.0,24.7,34.6,19.6,8.1,2.4,16.4,22.8,2020,Bosnian-BiH-Liga,0
7,SL Takovo Leotar,19,40.7,79.6,28.3,62.3,0.454,8.3,24.2,0.341,14.7,21.4,0.687,9.3,23.2,32.5,15.5,8.4,1.8,16.4,21.0,2020,Bosnian-BiH-Liga,0
8,OKK Spars Sarajevo,20,40.3,79.3,29.5,64.4,0.458,9.0,27.8,0.322,11.3,16.9,0.671,9.1,23.6,32.6,16.9,8.0,1.3,12.8,20.2,2020,Bosnian-BiH-Liga,0
9,HKK Capljina-Lasta,20,40.5,78.3,28.7,61.7,0.466,7.1,23.0,0.307,13.8,19.7,0.701,8.6,26.6,35.1,18.8,5.9,2.2,13.4,19.0,2020,Bosnian-BiH-Liga,0
10,KK Kakanj,20,39.9,78.0,29.2,62.4,0.468,8.8,27.0,0.324,10.9,15.9,0.686,7.4,22.7,30.0,15.0,4.8,1.4,14.4,20.2,2020,Bosnian-BiH-Liga,0
11,Promo Donji Vakuf,20,40.2,76.7,29.5,62.5,0.472,8.1,25.8,0.313,9.7,15.2,0.635,9.3,23.9,33.2,18.1,7.7,2.5,11.0,18.4,2020,Bosnian-BiH-Liga,0
12,KK Vogosca,20,40.2,75.5,29.7,66.4,0.447,6.5,24.4,0.265,9.7,13.7,0.708,7.2,19.5,26.7,13.8,6.0,1.3,17.0,15.6,2020,Bosnian-BiH-Liga,0
