#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,BC Igokea,15,39.7,86.5,31.5,61.1,0.516,10.5,27.1,0.387,13.0,18.8,0.691,8.7,28.1,36.7,18.9,8.9,2.7,12.7,19.5,2015,Bosnian-BiH-Liga,1
2,OKK Sloboda Tuzla,33,39.9,76.5,27.7,60.8,0.456,8.5,26.1,0.324,12.6,18.0,0.699,7.2,21.8,29.0,13.4,7.0,1.7,13.0,21.9,2015,Bosnian-BiH-Liga,0
3,KK Kakanj,22,40.0,75.2,28.2,58.7,0.481,7.1,22.3,0.32,11.6,17.3,0.674,7.7,25.2,32.9,14.7,4.6,2.0,14.6,21.0,2015,Bosnian-BiH-Liga,0
4,HKK Zrinjski,31,39.9,74.5,26.5,58.7,0.451,7.6,23.4,0.324,13.9,21.5,0.646,8.6,21.1,29.7,12.7,5.5,1.5,12.5,21.9,2015,Bosnian-BiH-Liga,0
5,BC Siroki,37,40.1,74.0,26.7,59.6,0.448,8.7,27.2,0.32,11.8,16.6,0.713,7.9,25.4,33.3,14.1,6.9,2.7,13.6,23.0,2015,Bosnian-BiH-Liga,0
6,OKK Spars Sarajevo,34,40.1,73.7,27.3,56.2,0.485,7.6,22.7,0.336,11.5,17.1,0.672,7.5,25.9,33.4,15.6,6.6,1.8,13.7,21.1,2015,Bosnian-BiH-Liga,0
7,HEO Bileca,21,39.5,72.3,25.8,58.4,0.442,6.4,22.2,0.288,14.3,21.5,0.667,9.0,19.3,28.3,8.1,6.6,1.6,12.1,21.3,2015,Bosnian-BiH-Liga,0
8,SL Takovo Leotar,32,40.4,72.1,27.2,60.8,0.446,6.8,23.3,0.293,11.0,16.8,0.655,9.1,24.1,33.2,11.1,5.4,2.2,10.3,19.7,2015,Bosnian-BiH-Liga,0
9,KK Gradanski Bijeljina,23,40.8,71.7,26.9,56.7,0.474,6.7,19.7,0.338,11.2,17.9,0.625,9.4,19.0,28.4,12.9,7.5,2.1,10.8,22.9,2015,Bosnian-BiH-Liga,0
10,KK Celik Zenica,20,40.0,71.6,25.9,57.3,0.451,8.6,26.6,0.323,11.3,16.0,0.706,7.9,21.8,29.7,11.2,4.9,1.5,13.3,20.8,2015,Bosnian-BiH-Liga,0
11,KK Bosna,23,40.2,71.3,25.9,56.7,0.457,5.3,18.7,0.281,14.3,19.8,0.719,7.3,22.4,29.7,8.9,4.8,2.5,14.5,23.9,2015,Bosnian-BiH-Liga,0
12,KK Mladost,22,40.0,70.5,25.9,56.0,0.462,7.5,23.0,0.327,11.2,16.7,0.673,8.3,20.7,29.0,13.7,7.6,2.5,13.1,20.5,2015,Bosnian-BiH-Liga,0
13,KK Varda Hidroelektrana,22,40.0,68.5,25.6,59.5,0.43,6.5,24.1,0.27,10.8,15.1,0.714,8.5,19.9,28.4,11.8,5.4,1.0,11.6,20.7,2015,Bosnian-BiH-Liga,0
14,HKK Posusje,1,39.2,56.0,22.0,48.0,0.458,3.0,19.0,0.158,9.0,14.0,0.643,4.0,9.0,13.0,9.0,2.0,0.0,9.0,14.0,2015,Bosnian-BiH-Liga,0
