#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,CEZ Nymburk,43,40.1,93.7,35.6,69.6,0.512,8.8,23.6,0.371,13.7,19.0,0.719,9.8,27.3,37.0,21.2,11.0,3.6,12.1,16.6,2017,Czech-NBL,1
2,BK JIP Pardubice,44,40.1,82.0,30.7,68.1,0.451,6.9,21.6,0.319,13.6,19.3,0.704,11.5,26.1,37.6,17.0,9.6,2.4,15.6,19.6,2017,Czech-NBL,0
3,BK Lions Jindrichuv Hradec,32,40.2,79.2,28.8,67.5,0.428,7.8,22.0,0.353,13.7,19.0,0.719,9.9,21.7,31.6,13.5,6.7,3.2,12.3,19.9,2017,Czech-NBL,0
4,Olomoucko Prostejov,32,40.2,78.1,29.0,63.6,0.455,6.9,20.8,0.334,13.3,18.6,0.711,9.5,24.2,33.7,15.3,7.4,1.9,17.5,20.3,2017,Czech-NBL,0
5,BC Kolin,37,40.2,77.5,27.9,62.0,0.45,6.5,20.9,0.31,15.2,19.6,0.775,7.9,22.4,30.3,16.1,7.3,1.6,13.4,17.2,2017,Czech-NBL,0
6,BK Opava,45,40.2,77.0,27.6,64.8,0.427,8.9,27.6,0.324,12.8,17.3,0.738,8.1,20.4,28.4,16.0,8.8,1.4,14.2,21.0,2017,Czech-NBL,0
7,SLUNETA Usti nad Labem,36,40.1,76.9,29.0,64.4,0.45,6.2,19.8,0.311,12.7,17.8,0.712,9.4,22.8,32.3,12.6,6.8,2.1,15.7,20.7,2017,Czech-NBL,0
8,Nova Hut Ostrava,32,40.0,76.5,27.5,61.9,0.444,9.0,25.2,0.356,12.6,18.5,0.678,9.3,23.8,33.1,15.4,7.7,1.5,15.3,17.5,2017,Czech-NBL,0
9,JBC MMCITE Brno,32,40.1,76.0,28.2,66.3,0.425,8.0,26.4,0.301,11.7,17.4,0.668,10.2,23.8,33.9,12.9,8.2,2.9,18.0,20.0,2017,Czech-NBL,0
10,Turi Svitavy,37,40.0,75.1,28.0,62.6,0.447,6.9,22.3,0.31,12.2,18.0,0.679,8.9,23.7,32.5,14.8,7.9,3.5,16.7,21.0,2017,Czech-NBL,0
11,BK Decin,44,40.6,75.0,26.9,63.6,0.424,8.2,25.5,0.321,13.0,18.5,0.703,10.0,24.1,34.0,15.4,6.8,2.1,14.2,20.3,2017,Czech-NBL,0
12,USK Praha,38,40.1,69.2,24.7,55.2,0.447,6.3,21.4,0.294,13.5,18.4,0.731,7.2,24.5,31.7,13.6,5.7,2.9,15.2,20.7,2017,Czech-NBL,0
