#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,CEZ Nymburk,47,40.2,88.3,33.2,68.2,0.487,7.6,21.8,0.35,14.1,19.6,0.723,19.3,17.9,37.2,17.5,10.3,3.3,11.2,18.6,2012,Czech-NBL,1
2,Olomoucko Prostejov,48,39.9,82.0,30.9,64.9,0.477,7.8,21.3,0.368,12.4,17.5,0.708,19.0,17.9,36.9,13.5,6.9,2.8,14.2,20.5,2012,Czech-NBL,0
3,BC Kolin,45,40.4,80.0,29.5,67.4,0.438,6.9,21.1,0.328,14.1,19.3,0.732,20.9,15.2,36.1,15.1,8.3,1.6,13.0,20.0,2012,Czech-NBL,0
4,Nova Hut Ostrava,43,39.9,79.3,29.5,63.3,0.466,6.6,18.8,0.351,13.7,18.5,0.744,21.5,12.9,34.3,13.3,7.7,2.0,11.8,19.5,2012,Czech-NBL,0
5,Levharti Chomutov,40,40.4,79.1,29.0,66.6,0.435,6.5,19.8,0.33,14.6,20.0,0.731,19.7,10.6,30.3,12.6,7.6,1.5,12.3,21.1,2012,Czech-NBL,0
6,BK JIP Pardubice,41,40.3,78.5,28.4,62.1,0.458,5.1,17.7,0.288,16.5,22.7,0.727,20.9,14.3,35.3,12.9,8.0,2.5,13.8,18.6,2012,Czech-NBL,0
7,SLUNETA Usti nad Labem,46,40.0,78.2,29.1,65.6,0.443,5.0,15.9,0.316,15.0,20.9,0.717,18.7,14.6,33.3,12.7,7.4,2.0,12.3,21.2,2012,Czech-NBL,0
8,Turi Svitavy,40,40.3,76.8,27.6,61.8,0.446,6.7,21.3,0.315,15.0,21.7,0.692,21.5,13.1,34.5,13.2,6.0,2.5,14.2,20.3,2012,Czech-NBL,0
9,USK Praha,39,40.7,74.4,27.3,61.4,0.444,7.7,22.5,0.342,12.2,17.5,0.694,20.8,11.3,32.1,12.8,5.3,1.7,12.6,19.3,2012,Czech-NBL,0
10,Astrum Levice,43,40.3,74.4,26.7,60.9,0.438,5.8,19.4,0.299,15.2,21.0,0.723,20.8,13.1,33.9,11.8,6.6,2.7,14.5,20.9,2012,Czech-NBL,0
11,BK Decin,44,40.1,73.7,27.4,63.8,0.429,6.5,20.2,0.319,12.5,17.9,0.697,20.3,16.4,36.7,14.4,7.5,2.7,13.1,19.4,2012,Czech-NBL,0
12,BK Opava,46,40.1,70.7,25.5,59.2,0.431,5.1,17.3,0.294,14.6,20.4,0.714,19.0,12.9,31.8,11.5,8.2,2.3,16.1,20.1,2012,Czech-NBL,0
13,BK Inter Bratislava,46,40.1,69.8,25.2,60.6,0.416,5.5,19.6,0.28,13.9,19.1,0.728,20.1,12.7,32.8,10.7,7.0,1.8,15.3,21.9,2012,Czech-NBL,0
14,BK Loko Interconex Plzen,46,40.1,68.2,25.7,64.0,0.402,4.0,14.1,0.282,12.8,19.8,0.648,18.6,13.7,32.3,11.4,6.5,1.3,12.7,22.3,2012,Czech-NBL,0
