#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Sporting Clube de Portugal,22,40.0,93.4,35.1,69.6,0.505,10.4,26.3,0.396,12.7,18.7,0.681,12.2,26.6,38.9,17.8,9.8,2.4,12.4,17.1,2020,Portuguese-LPB
2,SL Benfica,22,39.9,89.8,32.3,65.7,0.492,10.4,26.6,0.39,14.8,21.1,0.701,9.6,26.3,36.0,20.5,8.0,2.8,11.3,17.4,2020,Portuguese-LPB
3,FC Porto Ferpinta,22,40.2,86.6,31.0,63.4,0.489,8.9,24.3,0.365,15.9,20.7,0.765,8.5,25.3,33.7,19.8,8.0,2.0,12.9,19.2,2020,Portuguese-LPB
4,U.D. Oliveirense Cacarola,22,40.0,83.9,30.2,63.8,0.473,7.1,21.3,0.335,16.4,20.4,0.806,9.3,25.7,35.0,17.1,7.0,2.3,12.7,17.7,2020,Portuguese-LPB
5,Galitos Barreiro,22,40.2,82.8,29.3,65.7,0.446,7.9,21.5,0.365,16.4,21.5,0.759,11.1,23.0,34.2,15.1,7.3,3.1,13.5,18.4,2020,Portuguese-LPB
6,Vitoria Alves Guimaraes,22,40.0,81.6,31.0,65.4,0.473,7.2,21.1,0.34,12.5,16.3,0.771,9.2,24.2,33.4,15.4,6.8,1.8,11.6,18.3,2020,Portuguese-LPB
7,Esgueira,22,40.0,79.2,28.9,62.5,0.463,7.4,21.9,0.338,14.0,19.6,0.713,8.9,22.6,31.5,14.5,8.6,3.0,14.4,18.4,2020,Portuguese-LPB
8,CAB Madeira,22,40.2,79.2,28.8,66.0,0.436,7.4,22.8,0.325,14.2,19.4,0.735,9.9,23.0,33.0,15.9,6.3,2.0,12.6,19.7,2020,Portuguese-LPB
9,SC Lusitania,22,40.0,78.6,29.9,64.0,0.467,7.0,20.7,0.338,11.9,18.0,0.659,8.9,24.4,33.2,15.2,6.1,2.8,13.3,14.6,2020,Portuguese-LPB
10,Maia Basket,22,40.4,77.4,28.7,63.8,0.449,9.8,25.9,0.38,10.2,14.7,0.697,8.4,19.2,27.6,13.8,7.0,1.4,13.7,16.7,2020,Portuguese-LPB
11,ADO Basquetebol Sad Ovarense,22,40.4,77.2,26.9,62.8,0.428,8.5,25.5,0.332,15.0,22.2,0.678,10.3,23.1,33.5,14.7,7.3,2.1,14.5,19.5,2020,Portuguese-LPB
12,Barreirense-CEPSA,22,40.2,75.5,27.2,62.2,0.437,7.6,21.3,0.356,13.6,19.3,0.705,8.8,25.9,34.6,13.4,5.7,2.0,14.4,14.7,2020,Portuguese-LPB
13,Illiabum Clube,21,40.5,73.4,26.3,61.2,0.43,6.4,21.6,0.295,14.3,20.0,0.718,10.0,24.5,34.5,13.9,5.9,3.0,17.7,20.1,2020,Portuguese-LPB
14,Terceira Basket,21,40.2,71.2,26.2,62.1,0.421,7.8,23.7,0.327,11.1,15.3,0.726,6.4,21.2,27.6,13.2,5.7,1.9,16.0,15.5,2020,Portuguese-LPB
