#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,FC Porto Ferpinta,43,40.2,90.0,32.7,64.5,0.507,7.5,21.9,0.34,17.2,22.5,0.764,10.0,24.5,34.4,20.7,6.8,1.9,13.3,22.7,2018,Portuguese-LPB,0
2,SL Benfica,40,40.6,89.5,31.8,63.6,0.5,9.6,25.7,0.375,16.3,20.4,0.799,8.0,25.3,33.3,20.9,6.7,2.4,12.6,20.1,2018,Portuguese-LPB,0
3,U.D. Oliveirense Cacarola,41,40.0,87.9,31.7,64.3,0.492,8.3,23.0,0.36,16.3,21.5,0.756,9.5,23.2,32.8,18.7,9.5,2.9,11.6,20.4,2018,Portuguese-LPB,1
4,Vitoria Alves Guimaraes,40,40.5,86.7,31.2,65.2,0.478,8.5,24.3,0.348,15.9,19.9,0.799,9.1,23.6,32.7,16.8,7.3,1.7,12.6,19.6,2018,Portuguese-LPB,0
5,SC Lusitania,34,40.4,84.0,29.1,62.5,0.465,8.6,25.3,0.341,17.2,24.1,0.716,9.0,25.4,34.4,14.4,7.4,1.9,16.3,18.0,2018,Portuguese-LPB,0
6,CAB Madeira,37,40.0,83.4,29.6,63.5,0.467,10.9,29.0,0.375,13.2,16.2,0.815,7.6,22.3,29.9,17.7,7.2,1.6,13.5,19.6,2018,Portuguese-LPB,0
7,Illiabum Clube,35,40.1,81.3,29.0,63.0,0.46,6.9,21.2,0.326,16.4,23.5,0.697,9.4,20.5,29.9,15.0,7.3,1.6,13.5,21.1,2018,Portuguese-LPB,0
8,Galitos Barreiro,35,40.0,78.2,28.2,60.2,0.468,6.7,20.6,0.325,15.2,20.1,0.756,7.8,21.3,29.1,14.0,7.6,2.3,12.3,18.5,2018,Portuguese-LPB,0
9,ADO Basquetebol Sad Ovarense,31,40.3,78.1,26.5,60.4,0.439,7.3,24.2,0.301,17.7,24.2,0.734,10.2,21.1,31.3,13.8,8.3,2.1,15.3,22.6,2018,Portuguese-LPB,0
10,Barreirense-CEPSA,32,40.3,77.2,27.8,64.0,0.435,5.9,20.0,0.295,15.6,22.3,0.697,8.9,21.5,30.4,12.6,6.3,1.1,12.9,19.1,2018,Portuguese-LPB,0
11,Terceira Basket,32,40.0,76.0,27.5,61.8,0.445,7.9,24.7,0.32,13.1,18.5,0.709,10.4,22.7,33.1,13.5,8.4,2.1,15.7,17.9,2018,Portuguese-LPB,0
12,Electrico FC,32,40.0,72.6,26.4,62.5,0.423,6.1,21.3,0.285,13.7,20.0,0.685,11.9,21.4,33.3,15.5,7.1,2.9,15.4,18.0,2018,Portuguese-LPB,0
