#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,SL Benfica,42,40.3,82.8,29.6,62.9,0.471,8.9,24.4,0.364,14.7,19.7,0.748,10.3,24.7,35.0,18.6,7.1,2.7,12.8,18.7,2016,Portuguese-LPB,0
2,FC Porto Ferpinta,40,40.0,79.3,27.9,64.4,0.433,8.2,24.7,0.33,15.4,21.8,0.706,12.0,23.6,35.5,14.9,8.4,1.9,13.9,22.2,2016,Portuguese-LPB,1
3,Vitoria Alves Guimaraes,31,40.1,77.1,27.2,60.6,0.449,8.1,24.1,0.336,14.6,19.4,0.753,7.5,20.8,28.3,13.6,7.0,1.3,10.2,19.8,2016,Portuguese-LPB,0
4,ADO Basquetebol Sad Ovarense,37,40.1,75.5,27.0,59.2,0.455,6.8,20.8,0.328,14.8,18.6,0.792,7.2,21.9,29.0,14.7,7.3,2.0,13.5,18.3,2016,Portuguese-LPB,0
5,SC Lusitania,31,40.1,74.2,28.6,59.6,0.48,5.2,17.1,0.302,11.8,17.7,0.668,10.7,21.9,32.6,15.0,8.5,1.7,15.5,16.5,2016,Portuguese-LPB,0
6,CAB Madeira,28,40.1,74.0,25.9,59.1,0.438,7.5,21.9,0.342,14.8,19.2,0.77,7.9,21.4,29.2,10.3,7.6,1.1,14.7,17.9,2016,Portuguese-LPB,0
7,Galitos Barreiro,35,40.3,73.2,26.6,59.3,0.448,6.3,19.7,0.321,13.7,20.1,0.682,9.3,21.8,31.1,13.4,7.0,2.7,13.1,18.5,2016,Portuguese-LPB,0
8,U.D. Oliveirense Cacarola,40,40.4,72.4,26.7,59.1,0.451,6.1,18.6,0.328,13.0,17.9,0.727,8.2,21.9,30.0,12.7,6.8,2.0,13.4,20.7,2016,Portuguese-LPB,0
9,Electrico FC,28,40.1,71.3,25.3,60.3,0.42,7.0,23.0,0.302,13.7,20.2,0.678,9.9,21.2,31.1,11.9,7.0,1.3,17.0,18.9,2016,Portuguese-LPB,0
10,Barcelos Hotel Terco,34,40.0,66.6,24.9,59.9,0.416,8.0,25.7,0.31,8.8,13.2,0.67,9.0,22.0,31.0,12.6,8.3,1.8,16.0,19.0,2016,Portuguese-LPB,0
11,Maia Basket,28,39.9,65.5,24.1,58.2,0.413,5.9,19.1,0.306,11.5,16.3,0.705,9.1,21.8,30.9,12.2,7.7,3.1,17.6,18.0,2016,Portuguese-LPB,0
