#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,CAB Madeira,25,40.0,82.4,29.5,64.8,0.455,10.9,28.6,0.381,12.6,15.6,0.808,10.3,19.4,29.7,17.8,12.6,2.3,13.6,22.4,2012,Portuguese-LPB,0
2,SL Benfica,35,39.9,81.7,29.3,62.0,0.473,6.5,19.3,0.337,16.5,21.4,0.772,11.5,26.3,37.8,14.5,8.7,3.1,14.8,18.9,2012,Portuguese-LPB,1
3,FC Porto Ferpinta,30,40.0,80.3,28.5,61.0,0.467,8.2,23.7,0.345,15.1,20.4,0.741,11.6,26.3,38.0,16.0,9.8,3.3,15.8,21.3,2012,Portuguese-LPB,0
4,Sampaense Basket,22,40.0,77.5,28.5,62.7,0.454,6.1,19.4,0.316,14.4,21.7,0.665,9.4,22.2,31.6,15.5,8.9,2.7,15.2,17.0,2012,Portuguese-LPB,0
5,ADO Basquetebol Sad Ovarense,25,40.3,76.4,27.3,59.5,0.459,7.2,20.7,0.348,14.6,18.6,0.784,10.9,23.2,34.0,16.0,9.0,1.4,16.6,20.8,2012,Portuguese-LPB,0
6,Barreirense-CEPSA,25,40.0,75.6,25.9,58.6,0.441,5.5,17.8,0.311,18.2,24.5,0.744,9.8,22.9,32.7,11.9,9.9,1.7,16.3,20.7,2012,Portuguese-LPB,0
7,Barcelos Hotel Terco,22,40.4,73.0,26.5,66.0,0.401,4.9,18.2,0.267,15.2,21.8,0.699,10.9,21.9,32.8,13.8,11.6,2.4,14.3,21.8,2012,Portuguese-LPB,0
8,Academica Coimbra,26,40.0,72.2,25.8,61.5,0.42,5.9,20.1,0.293,14.6,22.8,0.64,9.8,22.9,32.7,12.9,10.1,2.6,15.8,19.5,2012,Portuguese-LPB,0
9,Vitoria Alves Guimaraes,25,40.2,71.2,26.2,62.8,0.417,6.7,22.0,0.304,12.1,17.4,0.693,9.0,23.8,32.7,13.2,10.0,1.8,14.6,17.0,2012,Portuguese-LPB,0
10,SC Lusitania,29,39.3,69.0,26.5,60.7,0.437,5.2,18.6,0.279,10.8,15.9,0.681,9.7,21.5,31.2,12.5,7.6,3.3,14.4,18.6,2012,Portuguese-LPB,0
11,Terceira Basket,22,40.2,67.9,24.2,62.7,0.386,5.4,20.7,0.259,14.1,21.9,0.645,9.5,23.4,32.9,10.1,7.1,3.8,17.1,16.5,2012,Portuguese-LPB,0
12,Casino Ginasio,22,39.5,54.5,20.1,57.0,0.352,4.5,20.6,0.219,9.8,15.7,0.626,9.0,19.1,28.1,8.6,5.2,1.8,16.4,20.5,2012,Portuguese-LPB,0
