#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Xinjiang Guanghui,51,47.9,112.1,40.8,82.2,0.497,11.8,31.5,0.376,18.6,24.5,0.759,12.8,30.5,43.3,18.2,10.5,4.1,14.6,22.2,2017,Chinese-CBA,1
2,Liaoning,47,48.4,111.3,40.8,85.8,0.476,12.1,32.4,0.375,17.6,22.8,0.769,15.8,29.5,45.3,18.2,10.2,3.0,14.4,24.3,2017,Chinese-CBA,0
3,Zhejiang Guangsha,42,48.2,110.2,41.0,86.6,0.473,9.2,27.7,0.332,19.0,24.1,0.785,15.0,29.5,44.5,17.3,11.0,3.6,14.5,23.1,2017,Chinese-CBA,0
4,Shanxi Zhongyu,38,48.8,109.4,39.2,82.3,0.476,11.2,31.5,0.355,19.8,26.0,0.764,12.6,31.6,44.2,19.1,8.8,4.7,15.6,23.8,2017,Chinese-CBA,0
5,Guangdong Dongguan,50,48.2,108.1,41.4,83.3,0.497,9.0,24.6,0.366,16.3,23.1,0.708,11.6,31.2,42.8,18.2,9.5,2.6,13.8,25.9,2017,Chinese-CBA,0
6,Shenzhen,48,48.2,107.1,41.5,84.8,0.489,9.7,27.2,0.357,14.6,21.6,0.677,11.6,30.9,42.5,17.3,8.1,3.3,13.5,24.1,2017,Chinese-CBA,0
7,Tianjin Ronggang,38,48.0,106.7,38.3,81.1,0.473,9.8,28.9,0.338,20.5,26.2,0.782,11.8,28.4,40.2,17.5,8.0,2.1,15.1,25.0,2017,Chinese-CBA,0
8,Shanghai Dongfang,43,48.9,106.5,38.4,82.0,0.468,12.0,33.2,0.36,18.3,24.0,0.761,11.7,31.2,42.8,15.3,8.5,3.6,13.6,21.8,2017,Chinese-CBA,0
9,Fujian,38,48.6,105.7,39.2,83.9,0.468,10.6,30.5,0.347,16.6,23.2,0.718,12.6,28.6,41.2,17.1,8.6,2.8,15.8,23.1,2017,Chinese-CBA,0
10,Beijing BeiKong,38,48.8,103.7,37.8,84.3,0.449,8.1,25.0,0.324,20.0,27.2,0.735,13.7,26.0,39.7,13.2,10.4,2.7,15.6,25.1,2017,Chinese-CBA,0
11,Jiangsu Kendia,38,48.1,103.7,38.4,80.2,0.478,9.4,26.8,0.35,17.5,23.4,0.747,11.4,29.1,40.4,14.3,9.3,2.8,15.6,26.3,2017,Chinese-CBA,0
12,Nanjing Tongxi Monkey King,38,48.0,103.3,36.0,79.1,0.455,9.3,27.3,0.342,22.1,29.6,0.746,13.2,28.5,41.7,15.1,8.5,2.3,17.0,24.4,2017,Chinese-CBA,0
13,Zhejiang Chouzhou,38,48.2,103.3,38.3,83.2,0.461,8.4,25.1,0.337,18.3,23.2,0.787,11.0,27.6,38.7,16.2,8.1,3.1,14.8,24.3,2017,Chinese-CBA,0
14,Sichuan Blue Whales,41,48.5,103.2,37.7,81.6,0.462,8.1,25.0,0.325,19.6,28.1,0.696,12.5,33.5,46.0,17.4,7.4,4.4,15.1,22.6,2017,Chinese-CBA,0
15,Jilin Northeast,38,48.6,103.2,37.3,82.1,0.454,9.7,29.1,0.333,18.9,24.4,0.776,11.0,29.8,40.8,16.2,9.8,3.1,15.3,22.7,2017,Chinese-CBA,0
16,Qingdao,38,48.1,101.7,37.8,81.3,0.465,8.8,25.8,0.339,17.2,23.4,0.733,11.7,26.8,38.6,15.3,8.1,2.8,13.7,23.7,2017,Chinese-CBA,0
17,Beijing Shougang,38,47.9,101.4,37.3,79.5,0.47,10.6,28.5,0.37,16.2,21.5,0.753,10.4,29.3,39.7,17.1,8.6,4.1,12.7,24.7,2017,Chinese-CBA,0
18,Shandong,42,48.2,101.1,37.0,81.0,0.457,9.3,28.0,0.331,17.8,24.8,0.717,12.6,28.5,41.2,14.9,10.4,3.0,14.2,24.8,2017,Chinese-CBA,0
19,Guangzhou Loong Lions,38,47.8,95.6,36.5,81.7,0.447,7.6,22.2,0.344,14.8,20.7,0.717,13.8,27.2,41.0,15.5,6.8,2.6,13.5,24.1,2017,Chinese-CBA,0
20,Ningbo Rockets,38,48.1,86.1,31.4,76.1,0.413,7.1,23.2,0.307,16.0,22.2,0.721,11.6,25.6,37.2,13.7,7.2,4.4,14.4,23.9,2017,Chinese-CBA,0
