#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Shanghai Dongfang,45,47.0,106.4,39.6,87.8,0.452,10.5,31.4,0.335,16.6,22.8,0.726,14.1,30.8,44.9,26.0,10.8,3.3,15.9,22.6,2023,Chinese-CBA,0
2,Nanjing Tongxi Monkey King,41,47.2,105.0,38.1,85.6,0.446,11.5,32.8,0.35,17.2,22.1,0.778,13.9,29.3,43.1,26.0,9.3,3.6,16.5,22.1,2023,Chinese-CBA,0
3,Guangdong Dongguan,44,46.7,104.9,38.4,80.7,0.475,13.8,37.2,0.37,14.4,19.2,0.749,12.3,31.1,43.4,26.8,9.0,3.8,15.5,22.5,2023,Chinese-CBA,0
4,Shanxi Zhongyu,44,46.8,103.8,37.6,84.3,0.446,12.5,35.3,0.354,16.1,20.8,0.771,10.8,29.8,40.6,25.0,8.9,2.5,14.3,19.7,2023,Chinese-CBA,0
5,Zhejiang Chouzhou,51,46.5,103.5,37.8,83.1,0.455,9.3,28.9,0.322,18.6,24.7,0.754,14.5,31.1,45.6,26.4,11.4,4.5,16.4,22.5,2023,Chinese-CBA,0
6,Shenzhen,47,46.9,100.3,36.7,79.8,0.46,10.1,28.6,0.351,16.8,23.9,0.703,11.4,31.1,42.5,23.7,10.4,3.1,15.1,22.0,2023,Chinese-CBA,0
7,Liaoning,49,46.9,100.3,36.4,80.7,0.451,11.4,31.8,0.359,16.0,21.8,0.735,13.7,30.6,44.3,24.4,10.3,4.6,13.9,21.1,2023,Chinese-CBA,1
8,Shandong,44,47.0,100.1,35.0,81.3,0.43,10.1,31.7,0.319,20.0,25.6,0.782,13.1,30.4,43.5,24.1,9.7,3.4,15.6,23.0,2023,Chinese-CBA,0
9,Jilin Northeast,43,47.3,97.8,36.9,81.7,0.452,10.8,32.9,0.33,13.2,19.0,0.694,9.6,26.6,36.2,25.0,9.9,2.7,12.5,17.7,2023,Chinese-CBA,0
10,Xinjiang Guanghui,35,46.6,97.0,35.6,80.7,0.441,11.0,33.1,0.332,14.9,22.7,0.655,13.7,32.7,46.4,23.0,8.5,5.4,17.7,21.7,2023,Chinese-CBA,0
11,Guangzhou Loong Lions,46,46.8,97.0,36.1,78.2,0.462,9.6,28.9,0.332,15.2,20.0,0.76,11.6,31.0,42.6,22.9,9.2,4.5,15.9,20.0,2023,Chinese-CBA,0
12,Zhejiang Guangsha,52,47.0,96.3,34.8,78.8,0.441,11.3,33.0,0.343,15.4,19.9,0.777,11.8,30.6,42.4,23.5,8.5,3.9,14.8,20.7,2023,Chinese-CBA,0
13,Tianjin Ronggang,42,47.0,95.9,34.7,82.5,0.421,12.2,38.8,0.315,14.3,18.6,0.767,11.9,27.4,39.3,22.5,9.8,3.2,14.7,21.4,2023,Chinese-CBA,0
14,Beijing Shougang,45,46.8,95.1,35.9,80.0,0.449,9.4,26.8,0.352,13.9,18.3,0.759,12.2,30.2,42.4,25.5,9.8,4.5,14.6,21.3,2023,Chinese-CBA,0
15,Sichuan Blue Whales,40,46.7,94.9,34.0,78.6,0.432,10.7,31.0,0.345,16.3,21.7,0.749,11.1,29.7,40.8,24.8,8.2,2.8,16.2,18.7,2023,Chinese-CBA,0
16,Beijing BeiKong,41,46.8,94.7,35.3,82.4,0.428,9.0,26.0,0.344,15.1,20.6,0.735,13.9,30.1,44.1,23.1,7.4,4.1,16.7,19.3,2023,Chinese-CBA,0
17,Fujian,40,47.0,94.7,33.9,81.5,0.415,11.1,34.8,0.319,15.9,22.0,0.72,11.3,27.4,38.7,21.5,9.9,3.0,16.2,19.2,2023,Chinese-CBA,0
18,Jiangsu Kendia,45,46.6,93.6,34.2,76.2,0.448,9.8,27.0,0.363,15.4,21.3,0.725,11.0,30.3,41.3,19.2,8.0,3.9,16.2,21.6,2023,Chinese-CBA,0
19,Qingdao,42,47.0,93.3,33.0,79.4,0.415,12.1,38.9,0.312,15.2,19.7,0.771,11.3,29.2,40.5,19.2,8.4,4.0,14.0,22.8,2023,Chinese-CBA,0
20,Ningbo Rockets,42,46.6,85.7,31.4,76.4,0.411,10.0,32.6,0.307,12.8,17.4,0.735,10.6,26.3,36.9,22.4,7.8,3.1,17.9,22.0,2023,Chinese-CBA,0
