#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Converge Fiber Xers,12,48.1,112.7,37.5,82.3,0.456,12.8,38.3,0.336,24.8,32.3,0.768,12.7,32.8,45.4,18.2,5.8,3.4,18.6,28.2,2023,PBA---Governors-Cup,0
2,Talk N Text Tropang Texters,22,48.1,111.8,40.9,87.4,0.468,13.1,34.9,0.376,17.0,23.5,0.723,12.6,32.3,44.9,21.0,7.4,2.9,12.2,22.4,2023,PBA---Governors-Cup,1
3,NLEX Road Warriors,12,47.9,111.0,39.3,81.6,0.481,12.4,34.5,0.36,20.1,26.9,0.746,8.4,29.6,38.0,21.2,6.7,3.3,14.4,24.2,2023,PBA---Governors-Cup,0
4,San Miguel Beermen,15,47.9,110.5,42.8,88.1,0.486,8.8,25.3,0.347,16.1,23.0,0.701,12.9,33.9,46.8,26.3,7.5,2.9,12.8,22.9,2023,PBA---Governors-Cup,0
5,Terrafirma DYIP,11,48.5,109.4,38.9,89.1,0.437,13.0,37.2,0.35,18.5,25.8,0.718,11.8,29.6,41.5,21.2,8.5,2.9,12.6,26.5,2023,PBA---Governors-Cup,0
6,Northport Batang Pier,11,47.8,108.4,38.9,83.8,0.464,11.8,33.9,0.349,18.7,25.3,0.741,11.1,28.5,39.6,18.6,6.8,2.3,13.3,24.8,2023,PBA---Governors-Cup,0
7,Magnolia Hotshots,12,48.8,108.3,41.3,86.4,0.477,10.0,29.1,0.344,15.8,21.8,0.725,14.8,34.2,48.9,24.3,8.4,2.3,14.9,25.2,2023,PBA---Governors-Cup,0
8,Barangay Ginebra Kings,21,47.9,107.4,40.7,82.5,0.493,11.7,30.6,0.383,14.2,20.4,0.699,13.2,33.0,46.1,28.5,4.8,3.6,14.9,18.9,2023,PBA---Governors-Cup,0
9,Rain or Shine Elasto Painters,11,47.9,104.5,35.6,84.7,0.421,11.5,38.3,0.299,21.8,31.4,0.696,12.5,30.5,42.9,23.5,6.0,1.7,14.3,23.3,2023,PBA---Governors-Cup,0
10,Phoenix Fuel Masters,12,47.8,103.3,37.6,83.2,0.452,10.3,32.0,0.32,17.8,25.3,0.706,10.6,31.9,42.5,19.8,6.2,4.3,15.4,22.6,2023,PBA---Governors-Cup,0
11,Meralco Bolts,16,48.8,102.2,37.6,82.9,0.453,9.9,27.8,0.355,17.2,24.7,0.696,13.4,34.3,47.8,21.6,5.4,4.1,15.4,24.9,2023,PBA---Governors-Cup,0
12,Blackwater Bossings,11,47.8,101.5,37.4,85.7,0.436,12.1,34.5,0.35,14.6,20.2,0.725,11.2,29.5,40.6,24.0,6.4,2.5,15.1,24.8,2023,PBA---Governors-Cup,0
