#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Orlandina Basket,31,40.3,83.5,28.8,65.7,0.438,8.1,26.0,0.313,17.8,23.4,0.759,9.6,25.1,34.7,15.6,7.5,3.0,14.2,20.5,2021,Italian-Serie-A2-Basket,0
2,Pallacenestro Orzinuovi,31,40.5,82.9,29.3,65.3,0.449,10.0,26.9,0.371,14.3,17.4,0.824,7.7,25.5,33.1,16.1,6.4,2.0,12.3,19.0,2021,Italian-Serie-A2-Basket,0
3,Givova Scafati,39,40.3,81.7,27.3,63.1,0.433,9.3,28.2,0.332,17.7,22.6,0.781,8.8,27.7,36.5,17.5,6.3,2.0,12.7,21.5,2021,Italian-Serie-A2-Basket,0
4,Edilnol Pallacanestro Biella,34,40.3,81.6,29.1,65.3,0.446,8.3,26.4,0.315,15.1,20.0,0.754,9.3,23.7,33.1,14.8,7.7,2.3,14.6,21.9,2021,Italian-Serie-A2-Basket,0
5,UCC Assigeco Piacenza,32,40.3,80.4,28.0,63.2,0.443,7.5,22.4,0.336,16.8,22.3,0.755,9.1,24.7,33.8,15.2,6.8,1.8,12.8,19.0,2021,Italian-Serie-A2-Basket,0
6,Tezenis Scaligera Verona,38,40.4,80.2,28.5,61.7,0.461,10.1,26.6,0.377,13.2,17.5,0.752,7.6,24.3,31.9,17.9,6.7,1.1,11.9,20.4,2021,Italian-Serie-A2-Basket,0
7,Reale Mutua Torino,43,40.3,80.0,28.3,60.4,0.469,8.8,25.7,0.344,14.5,18.7,0.776,7.4,26.1,33.4,17.6,7.4,1.2,13.3,20.8,2021,Italian-Serie-A2-Basket,0
8,Blu Basket Gruppo Remer Treviglio,37,40.4,79.5,28.4,65.2,0.436,9.7,28.0,0.346,13.1,16.8,0.778,8.1,26.2,34.3,18.1,5.2,2.0,12.6,20.8,2021,Italian-Serie-A2-Basket,0
9,Unieuro Forli,34,40.3,77.9,26.2,59.9,0.438,8.6,24.9,0.347,16.8,21.0,0.797,7.2,25.7,33.0,13.2,7.1,0.9,13.1,20.7,2021,Italian-Serie-A2-Basket,0
10,Feli Pharma Ferrara,38,40.7,76.9,27.5,62.9,0.437,8.0,25.6,0.311,13.9,20.4,0.681,9.1,25.4,34.5,16.2,6.6,2.1,13.2,21.8,2021,Italian-Serie-A2-Basket,0
11,Napoli Basket,40,40.4,76.9,27.9,64.5,0.432,8.5,26.9,0.317,12.6,18.2,0.691,9.8,25.9,35.7,14.9,7.8,3.2,12.0,20.5,2021,Italian-Serie-A2-Basket,0
12,Atlante Eurobasket Roma,38,40.3,76.8,27.2,62.4,0.435,6.1,19.0,0.318,16.4,23.4,0.701,9.3,25.9,35.1,14.7,7.7,1.8,13.1,21.6,2021,Italian-Serie-A2-Basket,0
13,Orasi Ravenna,35,40.6,76.3,28.2,63.5,0.444,7.8,24.2,0.322,12.1,16.8,0.722,9.1,23.7,32.8,15.2,6.0,1.1,12.0,22.6,2021,Italian-Serie-A2-Basket,0
14,Bertram Tortona,46,40.5,76.1,27.1,64.1,0.422,8.8,26.7,0.329,13.2,17.8,0.741,9.9,25.3,35.3,13.1,6.2,2.2,11.0,18.2,2021,Italian-Serie-A2-Basket,1
15,Georgio Tesi Group Pistoia,33,40.6,76.1,27.3,64.3,0.425,7.4,24.1,0.308,14.0,19.8,0.71,9.3,26.4,35.7,14.3,5.7,1.4,12.1,21.1,2021,Italian-Serie-A2-Basket,0
16,2B Control Trapani,36,40.0,76.0,26.6,61.0,0.436,8.4,24.8,0.34,14.4,18.1,0.797,7.2,25.4,32.6,15.5,6.0,2.2,11.8,18.7,2021,Italian-Serie-A2-Basket,0
17,Urania Milano,35,40.3,75.4,28.2,62.2,0.454,6.7,20.8,0.325,12.3,17.8,0.69,7.3,24.2,31.5,16.8,6.7,1.5,13.1,18.2,2021,Italian-Serie-A2-Basket,0
18,Old Wild West Udine,45,40.4,75.4,26.5,61.3,0.432,9.4,26.8,0.349,13.1,18.8,0.697,8.6,27.4,36.1,15.1,4.6,1.9,13.0,20.2,2021,Italian-Serie-A2-Basket,0
19,Bergamo Basket 2014,30,40.3,75.3,27.8,64.4,0.432,7.6,23.8,0.318,12.1,17.8,0.68,10.5,24.7,35.2,13.2,6.5,1.2,14.4,19.8,2021,Italian-Serie-A2-Basket,0
