#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Givova Scafati,37,40.0,83.3,28.5,58.6,0.486,8.7,23.0,0.377,18.1,24.2,0.747,10.9,23.4,34.2,13.2,11.9,2.5,16.5,23.3,2012,Italian-Serie-A2-Basket,0
2,Sigma Barcellona,35,40.7,82.6,28.9,63.1,0.458,7.8,21.3,0.368,17.0,21.7,0.782,9.5,22.3,31.8,12.7,13.1,1.6,14.6,23.1,2012,Italian-Serie-A2-Basket,0
3,Enel Brindisi,38,40.7,80.7,29.0,60.1,0.482,8.3,23.6,0.351,14.7,19.7,0.744,8.8,23.8,32.6,10.5,10.8,1.5,17.0,22.5,2012,Italian-Serie-A2-Basket,0
4,Georgio Tesi Group Pistoia,41,40.5,80.5,28.8,62.5,0.46,7.3,21.1,0.344,15.9,22.0,0.723,9.2,23.5,32.7,10.4,9.7,1.8,16.2,21.2,2012,Italian-Serie-A2-Basket,0
5,Credito Di Romagna Forli,28,40.4,80.2,28.8,64.0,0.45,7.2,22.3,0.323,15.4,21.5,0.715,11.2,22.4,33.6,10.3,7.6,1.8,15.1,21.4,2012,Italian-Serie-A2-Basket,0
6,Termoiforgia Jesi,28,40.7,80.1,27.9,57.4,0.486,7.7,20.6,0.373,16.6,19.3,0.86,5.5,23.2,28.7,9.2,7.9,2.4,17.1,19.0,2012,Italian-Serie-A2-Basket,0
7,Conad Bologna,28,40.4,80.1,29.0,63.5,0.457,7.5,23.9,0.315,14.4,19.8,0.729,8.9,21.6,30.5,13.4,11.9,1.8,15.9,23.5,2012,Italian-Serie-A2-Basket,0
8,Grissin Bon Reggio Emilia,28,40.2,79.0,28.6,60.0,0.477,7.7,20.1,0.383,14.1,19.1,0.738,8.8,24.2,33.0,8.6,10.4,3.6,16.7,20.9,2012,Italian-Serie-A2-Basket,1
9,CZG Veroli,32,40.3,78.1,27.1,59.1,0.458,8.3,23.3,0.356,15.6,20.3,0.769,8.2,21.2,29.3,10.7,8.6,1.6,14.5,22.2,2012,Italian-Serie-A2-Basket,0
10,Gemani Basket Brescia,32,40.2,77.3,28.0,62.5,0.449,6.9,20.8,0.334,14.3,19.6,0.73,9.2,21.1,30.3,11.3,14.0,1.7,16.1,21.2,2012,Italian-Serie-A2-Basket,0
11,Morpho Basket Piacenza,32,40.2,77.3,26.8,60.3,0.445,8.1,23.4,0.347,15.6,20.0,0.779,8.1,23.2,31.3,10.3,8.5,1.4,16.9,19.8,2012,Italian-Serie-A2-Basket,0
12,Tezenis Scaligera Verona,28,40.7,76.8,27.7,58.6,0.472,5.3,17.5,0.305,16.2,22.2,0.73,7.5,25.3,32.8,10.3,12.1,2.3,16.6,21.4,2012,Italian-Serie-A2-Basket,0
13,Domotecnica Ostuni,31,40.3,74.6,25.4,54.9,0.463,5.5,16.3,0.334,18.4,25.3,0.725,8.1,23.7,31.8,9.7,8.6,1.4,16.4,23.2,2012,Italian-Serie-A2-Basket,0
14,Andrea Costa Imola,28,40.7,74.4,25.9,57.9,0.448,5.3,17.5,0.304,17.3,22.4,0.775,8.9,21.6,30.5,10.3,9.9,1.4,16.2,21.0,2012,Italian-Serie-A2-Basket,0
15,ASS. Pallacanestro S.Antimo,28,40.2,73.0,24.7,57.7,0.428,5.7,18.2,0.312,17.9,22.5,0.794,8.2,22.6,30.8,8.7,8.0,1.7,15.0,19.4,2012,Italian-Serie-A2-Basket,0
