#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Azzurro Basket Napoli,3,41.7,85.0,29.7,66.7,0.445,8.7,23.7,0.366,17.0,20.0,0.85,7.7,30.3,38.0,12.7,6.3,0.7,12.7,18.3,2013,Italian-Serie-A2-Basket,0
2,Sigma Barcellona,31,40.8,83.1,29.5,61.8,0.477,9.4,24.4,0.384,14.8,18.9,0.783,8.2,23.7,31.9,13.6,10.1,1.9,13.6,19.1,2013,Italian-Serie-A2-Basket,0
3,Dolomiti Energia Trento,35,40.4,80.4,29.6,60.9,0.486,8.5,22.2,0.382,12.7,16.6,0.764,8.3,22.5,30.7,12.8,9.0,2.4,15.7,19.0,2013,Italian-Serie-A2-Basket,0
4,FMC Ferentino,28,40.4,80.2,28.4,60.3,0.471,7.6,22.8,0.336,15.8,20.1,0.782,8.8,21.0,29.7,11.4,11.3,2.9,16.0,20.8,2013,Italian-Serie-A2-Basket,0
5,Credito Di Romagna Forli,31,40.3,79.9,29.5,63.0,0.469,8.1,22.9,0.353,12.7,17.1,0.742,9.6,25.5,35.1,12.9,8.7,3.0,16.5,20.9,2013,Italian-Serie-A2-Basket,0
6,Gemani Basket Brescia,40,40.4,79.7,27.9,59.9,0.465,7.8,21.1,0.367,16.3,21.6,0.755,9.1,23.5,32.6,13.4,10.6,2.5,14.1,19.3,2013,Italian-Serie-A2-Basket,0
7,Orlandina Basket,28,40.2,79.7,30.6,66.8,0.458,6.2,21.5,0.29,12.3,17.9,0.689,11.9,23.3,35.1,12.8,11.3,2.3,15.4,19.0,2013,Italian-Serie-A2-Basket,1
8,Givova Scafati,32,40.6,79.6,27.8,59.8,0.464,9.1,23.7,0.383,14.9,19.5,0.766,8.6,24.3,32.8,11.7,11.8,1.5,14.9,20.1,2013,Italian-Serie-A2-Basket,0
9,Novipiu Casale Monferrato,36,40.3,77.5,27.6,63.4,0.435,8.3,24.3,0.341,14.1,19.0,0.743,9.1,22.3,31.3,8.8,8.9,2.2,12.3,19.9,2013,Italian-Serie-A2-Basket,0
10,Termoiforgia Jesi,28,40.7,77.0,28.0,58.3,0.48,5.6,16.3,0.344,15.4,20.8,0.739,8.3,24.5,32.8,9.1,8.4,2.9,17.8,18.4,2013,Italian-Serie-A2-Basket,0
11,Conad Bologna,28,40.4,76.3,26.9,61.7,0.435,8.4,26.4,0.316,14.3,19.0,0.749,9.0,22.8,31.8,13.0,12.3,2.6,15.6,17.1,2013,Italian-Serie-A2-Basket,0
12,Georgio Tesi Group Pistoia,41,40.7,75.7,27.2,61.0,0.447,6.7,19.5,0.342,14.6,19.6,0.743,9.1,26.4,35.6,10.8,8.1,1.5,15.9,21.5,2013,Italian-Serie-A2-Basket,0
13,Pallacanestro Trieste 2004,28,40.4,74.4,27.2,64.8,0.42,7.3,23.3,0.312,12.8,16.3,0.783,9.6,22.2,31.8,10.4,11.5,1.6,15.5,21.3,2013,Italian-Serie-A2-Basket,0
14,Tezenis Scaligera Verona,32,40.0,72.7,28.1,63.8,0.44,6.1,19.4,0.315,10.5,15.5,0.675,12.2,26.2,38.4,9.0,9.9,3.0,16.1,19.6,2013,Italian-Serie-A2-Basket,0
15,CZG Veroli,28,40.2,71.0,25.3,56.8,0.446,7.1,20.3,0.351,13.3,17.0,0.782,7.3,21.8,29.1,10.2,8.1,1.2,14.3,21.8,2013,Italian-Serie-A2-Basket,0
16,Andrea Costa Imola,28,40.5,69.8,25.9,61.1,0.423,7.3,22.7,0.321,10.8,15.0,0.721,8.0,22.1,30.1,11.0,8.6,1.3,14.9,20.0,2013,Italian-Serie-A2-Basket,0
