#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Garzas Guerreras de Tlaxcala,44,40.8,86.4,30.8,63.8,0.483,9.3,24.4,0.382,15.5,20.4,0.756,8.9,26.3,35.2,20.5,6.3,3.0,13.1,20.7,2017,Mexican-LNBP,0
2,Soles,50,40.5,85.9,30.5,65.3,0.467,9.5,26.0,0.364,15.5,19.9,0.779,7.7,25.1,32.8,18.4,6.3,1.8,11.8,21.2,2017,Mexican-LNBP,0
3,Panteras de Aguascalientes,38,39.9,85.1,31.9,66.6,0.48,6.7,20.2,0.331,14.5,21.4,0.677,9.8,24.7,34.4,18.4,7.9,2.5,13.6,20.4,2017,Mexican-LNBP,0
4,Fuerza Regia,48,40.3,83.2,30.0,59.8,0.502,7.8,20.7,0.377,15.4,20.7,0.744,7.7,27.0,34.7,19.9,6.5,2.4,12.4,20.5,2017,Mexican-LNBP,1
5,Barreteros,38,40.0,82.7,28.4,62.6,0.453,8.9,24.3,0.366,17.1,22.4,0.764,7.1,25.6,32.6,17.3,6.0,1.8,11.7,18.1,2017,Mexican-LNBP,0
6,Toros,45,40.3,82.6,29.3,61.9,0.473,7.5,19.8,0.38,16.4,21.9,0.749,8.1,23.0,31.2,18.9,4.2,3.0,11.0,18.8,2017,Mexican-LNBP,0
7,Indios de Juarez,38,40.3,81.8,29.1,68.3,0.425,9.4,29.3,0.321,14.3,21.0,0.681,8.6,25.9,34.4,16.7,6.2,2.4,11.0,19.1,2017,Mexican-LNBP,0
8,Santos de San Luis Potosi,39,40.3,81.1,28.5,66.0,0.431,8.8,24.2,0.365,15.3,21.0,0.729,10.6,22.9,33.6,15.9,6.3,3.1,13.7,20.0,2017,Mexican-LNBP,0
9,Correcaminos,36,40.1,80.7,28.3,63.7,0.443,6.4,19.4,0.331,17.8,24.2,0.734,9.2,23.1,32.2,12.6,6.0,1.2,13.2,20.7,2017,Mexican-LNBP,0
10,Abejas,36,40.3,79.3,29.6,65.8,0.45,8.0,22.5,0.354,12.4,18.9,0.655,8.9,22.0,30.9,15.1,5.3,2.2,13.1,19.8,2017,Mexican-LNBP,0
