#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Leicester Riders,32,40.0,91.2,33.1,66.1,0.501,9.6,23.9,0.401,15.4,19.3,0.798,7.5,27.8,35.3,21.4,7.8,3.0,12.5,13.8,2022,British-BBL,1
2,Caledonia Gladiators,31,40.0,88.7,32.8,67.7,0.485,8.8,23.7,0.372,14.2,19.3,0.736,9.3,24.2,33.5,21.8,7.4,2.5,13.2,17.2,2022,British-BBL,0
3,Manchester Giants,29,40.3,87.0,32.5,69.6,0.467,9.4,26.4,0.356,12.6,17.8,0.707,9.4,24.9,34.3,21.6,7.7,3.3,13.5,17.9,2022,British-BBL,0
4,Newcastle Eagles,27,40.7,85.7,32.7,70.4,0.465,8.3,22.9,0.365,11.9,16.3,0.732,7.9,24.6,32.4,23.4,7.5,3.3,13.0,15.7,2022,British-BBL,0
5,London Lions,32,40.2,84.6,31.3,69.5,0.451,11.9,30.9,0.384,10.0,13.7,0.733,10.1,27.0,37.0,18.3,6.4,5.3,14.1,15.2,2022,British-BBL,0
6,Cheshire Phoenix,29,40.4,84.1,31.8,69.4,0.458,8.1,24.2,0.333,12.4,17.5,0.71,10.4,25.2,35.6,18.5,8.3,3.2,13.1,16.7,2022,British-BBL,0
7,Bristol Flyers,31,40.6,81.1,31.0,71.7,0.432,7.5,23.9,0.313,11.7,18.0,0.649,12.9,27.3,40.2,18.5,8.4,3.1,14.7,17.3,2022,British-BBL,0
8,Plymouth City Patriots,29,40.3,80.5,30.1,66.1,0.455,6.6,20.2,0.326,13.7,19.5,0.701,8.6,24.9,33.5,19.9,7.2,2.9,14.2,18.2,2022,British-BBL,0
9,Plymouth University Raiders,29,40.5,80.5,30.1,66.1,0.455,6.6,20.2,0.326,13.7,19.5,0.701,8.6,24.9,33.5,19.9,7.2,2.9,14.2,18.2,2022,British-BBL,0
10,Sheffield Sharks,29,40.5,76.2,28.7,63.4,0.452,7.4,21.0,0.354,11.4,16.7,0.685,8.5,25.5,34.0,16.9,6.3,2.7,12.7,15.1,2022,British-BBL,0
11,Surrey Scorchers,27,40.0,72.6,26.1,64.1,0.408,7.2,23.1,0.313,13.0,18.1,0.718,8.0,24.6,32.6,16.3,5.7,2.0,16.0,16.9,2022,British-BBL,0
