#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Newcastle Eagles,38,40.4,92.6,35.6,76.3,0.467,9.1,24.8,0.368,12.2,16.6,0.736,9.3,25.9,35.3,20.1,9.2,3.1,12.6,16.2,2017,British-BBL,0
2,Plymouth University Raiders,33,40.5,88.4,33.1,70.0,0.473,8.8,23.6,0.371,13.4,17.7,0.755,9.5,26.2,35.7,21.3,8.8,2.7,15.9,14.3,2017,British-BBL,0
3,Worcester Wolves,37,40.4,88.3,33.0,69.5,0.475,9.6,27.5,0.351,12.8,17.8,0.716,8.8,27.8,36.7,18.9,6.8,2.6,13.6,17.8,2017,British-BBL,0
4,Cheshire Phoenix,33,40.9,87.6,33.2,72.8,0.456,8.0,23.7,0.336,13.2,18.3,0.725,8.5,24.8,33.3,15.0,9.1,3.4,14.3,14.2,2017,British-BBL,0
5,Leicester Riders,38,40.8,87.4,31.2,68.4,0.456,9.2,26.4,0.347,15.9,20.5,0.775,9.7,28.6,38.2,20.6,7.8,3.1,13.4,15.0,2017,British-BBL,1
6,London Lions,37,40.3,85.1,31.4,69.4,0.452,9.1,26.5,0.342,13.3,17.6,0.754,9.9,24.7,34.7,17.3,6.0,1.2,13.6,17.3,2017,British-BBL,0
7,Caledonia Gladiators,35,40.1,81.8,31.5,67.4,0.467,9.1,26.0,0.348,9.7,13.0,0.747,7.7,26.3,33.9,17.2,5.7,3.4,13.5,14.0,2017,British-BBL,0
8,Surrey Scorchers,35,40.6,79.5,30.6,68.1,0.45,5.6,17.9,0.314,12.7,19.4,0.655,9.7,25.7,35.3,14.7,7.5,2.2,17.0,17.3,2017,British-BBL,0
9,Bristol Flyers,35,40.3,78.3,29.2,69.9,0.418,7.0,22.6,0.311,12.9,17.3,0.744,9.5,28.0,37.5,14.3,7.5,3.0,14.8,16.9,2017,British-BBL,0
10,Sheffield Sharks,35,40.0,78.0,29.1,65.8,0.442,8.3,22.9,0.36,11.6,15.2,0.763,9.5,24.8,34.3,14.3,5.9,1.9,13.1,13.8,2017,British-BBL,0
11,Leeds Force,33,40.0,74.7,28.9,67.4,0.429,7.8,21.6,0.364,9.1,12.5,0.724,10.0,21.7,31.6,16.5,7.4,1.2,15.5,18.0,2017,British-BBL,0
12,Manchester Giants,33,40.3,74.7,28.8,66.7,0.431,6.5,21.1,0.308,10.7,15.3,0.699,9.9,23.8,33.8,13.2,5.0,2.5,17.9,18.5,2017,British-BBL,0
