#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,London Lions,35,40.1,89.0,32.7,71.1,0.459,11.7,30.6,0.383,12.0,15.4,0.779,10.2,25.7,35.9,21.6,7.9,3.2,13.6,19.3,2021,British-BBL,0
2,Leicester Riders,34,40.4,85.4,32.4,67.5,0.48,7.9,23.5,0.338,12.6,16.4,0.77,7.6,29.2,36.8,20.7,6.8,3.2,12.7,15.3,2021,British-BBL,1
3,Newcastle Eagles,35,40.0,84.8,32.9,70.9,0.464,6.8,21.4,0.32,12.2,16.4,0.743,8.5,26.2,34.7,22.6,8.4,2.5,13.1,16.8,2021,British-BBL,0
4,Plymouth University Raiders,34,40.3,84.2,30.3,66.2,0.458,7.7,22.3,0.344,15.9,22.8,0.697,10.7,27.9,38.6,16.6,7.6,2.9,14.4,19.8,2021,British-BBL,0
5,Manchester Giants,30,40.1,83.8,31.7,71.7,0.443,8.1,25.2,0.32,12.3,17.7,0.692,10.6,27.7,38.2,17.2,6.1,2.2,13.3,17.5,2021,British-BBL,0
6,Surrey Scorchers,30,40.0,81.5,29.9,69.6,0.43,7.3,22.9,0.317,14.4,20.2,0.712,10.4,25.2,35.5,17.2,6.6,2.8,12.4,18.6,2021,British-BBL,0
7,Sheffield Sharks,32,40.5,80.0,30.2,65.4,0.461,7.3,20.5,0.356,12.4,18.1,0.686,8.3,26.2,34.6,16.7,6.8,2.1,11.8,15.7,2021,British-BBL,0
8,Worcester Wolves,32,40.6,78.5,29.3,64.4,0.455,6.9,19.2,0.36,13.0,18.3,0.711,7.2,27.0,34.2,18.6,5.9,2.2,13.7,15.4,2021,British-BBL,0
9,Cheshire Phoenix,32,40.2,77.6,30.5,68.4,0.447,5.3,19.6,0.272,11.2,16.0,0.698,9.4,24.4,33.8,17.6,7.9,2.7,11.2,13.8,2021,British-BBL,0
10,Bristol Flyers,32,40.5,77.5,29.7,68.2,0.436,7.3,23.4,0.313,10.8,14.6,0.737,9.6,27.4,37.0,18.4,7.1,2.0,13.0,16.8,2021,British-BBL,0
11,Caledonia Gladiators,30,40.3,73.8,27.9,65.5,0.426,7.4,22.0,0.337,10.5,15.4,0.683,8.4,25.8,34.2,16.4,6.1,2.9,16.0,15.8,2021,British-BBL,0
