#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Zalgiris,48,40.1,83.3,30.1,60.7,0.496,8.4,22.0,0.382,14.8,19.5,0.756,8.9,22.9,31.8,20.5,7.2,2.6,12.3,21.2,2017,Lithuanian-LKL,1
2,Lietuvos Rytas,48,40.0,81.9,29.0,63.3,0.457,8.2,23.6,0.348,15.8,22.4,0.704,10.2,24.1,34.3,18.7,7.5,3.2,12.3,20.1,2017,Lithuanian-LKL,0
3,Juventus,39,40.1,80.6,29.5,64.8,0.456,6.6,19.8,0.334,14.9,19.6,0.758,9.9,22.3,32.3,18.6,8.0,3.1,13.6,21.0,2017,Lithuanian-LKL,0
4,Lietkabelis,48,40.1,79.8,29.1,59.7,0.487,8.0,23.2,0.347,13.5,17.4,0.78,6.6,21.9,28.5,19.5,8.2,3.1,13.5,22.3,2017,Lithuanian-LKL,0
5,Pieno Zvaigzdes,39,40.1,77.3,28.7,63.0,0.456,7.7,23.4,0.329,12.2,16.9,0.719,7.1,22.1,29.2,19.2,6.8,2.9,14.0,21.1,2017,Lithuanian-LKL,0
6,Vytautas Prienu,39,40.3,76.8,26.9,61.3,0.438,8.3,24.7,0.335,14.8,20.6,0.718,8.4,22.5,31.0,18.3,7.8,2.1,13.9,20.1,2017,Lithuanian-LKL,0
7,Neptunas,48,40.2,75.4,27.3,62.4,0.437,9.4,26.9,0.35,11.5,16.1,0.714,9.8,23.4,33.2,16.5,6.8,2.1,12.4,21.6,2017,Lithuanian-LKL,0
8,Kedainiai Nevezis,36,40.1,74.0,27.0,58.8,0.459,8.1,21.8,0.374,11.9,17.0,0.701,7.4,22.2,29.6,17.3,5.4,2.2,16.8,19.6,2017,Lithuanian-LKL,0
9,Siauliai,36,40.1,70.9,25.2,62.3,0.404,6.6,22.1,0.299,13.9,18.8,0.739,8.5,22.0,30.5,15.7,6.5,1.9,16.0,19.2,2017,Lithuanian-LKL,0
10,Dzukija,39,40.0,68.2,25.4,62.9,0.403,6.5,20.1,0.321,11.0,15.6,0.705,11.1,24.4,35.5,16.4,5.5,1.8,15.2,17.8,2017,Lithuanian-LKL,0
