#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Halcones Ciudad Obregon,55,40.8,100.7,37.2,72.8,0.511,7.9,22.2,0.358,18.3,25.2,0.726,9.7,25.9,35.6,16.9,7.5,2.1,13.5,20.6,2017,Mexican-CIBACOPA
2,Rayos de Hermosillo,53,40.3,95.6,34.4,72.7,0.472,12.5,35.4,0.352,14.4,20.8,0.693,10.1,28.8,38.9,18.6,6.3,1.7,13.3,18.0,2017,Mexican-CIBACOPA
3,Lobos UAD Mazatlan,44,40.1,93.1,35.3,73.6,0.48,7.8,23.5,0.333,14.7,21.0,0.702,6.7,22.7,29.4,17.1,7.4,1.6,11.1,19.7,2017,Mexican-CIBACOPA
4,Aguilas Doradas de Durango,36,40.7,92.1,35.0,72.3,0.484,9.7,27.5,0.353,12.4,16.9,0.733,7.5,22.4,29.9,14.7,5.4,2.0,9.3,17.3,2017,Mexican-CIBACOPA
5,Frayles de Guasave,42,40.4,90.5,33.1,64.1,0.516,8.3,22.6,0.367,16.0,22.6,0.708,6.4,20.6,26.9,14.4,3.5,2.4,9.3,18.8,2017,Mexican-CIBACOPA
6,Ostioneros de Guaymas,49,40.5,89.8,33.2,68.1,0.487,9.4,26.0,0.361,14.0,19.2,0.731,8.2,24.2,32.4,15.2,6.6,2.9,12.0,18.7,2017,Mexican-CIBACOPA
7,Pioneros de Los Mochis,47,40.4,88.4,33.5,73.2,0.457,6.4,19.3,0.33,15.1,21.9,0.688,11.9,22.7,34.6,14.9,6.9,1.7,10.5,18.0,2017,Mexican-CIBACOPA
8,Zonkeys de Tijuana,42,40.1,88.1,33.1,69.7,0.475,8.3,24.0,0.346,13.7,20.6,0.664,9.2,25.6,34.8,17.7,6.8,3.2,13.2,18.6,2017,Mexican-CIBACOPA
9,Garra Canera de Navolato,43,40.2,87.3,32.7,67.1,0.488,7.4,23.3,0.32,14.4,20.9,0.69,8.8,24.6,33.3,17.4,5.9,2.5,11.6,17.6,2017,Mexican-CIBACOPA
10,Caballeros de Culiacan,37,40.7,86.4,32.1,67.6,0.475,7.7,22.2,0.348,14.4,19.4,0.743,7.6,25.3,32.9,13.8,5.7,2.6,13.4,15.6,2017,Mexican-CIBACOPA
