#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Rayos de Hermosillo,48,40.6,90.3,33.5,70.7,0.474,9.0,25.5,0.354,14.3,20.9,0.683,10.9,26.3,37.2,18.2,6.0,2.0,12.3,16.9,2018,Mexican-CIBACOPA
2,Halcones Ciudad Obregon,53,40.4,89.0,34.2,71.7,0.477,7.4,22.4,0.329,13.2,18.8,0.703,12.2,25.5,37.8,15.9,6.8,2.8,13.8,17.9,2018,Mexican-CIBACOPA
3,Caballeros de Culiacan,42,40.2,88.8,34.0,73.2,0.464,8.3,25.7,0.322,12.6,19.0,0.665,11.0,26.3,37.4,15.5,8.8,2.9,12.2,16.7,2018,Mexican-CIBACOPA
4,Lobos UAD Mazatlan,49,40.3,88.2,32.4,67.9,0.478,9.2,26.1,0.353,14.1,18.8,0.752,7.0,22.1,29.1,16.7,7.0,2.0,11.5,16.7,2018,Mexican-CIBACOPA
5,Aguilas Doradas de Durango,41,40.5,88.1,33.0,68.7,0.48,8.5,24.7,0.344,13.6,19.0,0.714,10.6,25.9,36.4,18.7,7.6,2.3,14.1,15.2,2018,Mexican-CIBACOPA
6,Ostioneros de Guaymas,36,40.3,88.1,32.6,70.4,0.463,8.6,25.5,0.339,14.3,20.2,0.705,11.9,25.8,37.7,17.1,6.8,3.5,13.7,17.5,2018,Mexican-CIBACOPA
7,Frayles de Guasave,38,40.3,87.6,32.8,68.9,0.477,8.7,24.7,0.353,13.2,18.3,0.724,10.0,24.3,34.3,15.0,5.6,2.2,10.9,15.2,2018,Mexican-CIBACOPA
8,Pioneros de Los Mochis,44,40.5,87.2,32.9,70.2,0.469,7.2,20.6,0.35,14.2,19.5,0.725,10.6,24.8,35.4,16.4,7.1,2.8,12.9,17.4,2018,Mexican-CIBACOPA
9,Garra Canera de Navolato,42,40.2,87.0,31.8,69.8,0.456,10.1,28.2,0.36,13.2,17.4,0.76,9.0,25.0,34.1,12.9,6.8,2.8,10.8,15.8,2018,Mexican-CIBACOPA
10,Zonkeys de Tijuana,53,40.1,86.3,33.3,68.0,0.489,8.9,24.2,0.367,10.9,16.8,0.648,10.2,26.0,36.2,18.3,7.6,3.2,13.2,16.1,2018,Mexican-CIBACOPA
