#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Zonkeys de Tijuana,56,40.2,88.4,33.1,72.3,0.457,10.9,30.2,0.361,11.4,17.8,0.637,7.9,24.2,32.1,19.1,6.6,3.6,9.9,15.4,2015,Mexican-CIBACOPA
2,Garra Canera de Navolato,43,40.3,87.9,32.7,67.5,0.484,6.9,20.9,0.332,15.7,21.9,0.716,9.0,21.9,30.9,14.9,7.1,2.0,10.4,17.8,2015,Mexican-CIBACOPA
3,Rayos de Hermosillo,44,40.2,87.6,32.2,69.2,0.465,7.3,21.4,0.339,16.1,22.4,0.72,9.5,27.3,36.7,15.5,5.8,2.0,12.3,15.4,2015,Mexican-CIBACOPA
4,Mineros de Caborca,38,40.0,87.1,33.3,72.5,0.46,7.2,22.3,0.322,13.1,18.9,0.695,9.3,23.9,33.3,15.4,4.0,2.3,7.1,16.9,2015,Mexican-CIBACOPA
5,Lobos UAD Mazatlan,49,40.1,86.7,33.0,69.9,0.472,7.7,23.8,0.322,13.1,18.0,0.727,9.6,19.0,28.5,14.7,7.7,2.0,11.2,18.8,2015,Mexican-CIBACOPA
6,Fuerza Guinda de Nogales,56,40.4,86.7,33.3,70.4,0.473,6.6,19.5,0.336,13.5,18.2,0.743,10.1,25.1,35.2,14.2,5.8,2.7,11.2,16.8,2015,Mexican-CIBACOPA
7,Ostioneros de Guaymas,47,40.0,84.9,33.4,68.4,0.489,7.9,22.8,0.348,10.1,14.7,0.686,8.0,23.4,31.4,16.0,7.3,3.8,12.8,17.0,2015,Mexican-CIBACOPA
8,Pioneros de Los Mochis,43,40.1,82.5,30.8,70.3,0.438,6.5,20.4,0.32,14.4,20.6,0.698,10.0,21.7,31.8,17.2,7.7,2.6,10.7,16.7,2015,Mexican-CIBACOPA
9,Frayles de Guasave,37,40.2,81.8,31.3,69.0,0.453,5.7,20.4,0.28,13.6,19.7,0.688,10.0,21.8,31.8,14.1,4.9,2.5,11.0,16.9,2015,Mexican-CIBACOPA
10,Caballeros de Culiacan,43,39.5,78.6,29.7,63.8,0.465,7.1,19.7,0.361,12.1,17.1,0.708,7.9,21.7,29.5,11.5,6.7,2.8,12.0,17.5,2015,Mexican-CIBACOPA
