#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Scanplus Baskets Elchingen,32,40.2,86.1,32.7,69.0,0.473,7.8,24.0,0.323,13.0,22.5,0.577,12.6,25.8,38.5,22.0,10.7,3.0,14.4,24.5,2018,German-Pro-B,1
2,Giessen 46ers II,27,40.5,81.9,29.3,64.1,0.457,6.5,20.3,0.32,16.9,22.4,0.755,9.1,25.7,34.8,15.9,9.7,2.7,15.9,18.6,2018,German-Pro-B,0
3,SC Itzehoe Eagles,24,40.0,81.5,27.8,65.1,0.427,6.7,21.3,0.313,19.1,26.0,0.736,10.9,25.7,36.6,17.5,6.3,3.6,16.0,20.9,2018,German-Pro-B,0
4,Rostock Seawolves,31,40.9,80.7,28.5,63.5,0.448,6.9,20.7,0.334,16.9,23.8,0.711,8.6,24.3,33.0,15.7,8.4,2.3,12.2,19.5,2018,German-Pro-B,0
5,MTV Herzoege Wolfenbuettel,27,40.2,80.5,28.7,60.0,0.478,6.7,18.9,0.352,16.5,23.1,0.714,7.6,26.0,33.6,17.2,6.0,2.9,13.9,20.2,2018,German-Pro-B,0
6,Artland Dragons,27,40.6,80.3,28.3,60.7,0.466,7.6,21.5,0.351,16.2,22.4,0.724,8.9,22.9,31.7,20.3,8.3,2.6,14.0,22.5,2018,German-Pro-B,0
7,Dragons Rhoendorf,24,40.2,80.3,28.3,63.6,0.446,7.0,22.3,0.314,16.7,23.5,0.71,9.5,25.5,35.0,18.9,9.9,2.8,15.4,20.5,2018,German-Pro-B,0
8,SSV lok Bernau Alba,24,40.0,79.7,28.3,62.7,0.451,6.9,21.7,0.317,16.2,23.0,0.703,9.5,24.8,34.3,18.7,7.8,2.4,17.2,21.0,2018,German-Pro-B,0
9,VFL Astrostars Bochum,28,40.7,79.0,27.5,63.0,0.437,7.0,21.4,0.329,16.9,24.0,0.703,9.4,26.2,35.6,18.3,7.0,1.9,15.2,20.5,2018,German-Pro-B,0
10,Noma Iserlohn Kangaroos,28,40.5,78.8,28.2,61.9,0.456,7.2,21.1,0.342,15.2,22.7,0.669,9.1,22.6,31.8,15.7,9.2,2.0,16.1,19.5,2018,German-Pro-B,0
11,Bayer Giants Leverkusen,25,40.2,78.2,27.8,66.2,0.421,7.4,23.7,0.31,15.2,20.2,0.752,10.8,24.0,34.9,17.2,7.2,3.6,13.9,21.8,2018,German-Pro-B,0
12,BBC Coburg,28,40.1,77.7,27.6,62.5,0.441,6.4,20.4,0.315,16.0,21.5,0.745,9.3,23.4,32.7,16.3,7.7,1.6,14.6,21.5,2018,German-Pro-B,0
13,Cuxhaven Bascats,28,40.3,76.4,27.1,63.9,0.425,6.9,21.5,0.319,15.3,21.3,0.715,8.8,24.2,33.0,15.2,8.0,2.8,16.1,20.3,2018,German-Pro-B,0
14,TKS 49ers RSV Eintracht Stahnsdorf,28,40.1,76.1,26.5,63.3,0.418,8.9,26.7,0.332,14.4,19.9,0.722,9.8,22.9,32.6,15.9,6.8,1.4,14.7,23.0,2018,German-Pro-B,0
15,EN Baskets Schwelm,24,40.2,76.0,26.4,62.6,0.422,8.7,25.2,0.346,14.5,20.9,0.693,9.2,24.4,33.5,17.0,6.5,1.8,14.6,20.0,2018,German-Pro-B,0
16,FC Schalke 04,30,40.5,75.9,26.1,64.6,0.404,5.8,20.7,0.281,17.9,24.7,0.726,10.6,25.8,36.4,13.3,7.0,2.4,12.2,19.3,2018,German-Pro-B,0
17,ETB Wohnbau Baskets Essen,27,40.4,75.5,27.4,62.9,0.436,6.6,21.1,0.311,14.0,20.1,0.697,8.7,23.2,31.9,17.2,8.4,2.5,15.7,21.6,2018,German-Pro-B,0
18,Baskets Akad.Weser-Ems/Oldenburger TB,24,40.2,75.0,26.8,61.6,0.435,8.0,23.5,0.339,13.5,19.2,0.704,8.4,25.1,33.5,16.8,7.6,2.6,14.3,19.0,2018,German-Pro-B,0
19,Fraport Skyliners Juniors,25,40.6,75.0,25.7,60.2,0.427,9.0,27.2,0.329,14.6,20.1,0.728,9.1,23.9,33.0,15.8,7.3,2.1,16.0,19.3,2018,German-Pro-B,0
20,SC Rist Wedel,27,40.0,74.8,26.6,64.6,0.411,7.7,27.2,0.283,14.0,22.6,0.62,9.2,24.6,33.7,13.9,8.6,2.1,13.7,23.3,2018,German-Pro-B,0
21,Dresden Titans,24,40.4,74.2,25.4,63.5,0.4,9.4,28.0,0.337,13.9,18.4,0.757,9.3,23.5,32.8,15.5,7.4,3.2,13.1,18.8,2018,German-Pro-B,0
22,TG s.Oliver Wurzburg,28,40.1,73.1,26.8,58.6,0.456,7.4,23.4,0.314,12.2,17.5,0.699,8.4,23.9,32.3,17.0,6.7,2.4,16.9,19.8,2018,German-Pro-B,0
23,FC Bayern Munchen II,28,40.0,72.2,24.9,59.9,0.416,7.0,23.2,0.3,15.4,21.7,0.71,9.3,21.7,31.0,14.4,8.7,2.0,15.5,20.6,2018,German-Pro-B,0
24,KIT SC Karlsruhe ACW,28,40.2,70.2,24.1,58.5,0.412,8.5,25.9,0.328,13.5,18.2,0.741,8.4,22.1,30.5,14.5,5.9,1.4,15.4,18.0,2018,German-Pro-B,0
