#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Etzella Ettelbruck,25,40.4,92.6,34.9,68.9,0.506,9.0,25.6,0.353,13.8,18.4,0.748,9.9,27.9,37.8,18.4,6.2,2.7,12.8,16.7,2018,Luxembourg-Total-League,0
2,Amicale Steinsel,29,40.2,90.0,33.2,71.2,0.467,9.5,26.1,0.363,14.1,19.4,0.725,8.6,30.9,39.5,15.5,6.4,3.8,9.3,14.6,2018,Luxembourg-Total-League,1
3,Kordall Steelers,11,40.0,89.9,33.5,69.3,0.483,6.6,20.6,0.322,16.4,23.6,0.692,9.6,27.4,37.0,11.2,6.4,1.5,14.6,15.5,2018,Luxembourg-Total-League,0
4,Arantia Larochette,14,40.0,89.1,35.1,77.1,0.455,6.6,24.6,0.267,12.4,18.1,0.688,12.1,29.4,41.4,12.6,8.2,1.4,14.0,19.3,2018,Luxembourg-Total-League,0
5,Musel Pikes,27,39.7,87.6,31.3,66.4,0.471,10.3,28.9,0.355,14.9,20.7,0.716,7.9,24.5,32.4,12.1,7.1,1.6,11.1,19.8,2018,Luxembourg-Total-League,0
6,Residence Walferdange,29,40.2,86.7,33.3,69.3,0.481,6.6,19.6,0.336,13.4,20.1,0.67,8.7,26.7,35.4,11.7,6.7,1.1,12.9,15.2,2018,Luxembourg-Total-League,0
7,T71 Dudelange,24,40.1,86.6,32.0,70.5,0.454,8.9,26.1,0.341,13.8,18.5,0.745,9.2,28.0,37.2,16.1,6.1,1.0,12.8,18.0,2018,Luxembourg-Total-League,0
8,AB Contern,29,40.0,82.2,30.3,70.6,0.429,8.6,27.0,0.319,12.9,18.2,0.71,8.3,27.2,35.6,10.8,6.1,2.0,10.8,18.8,2018,Luxembourg-Total-League,0
9,Racing Lux,30,40.0,81.1,31.1,67.8,0.459,7.1,23.4,0.302,11.8,16.7,0.705,8.9,30.8,39.6,15.0,4.9,2.5,13.8,17.2,2018,Luxembourg-Total-League,0
10,Basket Esch,25,40.4,80.0,29.2,65.0,0.45,6.8,21.7,0.315,14.7,20.3,0.722,8.9,28.7,37.6,14.8,5.5,1.6,13.7,17.9,2018,Luxembourg-Total-League,0
11,BBC Sparta Bertrange,22,39.4,79.5,29.5,68.5,0.431,5.3,21.5,0.247,15.2,22.2,0.685,9.7,24.9,34.5,11.4,8.1,2.9,14.0,20.6,2018,Luxembourg-Total-League,0
12,Telstar Hesperange,12,40.0,77.6,28.8,65.8,0.437,9.4,28.3,0.333,10.7,15.4,0.692,6.6,23.0,29.6,10.4,5.4,1.6,10.8,15.2,2018,Luxembourg-Total-League,0
13,US Heffingen,29,40.1,76.0,27.5,65.5,0.42,8.2,25.9,0.317,12.7,18.7,0.682,9.2,23.7,32.9,11.0,6.9,1.2,14.3,20.5,2018,Luxembourg-Total-League,0
14,BC Mess,12,40.4,72.3,28.2,67.2,0.419,5.8,22.3,0.261,10.2,15.1,0.674,10.0,25.2,35.2,6.1,4.6,1.7,10.8,15.3,2018,Luxembourg-Total-League,0
