#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Residence Walferdange,23,40.2,94.0,35.0,75.1,0.466,10.8,29.5,0.367,13.1,18.7,0.702,12.3,28.4,40.8,14.3,6.0,1.1,11.0,16.3,2022,Luxembourg-Total-League,0
2,BBC Sparta Bertrange,22,40.2,85.3,31.6,67.9,0.466,8.9,26.1,0.339,13.1,18.3,0.717,7.3,27.8,35.1,16.4,7.7,2.3,12.6,18.1,2022,Luxembourg-Total-League,0
3,Etzella Ettelbruck,24,40.5,84.9,31.5,70.5,0.447,7.6,24.3,0.313,14.3,19.7,0.725,8.8,29.8,38.6,13.9,5.9,1.4,10.8,18.1,2022,Luxembourg-Total-League,0
4,Basket Esch,26,40.4,83.9,31.3,67.8,0.461,8.0,23.1,0.348,13.3,17.1,0.778,8.4,29.7,38.1,16.4,6.5,1.8,12.2,17.3,2022,Luxembourg-Total-League,0
5,AB Contern,28,40.2,82.0,30.2,69.0,0.438,8.9,27.5,0.322,12.7,20.1,0.632,7.3,27.6,35.0,14.5,8.9,1.9,12.0,18.1,2022,Luxembourg-Total-League,0
6,T71 Dudelange,31,40.6,81.0,29.2,66.7,0.437,8.3,25.3,0.328,14.4,20.1,0.717,10.6,24.8,35.5,12.6,5.1,1.7,11.7,19.6,2022,Luxembourg-Total-League,0
7,Amicale Steinsel,31,40.0,79.5,29.0,66.0,0.439,7.5,23.0,0.324,14.1,18.2,0.773,9.2,27.0,36.3,11.6,3.7,1.6,12.2,14.0,2022,Luxembourg-Total-League,1
8,Arantia Larochette,23,40.0,79.2,28.6,68.6,0.417,7.6,25.8,0.295,14.4,20.8,0.691,11.3,26.3,37.6,13.6,7.3,2.0,13.3,18.8,2022,Luxembourg-Total-League,0
9,Musel Pikes,27,40.0,78.7,29.6,65.7,0.45,7.2,22.8,0.317,12.4,17.5,0.71,8.1,28.4,36.6,15.5,5.4,1.7,13.2,16.7,2022,Luxembourg-Total-League,0
10,Telstar Hesperange,25,40.1,78.5,28.2,69.6,0.406,10.8,32.2,0.334,11.3,16.2,0.696,8.8,27.9,36.7,13.6,5.8,2.0,12.3,17.4,2022,Luxembourg-Total-League,0
11,US Heffingen,23,40.2,75.2,26.9,63.8,0.422,6.5,23.3,0.278,14.9,20.7,0.718,9.5,28.4,37.9,12.9,6.6,3.2,13.2,17.7,2022,Luxembourg-Total-League,0
12,Racing Lux,27,40.2,75.1,29.6,72.1,0.41,6.7,24.8,0.269,9.3,14.7,0.635,11.7,26.7,38.4,12.8,5.0,0.9,13.9,17.2,2022,Luxembourg-Total-League,0
