#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,T71 Dudelange,25,40.3,90.6,33.4,69.0,0.484,9.0,28.0,0.32,14.7,21.0,0.702,8.5,30.9,39.4,18.0,5.2,1.4,10.6,13.0,2021,Luxembourg-Total-League,1
2,Etzella Ettelbruck,25,40.0,87.9,32.4,70.8,0.457,9.2,26.0,0.355,13.9,18.0,0.773,9.9,31.5,41.4,18.5,7.2,1.5,13.0,16.0,2021,Luxembourg-Total-League,0
3,AB Contern,23,40.2,87.7,30.5,70.2,0.435,12.2,33.0,0.368,14.4,19.7,0.731,7.7,26.4,34.1,15.3,7.4,1.7,10.0,16.2,2021,Luxembourg-Total-League,0
4,Basket Esch,28,40.0,86.8,31.8,69.1,0.459,8.0,22.8,0.352,15.2,19.3,0.79,8.7,29.1,37.8,16.2,8.2,1.9,12.3,17.1,2021,Luxembourg-Total-League,0
5,Residence Walferdange,23,40.2,84.0,32.5,73.3,0.443,9.4,29.7,0.318,9.7,16.6,0.583,11.3,29.7,40.9,13.9,7.3,1.0,12.2,15.0,2021,Luxembourg-Total-League,0
6,Arantia Larochette,22,41.1,78.9,28.7,71.4,0.403,7.6,28.4,0.267,13.8,20.0,0.689,11.7,27.8,39.5,13.0,8.7,1.9,14.7,18.9,2021,Luxembourg-Total-League,0
7,Racing Lux,22,40.1,78.3,30.4,72.3,0.421,7.4,26.8,0.277,10.1,14.5,0.698,12.3,31.1,43.5,13.8,5.4,2.1,13.9,16.5,2021,Luxembourg-Total-League,0
8,Amicale Steinsel,21,39.9,77.2,29.6,68.6,0.431,8.7,27.6,0.314,9.4,15.0,0.627,10.8,27.3,38.0,13.8,7.0,3.1,17.2,17.9,2021,Luxembourg-Total-League,0
9,BBC Sparta Bertrange,20,40.0,75.4,29.0,68.0,0.426,8.1,24.7,0.329,9.4,14.8,0.637,8.2,28.3,36.5,15.7,8.2,2.8,16.7,16.9,2021,Luxembourg-Total-League,0
10,US Heffingen,22,40.7,74.4,27.5,66.6,0.413,9.8,30.0,0.326,9.6,14.7,0.654,9.1,26.2,35.3,13.5,6.6,1.0,14.9,18.4,2021,Luxembourg-Total-League,0
11,Musel Pikes,21,39.9,73.0,27.4,67.2,0.408,6.2,24.5,0.254,11.9,17.6,0.673,9.3,27.2,36.5,13.6,7.2,1.7,14.0,17.9,2021,Luxembourg-Total-League,0
12,Telstar Hesperange,20,39.4,60.6,22.5,65.9,0.341,7.8,27.4,0.283,8.0,13.5,0.591,7.2,26.3,33.4,10.5,4.0,1.3,17.2,15.8,2021,Luxembourg-Total-League,0
