#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Balikesir Buyuksehir Belediysepor,32,40.3,94.0,33.4,68.3,0.489,9.4,26.4,0.357,17.7,25.5,0.696,9.9,27.6,37.6,23.5,8.2,1.6,14.3,19.3,2019,Turkish-TBL,0
2,Bursaspor,30,40.0,83.5,30.1,62.8,0.479,9.4,26.2,0.357,13.9,19.0,0.733,6.5,26.7,33.2,21.6,6.1,1.5,9.8,21.3,2019,Turkish-TBL,0
3,Socar Petkimspor,32,40.6,82.4,29.7,62.4,0.475,8.8,25.7,0.341,14.3,20.6,0.692,8.3,25.9,34.2,20.2,7.4,2.3,12.7,19.5,2019,Turkish-TBL,0
4,Yeni Mamak Spor Klubu,33,40.6,82.2,30.1,65.6,0.458,9.9,30.8,0.323,12.2,18.7,0.649,8.6,26.2,34.8,20.8,8.2,2.6,13.7,21.6,2019,Turkish-TBL,0
5,Final Spor Genclik,30,40.2,81.8,30.2,64.9,0.466,8.1,23.8,0.339,13.2,17.8,0.742,9.1,25.5,34.6,19.1,7.3,2.1,14.3,20.3,2019,Turkish-TBL,0
6,Sigortam.net ITU Bakiroy,40,40.7,81.0,28.8,64.7,0.446,8.3,24.2,0.341,15.1,20.6,0.732,9.0,24.3,33.3,17.4,7.6,1.8,11.4,20.4,2019,Turkish-TBL,0
7,Yalova Group Belediye Spor,30,40.2,80.4,28.8,62.2,0.463,9.7,26.1,0.371,13.2,17.7,0.744,7.1,21.5,28.6,17.3,6.0,2.0,12.5,21.2,2019,Turkish-TBL,0
8,Duzce Belediye,32,40.0,80.1,28.6,64.1,0.446,9.1,25.7,0.354,13.8,19.8,0.697,9.6,25.2,34.8,18.8,6.9,0.9,12.6,20.2,2019,Turkish-TBL,0
9,Artvin Belediye,30,40.2,79.9,28.3,62.9,0.449,8.8,25.1,0.352,14.5,20.3,0.716,7.6,24.3,32.0,16.7,5.3,2.1,12.8,17.2,2019,Turkish-TBL,0
10,Bandirma Kirmizi,30,40.5,79.6,29.3,69.8,0.42,8.3,25.8,0.32,12.7,18.7,0.682,12.6,24.2,36.8,15.3,7.0,2.3,13.4,22.2,2019,Turkish-TBL,0
11,Selcuklu Belediyesi,37,40.5,79.3,29.0,66.4,0.437,8.0,26.1,0.307,13.3,21.2,0.628,10.3,27.4,37.8,17.6,7.1,3.0,13.2,20.2,2019,Turkish-TBL,1
12,Akhisar Belediye,35,40.1,79.1,28.9,62.1,0.466,9.0,24.8,0.361,12.3,18.9,0.65,9.0,24.4,33.4,19.1,7.5,1.0,12.6,20.0,2019,Turkish-TBL,0
13,Manisa Buyuksehir Belediye,30,40.2,78.8,28.7,64.4,0.445,8.3,25.1,0.331,13.1,18.3,0.715,9.0,25.7,34.6,18.8,6.6,1.1,13.7,22.3,2019,Turkish-TBL,0
14,Edirne Edirnespor,30,40.3,76.9,27.6,66.1,0.418,8.4,28.2,0.299,13.2,18.8,0.704,8.4,26.3,34.7,19.1,4.4,1.8,14.1,16.9,2019,Turkish-TBL,0
15,Mamak Belediye Ankara DSI,30,40.3,76.7,27.8,64.9,0.429,9.7,29.1,0.333,11.4,17.4,0.653,9.9,24.1,34.0,18.9,7.5,0.9,13.7,21.9,2019,Turkish-TBL,0
16,Ormanspor Genc Ankara,43,40.2,75.5,27.1,63.0,0.431,8.6,26.0,0.332,12.6,17.8,0.707,8.3,27.0,35.4,18.1,6.8,2.9,12.3,21.5,2019,Turkish-TBL,0
