#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Samsunspor DSI,28,40.0,84.9,31.9,64.6,0.493,9.3,26.6,0.348,11.9,17.5,0.681,9.0,25.6,34.6,23.6,8.4,2.2,12.0,19.7,2023,Turkish-TBL
2,Aykon TED Kolejliler Ankara,28,40.3,84.2,30.4,66.1,0.46,9.9,28.5,0.348,13.5,17.8,0.76,9.0,26.2,35.2,20.5,6.4,2.8,12.6,20.4,2023,Turkish-TBL
3,Final Spor Genclik,28,40.4,81.4,29.0,61.7,0.469,8.3,23.1,0.357,15.3,20.4,0.748,8.2,24.8,33.0,21.2,7.0,2.9,13.1,18.0,2023,Turkish-TBL
4,Cagdas Bodrum Spor,28,40.0,81.4,29.8,63.0,0.472,10.6,26.9,0.395,11.3,15.8,0.715,8.4,24.9,33.3,19.3,7.2,2.4,10.4,21.5,2023,Turkish-TBL
5,Mersin BSB,28,40.0,80.9,30.8,65.1,0.472,7.7,23.1,0.332,11.7,16.9,0.69,9.9,24.4,34.3,20.7,8.3,2.9,12.5,20.1,2023,Turkish-TBL
6,Yeni Mamak Spor Klubu,28,40.0,80.6,28.9,66.6,0.434,9.6,28.2,0.34,13.1,18.9,0.697,10.0,20.6,30.6,20.2,9.9,2.0,12.3,20.2,2023,Turkish-TBL
7,Balikesir Buyuksehir Belediysepor,28,40.2,80.1,28.6,63.4,0.451,9.8,27.4,0.357,13.1,19.0,0.689,7.9,26.1,34.0,17.8,5.7,1.4,13.8,19.7,2023,Turkish-TBL
8,Yalova Group Belediye Spor,28,40.4,78.3,28.7,63.0,0.456,8.8,26.1,0.337,12.0,18.3,0.658,9.3,25.4,34.6,18.4,5.3,2.8,11.7,19.6,2023,Turkish-TBL
9,Gemlik Basketbol Bursa,28,40.2,77.4,27.5,67.0,0.41,7.5,26.8,0.279,15.0,20.3,0.739,11.1,24.0,35.1,16.5,7.7,2.5,14.2,20.4,2023,Turkish-TBL
10,Fenerbache Koleji 2nd Team,28,40.0,77.4,27.6,65.3,0.422,8.9,27.3,0.325,13.4,19.1,0.699,10.0,25.3,35.4,16.1,6.9,1.5,12.9,21.8,2023,Turkish-TBL
11,Depomaxx Harem Spor,28,40.4,76.6,27.1,58.0,0.467,5.6,17.8,0.315,16.8,21.3,0.79,6.6,26.2,32.8,18.6,5.6,2.3,14.8,18.4,2023,Turkish-TBL
12,Ormanspor Genc Ankara,28,40.0,76.4,28.1,61.3,0.458,7.6,22.9,0.331,12.6,18.1,0.697,7.1,24.0,31.1,20.1,8.1,1.7,12.4,19.5,2023,Turkish-TBL
13,Kocaeli BSB Kagitspor,28,41.0,76.0,27.9,64.1,0.435,7.9,25.6,0.309,12.3,17.6,0.7,9.1,22.6,31.8,18.0,6.6,1.4,13.1,21.9,2023,Turkish-TBL
14,Sigortam.net ITU Bakiroy,28,40.5,75.7,26.8,61.9,0.433,8.4,26.5,0.318,13.6,19.3,0.704,9.1,24.4,33.5,19.5,6.2,1.8,12.2,19.6,2023,Turkish-TBL
15,Bornova Belediye,28,40.0,74.8,27.3,63.5,0.43,9.0,27.7,0.325,11.1,17.4,0.642,9.8,26.8,36.6,17.9,5.7,3.4,15.2,19.6,2023,Turkish-TBL
16,Antalya Gunesi,28,40.2,68.9,25.8,62.9,0.41,9.0,28.1,0.319,8.4,12.9,0.656,7.8,22.2,30.0,15.4,6.3,2.1,15.4,16.5,2023,Turkish-TBL
