#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Torku Konyaspor,41,40.1,86.5,31.3,63.4,0.493,10.4,27.3,0.381,13.6,18.3,0.741,7.5,26.7,34.2,20.4,6.7,2.2,12.6,21.8,2022,Turkish-TBL,0
2,Manisa Buyuksehir Belediye,30,40.5,84.7,30.0,64.6,0.465,10.1,28.3,0.358,14.5,20.3,0.714,9.6,24.0,33.6,20.7,7.9,1.9,12.3,21.1,2022,Turkish-TBL,0
3,Bornova Belediye,32,40.5,83.9,30.3,64.2,0.473,7.7,22.7,0.34,15.5,21.5,0.722,9.8,23.8,33.5,19.2,5.8,1.9,11.7,17.9,2022,Turkish-TBL,0
4,Yeni Mamak Spor Klubu,37,40.3,83.3,28.4,63.2,0.449,10.7,29.8,0.361,15.9,20.9,0.757,9.2,23.4,32.6,19.7,6.7,2.5,11.8,19.0,2022,Turkish-TBL,0
5,Balikesir Buyuksehir Belediysepor,30,40.5,81.5,28.8,65.9,0.437,9.5,28.8,0.33,14.4,19.5,0.74,9.9,24.1,34.0,19.5,7.4,2.8,12.9,20.1,2022,Turkish-TBL,0
6,Sigortam.net ITU Bakiroy,36,40.4,81.2,28.7,60.6,0.474,10.6,27.9,0.378,13.2,19.1,0.688,8.9,25.3,34.3,20.1,5.8,1.6,12.8,19.6,2022,Turkish-TBL,0
7,Samsunspor DSI,41,40.4,81.0,29.2,63.2,0.462,8.4,24.0,0.352,14.1,19.0,0.741,7.3,24.5,31.8,20.6,7.5,2.7,10.7,22.3,2022,Turkish-TBL,0
8,Final Spor Genclik,30,40.8,80.8,28.5,61.1,0.467,10.2,27.8,0.367,13.5,18.6,0.726,8.1,24.1,32.2,19.9,6.2,2.0,13.8,19.3,2022,Turkish-TBL,0
9,Aykon TED Kolejliler Ankara,33,40.2,80.7,29.3,64.7,0.452,8.4,24.5,0.344,13.7,18.5,0.739,9.9,26.6,36.5,19.4,6.8,2.0,12.7,19.9,2022,Turkish-TBL,0
10,Lokman Hekim Fethiye Belediye Spor,30,40.5,80.0,28.8,62.5,0.46,9.2,26.9,0.342,13.3,18.5,0.719,7.8,23.3,31.1,19.6,5.5,1.5,12.6,18.5,2022,Turkish-TBL,1
11,Mersin BSB,30,40.1,78.4,29.7,64.9,0.458,7.9,24.9,0.318,11.1,16.1,0.687,10.1,24.2,34.3,21.8,6.1,2.5,14.6,23.5,2022,Turkish-TBL,0
12,Ormanspor Genc Ankara,32,40.8,78.1,28.9,67.9,0.426,7.0,23.8,0.293,13.3,18.7,0.71,10.9,25.1,36.0,17.9,7.1,1.1,12.0,21.3,2022,Turkish-TBL,0
13,Gemlik Basketbol Bursa,30,40.5,75.8,28.1,64.1,0.439,7.0,22.5,0.309,12.6,18.6,0.674,10.7,23.9,34.6,17.1,6.4,3.3,13.4,19.7,2022,Turkish-TBL,0
14,Kocaeli BSB Kagitspor,32,40.4,74.2,27.2,65.5,0.415,8.3,26.8,0.309,11.5,16.6,0.691,11.4,23.6,35.0,16.7,6.9,2.1,13.2,20.0,2022,Turkish-TBL,0
15,Antalya Gunesi,30,40.2,73.9,27.0,59.4,0.454,9.5,27.8,0.341,10.5,15.3,0.686,7.0,24.1,31.1,18.2,5.8,1.0,13.1,20.3,2022,Turkish-TBL,0
16,Akhisar Belediye,30,40.7,70.3,25.3,63.4,0.399,7.8,27.5,0.284,11.9,16.3,0.728,7.2,21.7,28.9,16.0,5.1,2.2,10.4,18.8,2022,Turkish-TBL,0
