#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Hapoel Upper Galilee Safed,13,40.0,84.1,31.5,66.6,0.472,9.1,25.4,0.358,12.1,16.2,0.748,10.5,28.8,39.3,21.0,10.7,2.1,15.1,21.6,2022,Balkan-BIBL,1
2,Maccabi Bazan Haifa,15,39.6,82.0,30.1,64.7,0.465,7.1,22.4,0.315,14.7,19.3,0.762,7.1,28.4,35.5,20.7,7.7,4.1,13.0,19.5,2022,Balkan-BIBL,0
3,Sigal Prishtina,16,40.0,80.6,31.3,69.0,0.453,8.4,27.4,0.308,10.4,15.8,0.66,9.4,23.6,33.0,17.3,10.3,1.6,12.7,20.8,2022,Balkan-BIBL,0
4,Ironi Nahariya,16,40.0,79.6,30.3,66.8,0.453,8.1,24.9,0.324,11.1,16.5,0.67,8.2,26.8,35.0,17.6,8.9,2.4,13.1,20.6,2022,Balkan-BIBL,0
5,BC Levski Lukoil,12,40.0,79.5,28.3,66.2,0.428,9.3,28.2,0.328,13.6,18.8,0.724,10.2,26.8,36.9,20.3,5.9,1.7,13.0,17.8,2022,Balkan-BIBL,0
6,BC Beroe Stara Zagora,10,39.8,79.1,30.5,65.8,0.464,7.8,25.4,0.307,10.4,15.7,0.662,8.6,25.9,34.5,16.5,6.8,1.5,14.3,15.6,2022,Balkan-BIBL,0
7,BC Balkan,16,40.0,78.4,28.9,65.1,0.444,8.3,26.1,0.317,12.4,17.6,0.702,9.5,23.6,33.1,18.6,7.4,1.7,13.4,19.2,2022,Balkan-BIBL,0
8,TFT Skopje,14,40.0,78.0,29.7,63.9,0.465,8.1,26.6,0.303,10.5,16.9,0.623,6.1,22.1,28.3,16.1,7.1,2.5,13.4,21.8,2022,Balkan-BIBL,0
9,Akademija FMP Skopje,8,40.0,76.9,30.3,65.5,0.462,8.3,26.4,0.313,15.4,20.4,0.755,8.0,23.5,31.5,14.1,7.9,2.0,15.8,20.8,2022,Balkan-BIBL,0
10,Akademik Bulteks 99 Plovdiv,14,40.0,75.6,28.1,63.6,0.442,8.6,28.6,0.302,10.9,15.3,0.71,10.3,23.6,33.9,18.1,7.7,2.0,17.5,18.5,2022,Balkan-BIBL,0
11,KK Ibar Rozaje,10,40.0,74.9,28.9,59.9,0.482,6.6,24.2,0.273,10.5,17.6,0.597,8.7,25.5,34.2,20.2,5.6,1.3,15.5,15.9,2022,Balkan-BIBL,0
12,KK Kumanovo,2,40.0,73.0,24.0,63.5,0.378,5.5,27.0,0.204,19.5,26.5,0.736,9.5,23.0,32.5,10.5,5.5,1.0,13.5,21.5,2022,Balkan-BIBL,0
