#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Hapoel Unet Holon,11,40.9,92.3,32.5,66.9,0.486,13.9,34.5,0.403,13.3,16.1,0.825,7.9,23.2,31.1,21.7,7.6,1.9,11.2,20.5,2021,Balkan-BIBL,1
2,Hapoel Eilat,4,41.3,89.5,31.5,71.8,0.439,8.8,27.0,0.324,17.8,22.3,0.798,13.3,21.8,35.0,15.5,5.8,2.3,10.3,21.5,2021,Balkan-BIBL,0
3,Hapoel Galil Gilboa,11,40.0,88.5,32.4,67.8,0.477,10.3,27.1,0.379,13.5,19.4,0.695,10.2,26.1,36.3,20.7,7.4,1.6,12.0,19.5,2021,Balkan-BIBL,0
4,Maccabi Rishon Lezion,5,39.8,87.6,30.4,65.4,0.465,7.8,21.4,0.364,19.0,28.4,0.669,6.8,28.6,35.4,20.2,7.6,1.0,11.2,19.8,2021,Balkan-BIBL,0
5,Hapoel Bank Yahav Jerusalem,4,41.3,84.8,29.5,71.3,0.414,9.0,29.5,0.305,16.8,23.0,0.728,10.5,24.8,35.3,20.3,9.0,3.0,12.3,19.8,2021,Balkan-BIBL,0
6,Ironi Nahariya,4,40.0,83.5,29.3,60.3,0.485,8.0,22.0,0.364,17.0,21.8,0.782,4.5,25.5,30.0,16.8,5.3,0.8,10.3,19.3,2021,Balkan-BIBL,0
7,TFT Skopje,14,40.4,83.2,30.5,67.6,0.451,8.4,27.9,0.299,13.9,21.2,0.653,10.0,21.9,31.9,16.6,8.2,4.2,13.3,20.1,2021,Balkan-BIBL,0
8,BC Beroe Stara Zagora,16,40.0,83.0,30.4,65.8,0.463,11.8,29.5,0.4,10.3,14.1,0.73,9.7,26.8,36.4,17.9,5.6,1.9,14.3,19.8,2021,Balkan-BIBL,0
9,Bnei Herzelia,4,39.1,81.8,26.0,59.8,0.435,8.3,20.8,0.398,21.5,28.3,0.761,9.0,24.3,33.3,20.8,7.5,1.3,14.5,18.8,2021,Balkan-BIBL,0
10,Akademik Bulteks 99 Plovdiv,16,40.6,81.6,29.9,64.6,0.464,8.8,26.2,0.337,12.9,18.9,0.68,8.9,27.9,36.8,19.3,7.1,2.6,17.9,20.6,2021,Balkan-BIBL,0
11,Ironi Nes Ziona,4,40.0,81.5,27.8,60.8,0.457,7.5,20.5,0.366,18.5,25.5,0.725,9.8,19.5,29.3,20.0,8.0,2.0,13.0,17.3,2021,Balkan-BIBL,0
12,Maccabi Bazan Haifa,4,40.0,81.0,30.5,68.5,0.445,7.0,22.5,0.311,13.0,20.0,0.65,10.5,27.8,38.3,19.5,6.8,1.5,13.5,20.3,2021,Balkan-BIBL,0
13,KK Kumanovo,14,40.0,80.9,30.2,62.2,0.486,8.6,24.4,0.352,11.9,18.1,0.656,7.1,23.2,30.4,16.1,7.6,2.2,14.9,20.1,2021,Balkan-BIBL,0
14,Hapoel Beer Sheva,4,40.0,80.8,30.0,70.8,0.424,10.5,28.5,0.368,10.3,16.3,0.631,11.0,26.5,37.5,18.5,7.5,3.3,16.8,25.0,2021,Balkan-BIBL,0
15,KK Teodo Tivat,10,40.0,80.7,28.2,61.0,0.462,7.4,24.3,0.305,16.9,22.2,0.761,7.2,20.3,27.5,16.8,9.5,1.1,13.4,18.7,2021,Balkan-BIBL,0
16,Hapoel Tel Aviv,5,40.0,79.8,30.8,65.6,0.47,7.8,25.6,0.305,10.4,16.4,0.634,9.4,23.6,33.0,20.0,8.0,2.2,11.8,23.2,2021,Balkan-BIBL,0
17,Hapoel Haifa,4,40.0,78.5,27.3,59.5,0.458,6.8,22.0,0.307,16.5,21.0,0.786,8.3,21.3,29.5,19.5,9.3,2.0,18.8,21.3,2021,Balkan-BIBL,0
18,KK Ibar Rozaje,10,40.0,75.0,26.8,62.3,0.43,6.5,23.6,0.275,14.9,23.2,0.642,11.2,22.8,34.0,15.6,6.9,1.5,13.7,15.9,2021,Balkan-BIBL,0
