#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,U-Banca Transilvania Cluj,39,40.3,91.4,34.3,64.0,0.537,9.1,24.6,0.368,13.6,19.3,0.708,8.7,24.5,33.2,23.5,9.8,2.6,15.4,18.7,2022,Romanian-Divizia-A,1
2,CSO Voluntari,39,40.1,83.2,28.5,61.8,0.46,10.1,27.2,0.372,16.1,22.2,0.728,9.4,24.9,34.3,18.2,6.8,2.4,12.5,18.2,2022,Romanian-Divizia-A,0
3,SCM CSU Craiova,33,40.3,82.8,30.1,66.5,0.453,8.6,25.9,0.331,14.0,20.7,0.674,11.0,23.2,34.2,17.9,10.2,3.1,15.2,20.5,2022,Romanian-Divizia-A,0
4,CSU Atlassib Sibiu,32,40.3,81.0,29.5,63.8,0.462,8.3,24.6,0.335,13.8,19.4,0.715,9.2,23.0,32.2,18.3,6.8,2.2,12.7,16.7,2022,Romanian-Divizia-A,0
5,CSM Oradea,38,40.3,80.2,29.9,64.0,0.468,9.2,26.3,0.348,11.1,15.7,0.706,9.6,25.1,34.7,18.9,7.7,1.8,11.9,17.3,2022,Romanian-Divizia-A,0
6,Steaua CSM EximBank Bucuresti,30,40.2,80.1,28.8,62.9,0.458,7.8,23.1,0.336,14.8,20.8,0.709,8.2,22.8,31.1,14.5,7.2,2.5,13.6,18.3,2022,Romanian-Divizia-A,0
7,CSU Asesoft Ploiesti,30,40.8,79.9,30.0,65.1,0.461,7.1,22.5,0.315,12.7,16.9,0.753,9.6,23.1,32.7,16.2,7.5,2.6,14.3,19.1,2022,Romanian-Divizia-A,0
8,BCM U Pitesti,38,40.2,79.7,29.7,65.4,0.454,10.5,30.3,0.348,9.8,13.9,0.702,9.4,24.2,33.6,18.7,7.2,3.3,13.8,18.4,2022,Romanian-Divizia-A,0
9,CSS Bega Timisoara,32,40.5,78.5,29.7,62.8,0.473,9.2,24.8,0.371,10.0,13.4,0.748,7.4,25.2,32.6,17.0,6.0,2.2,13.3,17.9,2022,Romanian-Divizia-A,0
10,CSM Targu Jiu,30,40.2,77.2,28.2,63.0,0.448,8.2,23.5,0.348,12.5,17.1,0.733,10.1,25.4,35.5,13.9,6.1,2.5,15.9,18.1,2022,Romanian-Divizia-A,0
11,CS Phoenix Galati,30,40.8,76.3,28.1,63.7,0.441,7.0,20.9,0.335,13.0,17.3,0.753,8.1,21.4,29.5,14.9,9.2,2.7,14.2,19.8,2022,Romanian-Divizia-A,0
12,BC Athletic Constanta,30,40.8,75.6,27.8,63.5,0.438,8.8,25.7,0.344,11.1,16.1,0.69,11.1,25.6,36.7,17.7,6.6,2.2,16.5,19.4,2022,Romanian-Divizia-A,0
13,CS Rapid Bucuresti,30,40.5,74.4,26.8,65.6,0.409,8.2,25.0,0.327,12.6,16.6,0.759,8.7,22.8,31.5,13.7,6.6,2.3,14.0,19.6,2022,Romanian-Divizia-A,0
14,CS Dinamo Bucuresti,33,40.9,74.3,28.2,64.0,0.44,6.9,21.9,0.317,11.1,17.0,0.651,9.9,24.2,34.1,14.3,8.8,2.5,15.9,18.9,2022,Romanian-Divizia-A,0
15,CSM Focsani,30,40.2,69.8,24.6,57.9,0.425,8.4,25.3,0.332,12.2,16.2,0.753,7.8,21.8,29.6,15.9,6.1,1.3,15.0,16.9,2022,Romanian-Divizia-A,0
16,BC PH Miercurea Ciuc,30,40.0,69.6,26.2,60.3,0.434,7.3,22.3,0.329,9.9,15.5,0.637,7.5,25.7,33.1,13.0,6.8,1.5,16.8,16.8,2022,Romanian-Divizia-A,0
