#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,CSM Oradea,45,40.5,81.2,29.1,60.9,0.478,8.2,22.3,0.367,14.8,21.1,0.7,9.8,23.7,33.6,18.4,7.2,2.6,13.2,19.9,2016,Romanian-Divizia-A,1
2,SCM CSU Craiova,35,40.7,81.1,28.3,61.1,0.464,8.2,23.2,0.354,16.2,23.1,0.702,9.5,23.7,33.2,15.9,7.3,2.1,12.9,23.6,2016,Romanian-Divizia-A,0
3,CSM Targu Jiu,44,40.6,80.9,28.7,63.1,0.455,9.1,26.2,0.347,14.5,19.9,0.729,10.2,22.0,32.1,16.7,7.2,2.6,13.5,21.1,2016,Romanian-Divizia-A,0
4,CS Phoenix Galati,36,40.4,80.9,29.4,63.3,0.464,8.0,22.0,0.362,14.2,19.6,0.721,9.0,20.0,29.0,21.1,5.9,0.8,12.9,22.2,2016,Romanian-Divizia-A,0
5,BCM U Pitesti,32,40.4,80.3,30.7,64.0,0.48,7.1,20.6,0.345,11.8,15.8,0.746,10.7,23.0,33.7,17.7,6.8,2.2,12.9,21.8,2016,Romanian-Divizia-A,0
6,CS Dinamo Bucuresti,36,40.5,80.0,29.0,60.7,0.478,8.6,24.3,0.353,13.4,19.1,0.702,9.2,23.8,33.0,18.4,5.4,1.1,13.3,20.9,2016,Romanian-Divizia-A,0
7,Steaua CSM EximBank Bucuresti,42,40.5,79.2,28.5,60.7,0.469,7.9,21.6,0.366,14.4,20.4,0.706,10.1,22.9,32.9,18.2,7.1,3.1,13.5,22.3,2016,Romanian-Divizia-A,0
8,CSU Atlassib Sibiu,36,40.3,77.8,27.3,60.6,0.45,8.6,23.9,0.36,14.6,20.6,0.71,8.9,21.4,30.3,15.7,7.2,2.0,12.4,21.4,2016,Romanian-Divizia-A,0
9,CSM Medias,31,40.0,77.0,28.2,63.2,0.447,8.2,24.4,0.338,12.3,17.8,0.69,9.6,21.6,31.3,15.8,5.6,1.4,13.6,22.2,2016,Romanian-Divizia-A,0
10,U-Banca Transilvania Cluj,41,40.1,76.6,28.2,58.6,0.482,7.8,21.5,0.365,12.2,17.2,0.71,8.1,22.5,30.7,16.6,5.9,2.1,13.2,23.1,2016,Romanian-Divizia-A,0
11,CSS Bega Timisoara,32,40.0,75.3,26.6,60.5,0.44,8.6,24.2,0.355,13.5,18.3,0.74,7.6,21.7,29.3,14.4,4.9,1.8,11.9,21.4,2016,Romanian-Divizia-A,0
12,CS Energia Rovinari,32,40.6,74.3,27.0,62.5,0.431,6.8,22.4,0.302,13.7,18.3,0.747,9.0,22.8,31.9,14.2,7.0,2.8,13.2,21.9,2016,Romanian-Divizia-A,0
