#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Bayer Giants Leverkusen,32,40.0,88.4,30.3,61.3,0.493,6.4,18.4,0.346,21.5,28.8,0.748,9.2,23.1,32.3,13.6,6.6,2.1,15.8,24.1,2004,German-BBL,0
2,Telekom Baskets Bonn,37,40.7,85.2,29.8,59.3,0.503,6.4,18.9,0.34,19.2,27.3,0.704,9.4,22.7,32.1,12.2,5.2,2.1,13.6,24.2,2004,German-BBL,0
3,Gladiators Trier,32,40.3,85.0,30.1,62.7,0.48,6.4,18.0,0.355,18.3,24.7,0.742,9.5,20.7,30.3,12.8,6.4,2.1,14.2,22.0,2004,German-BBL,0
4,ALBA Berlin,37,40.0,84.5,29.1,58.8,0.494,7.5,21.1,0.355,18.9,25.7,0.736,8.9,21.9,30.9,14.8,7.5,1.4,14.4,24.1,2004,German-BBL,0
5,BG Karlsruhe,28,40.5,83.1,28.8,62.5,0.461,6.0,20.1,0.3,19.5,27.8,0.701,10.0,19.2,29.3,10.6,7.6,2.0,12.8,20.7,2004,German-BBL,0
6,EWE Baskets Oldenburg,31,40.2,82.9,29.2,63.3,0.461,6.3,21.2,0.299,18.3,27.1,0.673,11.5,22.6,34.2,14.9,7.3,2.0,15.1,22.1,2004,German-BBL,0
7,Giessen 46ers,28,40.4,81.2,28.0,62.1,0.452,6.9,20.8,0.332,18.2,25.9,0.702,10.4,19.0,29.4,11.7,6.7,1.2,14.9,24.7,2004,German-BBL,0
8,Basketball Lowen Braunschweig,28,40.5,80.6,29.0,63.4,0.457,8.2,23.6,0.346,14.5,21.6,0.672,10.5,20.9,31.3,15.9,6.4,1.5,12.8,23.8,2004,German-BBL,0
9,Mitteldeutscher BC,28,40.2,80.4,27.3,59.3,0.461,6.1,18.8,0.324,19.7,27.2,0.723,10.2,22.4,32.6,13.6,7.4,2.0,14.8,25.2,2004,German-BBL,0
10,MHP Riesen,28,40.0,79.3,27.4,59.0,0.465,7.2,21.0,0.341,17.2,25.1,0.685,9.0,20.1,29.1,10.0,5.5,1.0,12.2,25.3,2004,German-BBL,0
11,Rhein Stars Koeln,33,40.3,79.1,27.5,56.9,0.482,6.8,18.2,0.371,17.5,26.7,0.653,8.2,23.1,31.3,13.5,6.6,1.9,14.6,26.3,2004,German-BBL,0
12,Artland Dragons,28,40.0,78.9,26.8,58.8,0.455,9.5,25.6,0.372,15.9,21.5,0.739,7.5,20.3,27.8,13.9,5.6,1.4,12.4,21.3,2004,German-BBL,0
13,Fraport Skyliners,43,40.2,78.8,26.3,57.4,0.459,7.6,21.4,0.355,18.6,28.4,0.654,10.3,23.1,33.3,10.4,5.8,2.6,13.1,21.9,2004,German-BBL,1
14,s.Oliver Baskets,28,40.2,78.7,27.6,58.6,0.472,7.8,21.6,0.36,15.6,22.3,0.703,8.5,21.1,29.5,14.4,5.6,1.6,14.5,20.9,2004,German-BBL,0
15,Brose Baskets Bamberg,41,40.2,77.7,26.5,57.7,0.46,7.9,22.4,0.353,16.7,23.9,0.701,8.5,22.7,31.2,12.5,5.9,1.2,11.8,22.9,2004,German-BBL,0
