#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,EWE Baskets Oldenburg,40,40.4,92.7,32.7,64.2,0.509,9.4,25.0,0.376,17.9,22.8,0.785,8.5,23.2,31.6,18.6,7.6,3.2,11.0,22.7,2019,German-BBL,0
2,ALBA Berlin,43,40.2,91.7,32.7,63.9,0.511,9.5,24.5,0.386,16.9,22.6,0.745,9.4,22.7,32.1,22.7,8.7,2.2,13.9,18.1,2019,German-BBL,0
3,Giessen 46ers,34,40.1,90.1,31.1,62.2,0.5,10.8,26.0,0.415,17.2,22.1,0.776,7.1,24.0,31.1,22.2,4.6,1.8,13.0,19.6,2019,German-BBL,0
4,Brose Baskets Bamberg,38,40.5,88.4,30.4,60.8,0.5,9.7,25.3,0.382,18.0,21.8,0.827,7.5,22.9,30.4,20.4,5.3,2.3,12.3,21.8,2019,German-BBL,0
5,Bayern Munich,43,40.5,88.2,31.2,58.7,0.532,10.1,24.5,0.413,15.7,19.9,0.788,6.2,22.3,28.6,21.5,8.2,2.0,12.6,19.4,2019,German-BBL,1
6,SC Rasta Vechta,41,40.9,87.5,30.5,64.3,0.474,11.4,30.0,0.379,15.1,19.5,0.774,8.9,20.0,28.9,21.4,9.5,1.8,13.7,22.0,2019,German-BBL,0
7,Ratiopharm Ulm,37,40.4,87.0,29.7,61.6,0.483,7.9,22.5,0.352,19.6,25.1,0.781,8.8,21.3,30.1,17.9,7.6,2.2,13.8,20.8,2019,German-BBL,0
8,Telekom Baskets Bonn,37,40.5,86.4,29.6,63.3,0.468,10.1,26.8,0.375,17.2,23.0,0.747,9.3,21.9,31.2,18.2,5.4,1.9,12.3,21.1,2019,German-BBL,0
9,Medi Bayreuth,34,40.3,85.2,31.1,62.8,0.496,9.6,24.1,0.398,13.3,16.4,0.81,8.1,21.2,29.3,18.9,5.7,2.5,12.7,19.6,2019,German-BBL,0
10,MHP Riesen,34,40.4,84.7,29.9,66.7,0.449,9.4,26.9,0.347,15.5,20.4,0.758,10.1,22.4,32.6,17.2,7.4,1.9,12.2,23.9,2019,German-BBL,0
11,Mitteldeutscher BC,34,40.4,84.7,31.1,64.4,0.483,8.6,24.8,0.347,13.9,18.7,0.742,8.7,20.6,29.4,20.4,7.8,3.0,13.2,20.9,2019,German-BBL,0
12,Basketball Lowen Braunschweig,37,40.3,83.8,29.3,64.3,0.456,9.5,27.5,0.346,15.7,20.8,0.754,10.1,22.8,32.9,18.5,6.0,2.4,11.9,19.3,2019,German-BBL,0
13,HARKO Merlins Crailsheim,34,40.1,83.2,29.3,62.3,0.47,10.3,27.7,0.37,14.4,19.0,0.759,7.0,21.4,28.4,20.3,6.9,1.7,13.8,20.4,2019,German-BBL,0
14,s.Oliver Baskets,34,40.1,81.6,30.3,61.8,0.49,8.9,22.3,0.398,12.0,16.4,0.732,8.0,22.4,30.4,21.3,7.0,2.4,13.3,20.6,2019,German-BBL,0
15,Eisbaren Bremerhaven,34,40.3,80.8,29.2,62.0,0.47,8.7,23.2,0.374,13.7,18.3,0.751,8.3,20.7,28.9,16.5,5.7,2.4,12.8,19.7,2019,German-BBL,0
16,BG Goettingen,34,40.1,79.4,28.5,61.3,0.464,8.8,25.0,0.351,13.6,18.0,0.758,7.9,21.7,29.6,18.1,6.2,2.4,12.7,20.1,2019,German-BBL,0
17,Fraport Skyliners,34,40.6,79.1,28.2,61.4,0.459,9.3,26.0,0.358,13.4,18.8,0.714,10.5,21.5,32.1,17.1,5.9,2.4,14.5,20.6,2019,German-BBL,0
18,Science City Jena,34,40.3,77.6,27.1,60.8,0.447,8.6,24.4,0.351,14.8,20.1,0.735,7.9,21.5,29.5,17.8,5.9,1.6,12.9,22.1,2019,German-BBL,0
