#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Paris Basketball,34,40.1,85.9,30.8,62.6,0.492,10.5,27.0,0.39,13.8,18.1,0.76,9.2,23.9,33.1,19.7,7.6,3.7,15.0,17.3,2021,French-LNB-Pro-B,0
2,Gries Oberhoffen BC,34,40.1,85.1,29.6,62.7,0.472,11.2,31.0,0.362,14.7,19.4,0.755,10.0,23.7,33.7,18.7,5.3,2.8,14.3,18.7,2021,French-LNB-Pro-B,0
3,JA Vichy,33,40.0,84.4,29.2,63.2,0.462,9.0,23.2,0.386,17.0,22.4,0.758,9.5,25.3,34.8,19.2,6.8,2.0,16.1,20.9,2021,French-LNB-Pro-B,0
4,Saint-Quentin Basketball,33,40.0,84.0,31.1,65.9,0.472,10.1,28.5,0.355,11.7,16.0,0.732,9.4,23.2,32.5,18.0,7.6,1.6,11.7,18.9,2021,French-LNB-Pro-B,0
5,Nancy Basket,34,40.3,83.8,29.5,63.1,0.467,10.6,28.3,0.377,14.2,18.6,0.76,8.7,22.6,31.3,19.5,7.7,2.5,13.9,19.1,2021,French-LNB-Pro-B,0
6,Fos Sur Mer,34,40.4,82.8,29.9,63.2,0.473,9.5,24.9,0.382,13.5,17.8,0.76,8.8,23.9,32.7,20.6,7.8,2.4,13.7,20.4,2021,French-LNB-Pro-B,1
7,ALM Evreux Basket,34,40.6,79.7,29.4,63.0,0.467,7.8,22.4,0.347,13.1,17.4,0.752,7.8,22.5,30.3,19.3,8.7,1.9,13.7,19.3,2021,French-LNB-Pro-B,0
8,Rouen Metropole Basket,34,40.9,79.6,29.3,63.3,0.464,8.2,23.5,0.349,12.8,18.7,0.684,9.5,23.6,33.1,17.5,6.9,2.2,14.2,19.3,2021,French-LNB-Pro-B,0
9,Hermine Nantes Atlantique,34,40.3,79.0,29.1,61.1,0.477,6.9,20.2,0.341,13.9,18.6,0.745,6.5,24.5,31.0,18.7,8.8,3.0,14.7,18.3,2021,French-LNB-Pro-B,0
10,ADA Blois Basket,34,40.2,79.0,29.2,64.1,0.456,7.4,23.6,0.316,13.1,18.2,0.721,10.1,23.3,33.4,19.8,7.9,3.3,15.0,19.6,2021,French-LNB-Pro-B,0
11,Quimper,34,40.1,78.9,28.5,61.5,0.463,8.1,21.9,0.373,13.8,17.4,0.792,7.7,22.5,30.2,19.4,7.3,1.9,13.7,20.2,2021,French-LNB-Pro-B,0
12,Saint Chamond Basket,34,40.1,78.9,27.7,60.7,0.457,9.5,26.4,0.36,13.9,19.0,0.733,7.7,24.0,31.6,19.5,5.3,2.2,13.9,19.8,2021,French-LNB-Pro-B,0
13,BC Souffelweyersheim,34,40.3,78.6,28.4,62.5,0.453,9.4,26.5,0.354,12.5,16.9,0.74,8.5,24.0,32.6,18.4,6.9,2.7,13.5,19.3,2021,French-LNB-Pro-B,0
14,Aix Maurienne Savoie Basket,34,40.7,77.0,28.7,63.3,0.453,6.4,20.2,0.314,13.3,18.5,0.72,9.5,21.5,31.0,17.9,7.8,1.3,13.2,19.4,2021,French-LNB-Pro-B,0
15,Lille Metropole Basket Clubs,34,40.3,76.4,29.1,63.4,0.458,7.7,23.2,0.334,10.5,15.1,0.696,9.2,23.3,32.5,19.5,7.5,2.5,13.6,19.1,2021,French-LNB-Pro-B,0
16,Denain ASC Voltaire,34,40.1,76.1,28.0,62.9,0.445,7.5,23.6,0.32,12.6,16.9,0.746,9.3,24.4,33.8,17.1,6.6,1.7,13.2,20.0,2021,French-LNB-Pro-B,0
17,Poitiers Basket 86,34,40.4,74.2,27.1,60.7,0.446,8.1,23.7,0.342,12.0,17.4,0.688,7.5,20.6,28.1,18.4,7.0,2.2,15.1,17.7,2021,French-LNB-Pro-B,0
18,Antibes,34,40.1,73.6,27.4,61.7,0.444,6.1,19.9,0.309,12.6,18.6,0.676,9.9,24.3,34.1,15.5,6.4,3.6,15.4,19.2,2021,French-LNB-Pro-B,0
