#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,ADA Blois Basket,23,40.7,86.6,31.1,64.3,0.484,9.5,25.0,0.378,14.8,20.0,0.74,9.1,25.3,34.4,20.6,8.3,2.5,14.8,20.1,2020,French-LNB-Pro-B,0
2,JA Vichy,23,40.0,82.1,28.1,63.8,0.441,9.0,25.1,0.357,16.9,21.0,0.807,9.0,23.9,32.9,18.0,7.1,2.6,13.2,20.3,2020,French-LNB-Pro-B,0
3,Nancy Basket,23,40.3,82.0,28.5,66.6,0.428,9.6,28.5,0.336,15.4,22.6,0.684,12.3,24.4,36.8,17.3,8.0,2.0,12.9,18.3,2020,French-LNB-Pro-B,0
4,ALM Evreux Basket,23,40.4,81.1,29.5,59.2,0.498,8.5,22.5,0.376,13.7,18.4,0.742,6.1,25.0,31.0,21.0,6.1,1.9,16.6,19.2,2020,French-LNB-Pro-B,0
5,Saint-Quentin Basketball,23,40.7,80.3,28.9,65.0,0.444,9.7,27.2,0.358,12.8,17.9,0.715,8.7,24.0,32.8,15.9,6.0,1.6,14.0,21.5,2020,French-LNB-Pro-B,0
6,Gries Oberhoffen BC,23,40.0,80.0,29.5,65.2,0.452,9.1,26.7,0.341,12.0,17.9,0.669,10.5,26.3,36.9,17.6,6.2,2.8,15.3,19.7,2020,French-LNB-Pro-B,0
7,Paris Basketball,23,40.7,79.8,28.0,61.3,0.457,8.6,24.4,0.353,15.1,20.6,0.736,9.0,22.6,31.6,18.5,8.1,3.1,15.8,17.5,2020,French-LNB-Pro-B,0
8,Rouen Metropole Basket,23,40.0,79.4,28.0,60.7,0.461,8.3,25.0,0.33,15.2,20.5,0.741,8.2,24.2,32.3,17.6,7.3,2.0,14.0,20.3,2020,French-LNB-Pro-B,0
9,Saint Chamond Basket,23,40.3,79.2,28.0,63.0,0.445,8.7,25.8,0.336,14.6,19.8,0.735,8.9,25.1,34.0,19.1,7.4,3.1,14.0,19.0,2020,French-LNB-Pro-B,0
10,Aix Maurienne Savoie Basket,23,40.4,78.6,29.7,63.4,0.467,7.8,23.3,0.336,11.5,16.1,0.712,7.0,21.7,28.7,20.3,8.3,2.4,11.7,19.0,2020,French-LNB-Pro-B,0
11,Fos Sur Mer,23,40.2,78.3,29.3,63.1,0.465,7.3,22.0,0.333,12.3,18.1,0.679,9.8,21.8,31.7,19.9,9.2,2.3,15.6,20.0,2020,French-LNB-Pro-B,0
12,Antibes,23,40.0,77.1,27.9,62.1,0.45,7.9,23.8,0.331,13.4,19.9,0.675,9.2,25.5,34.7,16.0,7.8,2.2,13.9,19.1,2020,French-LNB-Pro-B,1
13,Quimper,24,40.0,76.3,27.8,60.5,0.458,7.3,21.8,0.336,13.5,18.3,0.736,8.0,22.7,30.7,17.9,8.1,2.5,12.5,19.0,2020,French-LNB-Pro-B,0
14,Denain ASC Voltaire,23,40.2,75.6,28.6,63.6,0.449,7.6,23.4,0.325,10.9,16.4,0.661,10.1,26.5,36.6,19.4,6.5,3.3,15.0,19.7,2020,French-LNB-Pro-B,0
15,BC Souffelweyersheim,23,40.0,75.0,28.0,63.3,0.443,8.8,24.5,0.358,10.1,15.4,0.655,10.0,24.1,34.1,16.8,5.8,2.5,12.7,20.5,2020,French-LNB-Pro-B,0
16,Lille Metropole Basket Clubs,24,40.6,74.7,27.8,62.8,0.442,8.4,24.8,0.339,10.7,16.8,0.638,8.2,24.2,32.4,17.7,7.4,3.2,12.6,19.1,2020,French-LNB-Pro-B,0
17,Hermine Nantes Atlantique,23,40.4,73.7,26.8,61.2,0.438,8.0,22.7,0.353,12.1,17.3,0.698,8.8,23.6,32.4,15.5,7.6,3.3,13.6,18.9,2020,French-LNB-Pro-B,0
18,Poitiers Basket 86,23,40.0,70.3,24.5,60.7,0.404,8.3,26.4,0.315,12.9,17.5,0.737,8.3,21.5,29.8,14.6,5.3,1.5,13.0,20.9,2020,French-LNB-Pro-B,0
