#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Le Portel,40,40.3,79.5,29.1,59.1,0.492,6.6,17.4,0.381,14.7,20.1,0.734,9.4,22.8,32.3,16.3,7.5,2.0,14.9,21.0,2015,French-LNB-Pro-B,0
2,Saint-Quentin Basketball,34,40.4,78.4,28.5,61.1,0.467,7.2,20.5,0.353,14.1,19.4,0.726,9.9,20.9,30.9,14.3,8.0,3.1,14.1,20.0,2015,French-LNB-Pro-B,0
3,AS Monaco Basket,34,40.1,77.6,28.1,59.4,0.473,7.0,21.4,0.327,14.4,20.1,0.717,8.6,26.5,35.0,16.4,6.8,3.7,14.1,18.8,2015,French-LNB-Pro-B,1
4,Hyeres-Toulon,37,40.1,76.8,27.1,59.0,0.46,8.2,23.0,0.357,14.3,18.1,0.792,7.3,21.8,29.1,12.9,7.7,1.8,12.3,19.9,2015,French-LNB-Pro-B,0
5,Etoile Charleville-Mezieres,34,40.6,76.6,26.9,61.1,0.44,7.5,23.7,0.318,15.3,23.0,0.667,10.6,25.3,35.9,14.4,7.3,1.8,16.4,19.7,2015,French-LNB-Pro-B,0
6,Poitiers Basket 86,34,40.0,76.6,26.4,59.0,0.447,8.2,22.7,0.36,15.7,20.6,0.763,7.7,23.4,31.1,14.8,6.1,2.1,12.9,20.9,2015,French-LNB-Pro-B,0
7,Hermine Nantes Atlantique,37,40.3,75.3,27.4,60.2,0.456,6.7,20.2,0.33,13.8,20.1,0.688,9.9,23.5,33.4,14.7,7.6,2.0,14.1,20.4,2015,French-LNB-Pro-B,0
8,Antibes,42,40.5,74.7,26.5,59.1,0.449,7.7,23.2,0.33,14.0,19.2,0.727,9.5,24.0,33.5,15.4,8.2,2.5,13.0,20.5,2015,French-LNB-Pro-B,0
9,Fos Sur Mer,34,41.0,74.6,27.9,62.5,0.446,6.7,20.4,0.329,12.2,17.4,0.699,9.3,20.4,29.7,14.6,9.0,1.7,12.0,22.0,2015,French-LNB-Pro-B,0
10,Boulazac Basket Dordogne,39,40.1,74.2,26.2,60.2,0.436,7.1,20.5,0.345,14.7,19.9,0.738,8.4,22.3,30.7,12.8,7.8,1.8,12.4,22.0,2015,French-LNB-Pro-B,0
11,Chorale Roanne Basket,36,40.2,74.1,25.9,59.1,0.438,7.8,23.0,0.338,14.5,19.5,0.744,9.0,22.8,31.8,14.7,7.9,3.2,15.7,21.3,2015,French-LNB-Pro-B,0
12,Aix Maurienne Savoie Basket,34,40.4,73.9,27.1,61.1,0.445,5.2,18.1,0.288,14.4,21.0,0.686,10.9,23.8,34.7,13.1,6.5,1.9,15.0,19.6,2015,French-LNB-Pro-B,0
13,Denain ASC Voltaire,41,41.0,73.9,26.0,58.3,0.446,9.3,27.5,0.337,12.6,18.4,0.687,9.1,25.2,34.3,15.0,6.3,2.6,13.7,20.5,2015,French-LNB-Pro-B,0
14,ALM Evreux Basket,34,40.0,73.2,25.2,56.8,0.444,6.7,20.4,0.329,16.1,21.4,0.751,8.6,24.1,32.7,15.1,7.8,1.7,15.3,20.3,2015,French-LNB-Pro-B,0
15,Lille Metropole Basket Clubs,34,40.7,71.9,25.2,58.2,0.434,7.1,21.9,0.324,14.3,20.6,0.695,10.0,24.9,34.9,15.8,8.4,3.5,17.0,21.3,2015,French-LNB-Pro-B,0
16,BC Orchies,36,40.0,69.5,23.9,58.1,0.411,6.7,21.4,0.314,15.1,21.5,0.702,8.8,23.8,32.5,12.1,9.6,2.4,15.3,22.9,2015,French-LNB-Pro-B,0
17,Etoile Angers Basket,34,40.0,68.1,24.4,60.6,0.403,7.6,25.0,0.302,11.6,15.9,0.731,8.7,21.5,30.2,14.3,7.4,2.1,14.6,21.3,2015,French-LNB-Pro-B,0
18,BC Souffelweyersheim,34,40.2,67.7,23.7,58.8,0.403,6.9,24.2,0.283,13.5,19.2,0.706,9.1,21.8,30.9,12.7,8.1,2.9,14.1,22.4,2015,French-LNB-Pro-B,0
