#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Vrsac Swisslion,27,40.4,80.7,28.9,63.2,0.457,8.8,24.4,0.36,14.3,20.4,0.7,9.8,21.8,31.6,14.8,8.2,2.8,11.8,22.9,2013,Adriatic-League-Liga-ABA,0
2,KK Crvena Zvezda,28,40.0,80.0,28.3,60.1,0.471,5.9,17.8,0.331,17.5,26.2,0.668,10.4,24.8,35.2,15.3,6.8,1.9,13.5,24.0,2013,Adriatic-League-Liga-ABA,0
3,KK Cibona,26,40.6,77.4,26.7,59.0,0.453,6.0,17.1,0.351,18.0,23.9,0.751,9.0,21.8,30.8,13.0,7.2,1.8,13.2,24.3,2013,Adriatic-League-Liga-ABA,0
4,BC Igokea,27,40.0,76.7,26.0,54.9,0.473,6.1,17.5,0.352,18.5,26.3,0.705,7.1,21.4,28.6,15.2,9.1,1.5,12.3,23.9,2013,Adriatic-League-Liga-ABA,0
5,Union Olimpija,26,40.8,76.3,26.1,58.0,0.45,7.2,22.6,0.318,16.9,23.5,0.717,8.6,21.7,30.3,14.0,8.0,2.1,12.7,22.7,2013,Adriatic-League-Liga-ABA,0
6,BC Siroki,26,40.8,74.6,26.3,58.5,0.45,7.3,21.9,0.332,14.7,18.9,0.778,7.6,20.9,28.5,14.5,7.5,1.4,13.5,21.8,2013,Adriatic-League-Liga-ABA,0
7,Cedevita,26,40.0,74.4,26.2,57.4,0.457,6.8,20.8,0.328,14.7,19.5,0.754,7.7,20.7,28.4,12.4,7.4,1.2,13.2,22.6,2013,Adriatic-League-Liga-ABA,0
8,MZT Skopje Aerodrom,26,40.2,74.3,25.3,57.7,0.44,7.2,22.7,0.316,16.5,23.1,0.714,8.7,22.2,30.9,13.8,8.0,2.3,15.2,24.5,2013,Adriatic-League-Liga-ABA,0
9,KK Zadar,26,40.2,74.2,26.5,58.7,0.451,5.3,17.2,0.31,15.9,24.0,0.663,10.8,21.5,32.3,14.3,6.8,1.5,14.8,25.1,2013,Adriatic-League-Liga-ABA,0
10,KK Partizan,28,40.4,72.8,25.3,57.3,0.441,5.4,16.8,0.323,16.8,23.6,0.711,10.5,23.6,34.1,11.7,7.4,3.4,15.4,24.7,2013,Adriatic-League-Liga-ABA,1
11,Szolnoki Olaj,26,40.4,72.2,25.5,57.0,0.448,7.2,20.1,0.358,14.0,19.5,0.716,7.5,22.1,29.6,14.0,6.6,1.7,13.4,24.6,2013,Adriatic-League-Liga-ABA,0
12,Buducnost,26,40.6,71.7,25.0,56.3,0.444,6.2,21.9,0.281,15.4,22.7,0.679,9.0,22.0,31.1,9.9,6.2,0.9,11.4,22.8,2013,Adriatic-League-Liga-ABA,0
13,KK Split,26,40.4,69.5,25.6,55.2,0.464,4.5,16.8,0.269,13.8,20.2,0.682,6.7,21.3,27.9,14.2,6.7,2.7,14.5,25.0,2013,Adriatic-League-Liga-ABA,0
14,Krka Novo Mesto,26,40.0,68.4,24.5,55.2,0.445,5.0,16.5,0.303,14.3,21.4,0.67,8.2,21.7,29.9,12.7,6.0,1.5,14.7,23.9,2013,Adriatic-League-Liga-ABA,0
