#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Rio Breogan,34,40.0,87.0,32.2,65.6,0.49,8.2,21.6,0.382,14.4,18.1,0.794,9.5,24.5,33.9,17.1,9.0,2.1,11.5,19.7,2018,Spanish-LEB-Gold,1
2,Saenz Horeca Araberri,34,40.0,83.0,31.4,68.4,0.46,7.9,20.3,0.387,12.2,16.7,0.731,10.6,22.8,33.4,14.0,7.1,2.4,10.9,19.3,2018,Spanish-LEB-Gold,0
3,BAXI Manresa,47,40.3,78.9,29.2,64.3,0.454,7.5,23.0,0.326,13.1,18.6,0.706,10.3,24.4,34.7,15.2,7.4,3.0,11.0,20.7,2018,Spanish-LEB-Gold,0
4,AB Castello,38,40.5,76.7,28.6,65.3,0.438,7.3,22.4,0.325,12.1,16.6,0.729,10.6,25.2,35.8,16.3,7.7,2.1,13.6,18.8,2018,Spanish-LEB-Gold,0
5,FC Barcelona II,34,40.1,75.7,27.4,64.5,0.425,7.1,22.7,0.315,13.8,19.4,0.711,10.4,24.2,34.6,13.6,7.0,2.9,12.8,17.4,2018,Spanish-LEB-Gold,0
6,Caceres CB,34,40.3,75.7,26.8,59.6,0.45,9.4,24.6,0.379,12.7,16.5,0.773,7.9,22.3,30.1,15.1,7.7,1.7,13.7,18.2,2018,Spanish-LEB-Gold,0
7,CB Coruna,39,40.1,75.7,27.1,63.4,0.427,9.1,25.4,0.358,12.5,16.4,0.763,8.5,22.3,30.9,15.7,6.2,2.7,10.9,19.8,2018,Spanish-LEB-Gold,0
8,Oviedo CB,39,40.0,75.6,27.4,60.1,0.455,8.0,23.3,0.343,12.9,19.6,0.656,9.0,23.1,32.1,13.7,6.6,2.6,11.3,20.5,2018,Spanish-LEB-Gold,0
9,Real Valladolid CB,37,40.0,75.2,27.3,61.4,0.445,7.2,19.7,0.364,13.4,18.5,0.722,9.1,22.7,31.8,12.3,6.4,2.7,11.5,19.5,2018,Spanish-LEB-Gold,0
10,CD Maristas Palencia,42,40.0,74.8,27.5,62.7,0.438,7.0,20.5,0.34,13.0,17.4,0.745,9.1,22.9,32.0,13.0,6.6,1.8,9.6,20.0,2018,Spanish-LEB-Gold,0
11,CB Ourense,34,40.1,74.7,27.4,62.3,0.439,7.1,23.4,0.306,12.8,17.4,0.739,10.4,23.5,33.8,11.9,6.3,2.3,13.1,19.7,2018,Spanish-LEB-Gold,0
12,Forca Lleida CE,34,40.1,74.4,27.5,60.5,0.455,7.1,19.6,0.361,12.3,16.0,0.765,8.4,21.5,29.9,12.4,5.7,2.5,11.0,19.7,2018,Spanish-LEB-Gold,0
13,Melilla CB,48,40.4,74.3,27.7,60.4,0.459,8.5,24.1,0.354,10.4,15.1,0.685,8.3,25.6,33.9,15.1,5.4,2.5,11.5,18.3,2018,Spanish-LEB-Gold,0
14,CB Clavijo Logrono,34,40.1,74.2,27.9,64.8,0.431,7.0,22.6,0.311,11.3,16.1,0.699,11.6,20.3,31.9,13.0,9.4,2.3,12.7,19.2,2018,Spanish-LEB-Gold,0
15,CB Bahia San Agustin Palma,34,40.0,73.4,27.4,59.9,0.457,9.8,25.7,0.381,8.8,11.7,0.752,7.4,22.1,29.4,13.1,5.9,1.5,10.6,18.9,2018,Spanish-LEB-Gold,0
16,CB Prat,42,40.1,72.5,26.4,61.5,0.43,7.8,24.9,0.312,11.8,17.4,0.682,10.4,23.5,33.9,12.0,6.7,3.4,10.5,16.7,2018,Spanish-LEB-Gold,0
17,Iraurgi SB,34,40.1,71.2,26.0,60.2,0.431,8.2,23.4,0.349,11.1,15.3,0.727,8.2,22.4,30.6,11.8,4.8,1.7,12.2,17.9,2018,Spanish-LEB-Gold,0
18,CBP Huesca,34,40.1,70.6,26.0,60.9,0.426,7.3,22.0,0.332,11.4,15.9,0.716,8.7,20.3,29.0,12.3,8.7,2.6,11.4,18.1,2018,Spanish-LEB-Gold,0
