#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Melilla CB,41,40.5,82.1,30.8,62.3,0.493,8.4,22.0,0.383,12.2,15.8,0.77,9.5,25.2,34.7,16.8,6.8,2.9,13.8,19.1,2016,Spanish-LEB-Gold,0
2,CB Coruna,40,40.1,81.6,29.2,60.7,0.481,8.4,21.5,0.389,14.8,19.7,0.751,8.9,23.3,32.2,15.7,6.0,1.7,13.8,20.5,2016,Spanish-LEB-Gold,0
3,CD Maristas Palencia,30,40.4,80.2,29.6,63.9,0.463,6.2,18.4,0.339,14.8,20.1,0.738,10.0,24.7,34.7,13.1,8.6,2.5,12.4,18.9,2016,Spanish-LEB-Gold,1
4,AB Castello,30,40.2,80.2,28.9,61.1,0.474,6.8,18.9,0.362,15.5,20.8,0.746,8.3,22.6,30.9,13.3,8.0,1.9,15.4,19.5,2016,Spanish-LEB-Gold,0
5,CB Clavijo Logrono,30,40.2,78.4,27.3,62.4,0.438,8.3,24.4,0.341,15.4,20.8,0.741,10.4,21.6,32.0,13.8,8.7,2.7,12.7,19.4,2016,Spanish-LEB-Gold,0
6,Rio Breogan,35,40.4,77.7,28.0,63.5,0.442,8.4,24.3,0.344,13.3,18.7,0.711,9.8,21.5,31.2,13.7,9.5,2.4,12.9,23.1,2016,Spanish-LEB-Gold,0
7,CB Bahia San Agustin Palma,30,40.1,77.0,28.4,61.3,0.463,9.9,26.3,0.376,10.3,14.1,0.73,9.2,23.1,32.3,15.2,5.9,2.7,12.4,17.3,2016,Spanish-LEB-Gold,0
8,CBP Huesca,41,40.1,75.9,28.3,62.9,0.45,7.5,23.2,0.324,11.8,16.8,0.705,10.5,21.4,31.9,14.3,8.8,2.1,13.8,19.1,2016,Spanish-LEB-Gold,0
9,FC Barcelona II,30,40.0,75.7,27.4,66.4,0.413,8.7,28.2,0.308,12.2,16.6,0.738,11.4,23.9,35.3,12.4,5.7,2.8,12.8,18.1,2016,Spanish-LEB-Gold,0
10,Hereda San Pablo Burgos,39,40.4,75.3,27.6,60.4,0.458,8.2,22.5,0.363,11.9,16.8,0.707,8.7,23.8,32.5,13.6,6.4,2.2,11.5,20.5,2016,Spanish-LEB-Gold,0
11,Oviedo CB,34,40.4,75.3,27.0,60.3,0.448,9.0,26.4,0.341,12.3,16.7,0.736,8.8,22.4,31.1,13.8,6.1,0.9,13.1,21.6,2016,Spanish-LEB-Gold,0
12,CB Ourense,35,40.3,74.3,27.0,60.1,0.45,7.6,23.4,0.326,12.7,17.6,0.72,10.6,20.9,31.5,10.3,7.4,2.0,13.6,19.4,2016,Spanish-LEB-Gold,0
13,BC Navarra,30,40.5,72.6,26.0,60.3,0.431,8.2,25.0,0.328,12.3,17.2,0.717,8.2,23.0,31.2,11.4,5.8,1.8,13.6,20.0,2016,Spanish-LEB-Gold,0
14,Forca Lleida CE,30,40.5,72.0,26.0,62.9,0.413,7.2,22.8,0.315,12.9,18.4,0.7,10.2,22.7,32.9,10.9,6.6,1.6,13.7,22.3,2016,Spanish-LEB-Gold,0
15,Caceres CB,33,40.6,71.9,25.9,61.2,0.423,8.3,24.0,0.345,11.8,15.9,0.745,9.7,23.8,33.5,14.3,6.7,1.8,14.0,16.0,2016,Spanish-LEB-Gold,0
16,CB Prat,30,40.0,70.2,25.5,63.6,0.401,7.1,23.1,0.307,12.0,16.1,0.744,9.4,21.6,31.0,11.6,8.7,2.6,14.2,20.4,2016,Spanish-LEB-Gold,0
