#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Lenovo Tenerife,34,40.1,88.0,30.5,62.7,0.486,9.3,24.1,0.386,17.8,21.9,0.813,8.4,24.2,32.6,15.6,7.2,2.1,12.8,20.4,2012,Spanish-LEB-Gold,0
2,Logitravel Mallorca,34,40.3,81.4,29.9,65.4,0.458,9.5,27.6,0.345,12.0,17.1,0.704,8.3,22.5,30.8,14.4,7.8,2.9,14.4,19.9,2012,Spanish-LEB-Gold,0
3,Caceres CB,44,40.4,79.7,28.9,62.1,0.465,6.8,18.8,0.361,15.2,20.1,0.754,10.0,22.6,32.6,12.9,6.7,2.3,12.8,19.1,2012,Spanish-LEB-Gold,1
4,CB Clavijo Logrono,34,40.3,79.6,29.4,64.0,0.458,6.7,19.9,0.337,14.2,20.6,0.692,10.5,24.1,34.5,12.4,7.3,2.8,13.2,19.6,2012,Spanish-LEB-Gold,0
5,CD Maristas Palencia,34,40.0,79.6,29.4,64.6,0.454,7.5,21.8,0.344,13.4,18.8,0.712,10.5,23.3,33.8,12.7,7.4,2.6,12.9,20.0,2012,Spanish-LEB-Gold,0
6,Hereda San Pablo Burgos,39,40.1,78.7,28.9,61.2,0.472,7.4,19.7,0.378,13.6,19.2,0.706,9.8,22.3,32.0,14.8,8.6,2.0,13.3,20.8,2012,Spanish-LEB-Gold,0
7,Baloncesto Leon,34,40.3,78.6,28.3,60.1,0.471,6.9,20.3,0.34,15.0,20.8,0.721,8.8,22.8,31.6,14.2,8.1,1.6,15.5,19.1,2012,Spanish-LEB-Gold,0
8,Melilla CB,48,40.1,78.0,28.7,60.1,0.477,8.1,21.0,0.384,12.6,17.6,0.715,8.8,23.2,32.0,15.9,6.0,2.3,12.2,19.0,2012,Spanish-LEB-Gold,0
9,BC Navarra,41,40.7,77.9,27.7,60.4,0.459,8.1,21.2,0.382,14.4,20.0,0.717,8.9,22.4,31.2,11.7,6.5,2.0,13.5,18.2,2012,Spanish-LEB-Gold,0
10,CBP Huesca,34,40.3,77.1,28.4,65.4,0.434,7.1,20.8,0.342,13.2,18.7,0.704,11.6,20.9,32.5,12.9,8.1,2.6,15.2,20.1,2012,Spanish-LEB-Gold,0
11,Rio Breogan,38,40.1,77.1,28.0,60.1,0.466,6.8,18.7,0.366,14.3,18.7,0.766,9.7,22.7,32.5,12.2,7.6,2.0,14.2,20.6,2012,Spanish-LEB-Gold,0
12,CB Menorca,45,40.2,76.6,28.1,59.5,0.473,6.1,18.4,0.332,14.3,20.3,0.702,9.8,22.7,32.4,13.2,7.2,2.2,13.8,21.7,2012,Spanish-LEB-Gold,0
13,CB Girona,34,40.7,75.0,27.8,62.1,0.448,7.8,23.1,0.337,11.6,15.6,0.747,9.8,21.7,31.5,12.3,6.8,2.6,14.4,21.6,2012,Spanish-LEB-Gold,0
14,CB Tarragona,34,40.1,73.2,28.7,65.5,0.439,5.8,18.6,0.313,9.9,15.7,0.633,10.7,21.4,32.1,13.2,9.1,2.3,15.5,21.5,2012,Spanish-LEB-Gold,0
15,Forca Lleida CE,39,40.3,73.0,26.5,59.9,0.442,6.6,20.2,0.325,13.5,19.1,0.706,9.4,21.2,30.5,13.2,7.9,1.8,12.6,21.8,2012,Spanish-LEB-Gold,0
16,U.B. La Palma,38,38.6,72.9,27.3,59.4,0.459,7.3,21.6,0.338,11.1,14.9,0.739,7.9,20.1,28.0,15.2,8.5,1.3,13.5,17.9,2012,Spanish-LEB-Gold,0
17,CB Granada,34,40.7,71.1,26.4,63.3,0.418,5.8,20.6,0.282,12.4,16.7,0.738,9.9,21.8,31.7,11.5,6.9,1.5,14.1,19.2,2012,Spanish-LEB-Gold,0
18,CB Clinicas Rincon Malaga,34,40.0,62.5,24.2,57.9,0.417,4.3,15.3,0.28,9.8,16.0,0.614,10.7,20.9,31.6,7.9,7.3,4.4,18.0,21.6,2012,Spanish-LEB-Gold,0
