#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Boras Basket,45,40.0,89.9,32.7,67.2,0.487,7.8,20.3,0.381,16.8,21.5,0.779,10.5,24.0,34.5,15.9,6.8,2.1,13.6,21.0,2012,Swedish-Basketligan,0
2,Jamtland Basket,36,40.4,86.2,32.1,67.0,0.479,6.9,18.9,0.365,15.1,21.1,0.716,9.4,23.6,33.0,17.4,7.2,2.3,14.7,21.9,2012,Swedish-Basketligan,0
3,Solna,39,40.4,86.2,32.0,71.4,0.448,8.5,24.3,0.351,13.5,17.6,0.767,12.1,23.9,36.1,16.2,6.6,2.6,14.0,20.3,2012,Swedish-Basketligan,0
4,Sundsvall,41,40.7,86.2,31.4,66.5,0.472,7.2,20.2,0.359,16.1,21.3,0.754,8.6,26.0,34.6,15.9,7.8,3.6,16.2,19.3,2012,Swedish-Basketligan,0
5,BC LF Lulea,45,40.3,85.4,32.8,67.7,0.484,6.3,18.1,0.348,13.4,18.7,0.715,9.6,23.4,33.0,14.4,8.1,2.9,13.0,17.5,2012,Swedish-Basketligan,0
6,Uppsala Basket,41,40.4,83.5,30.5,68.6,0.445,8.5,23.6,0.361,13.9,18.6,0.748,10.2,21.3,31.5,15.0,8.9,2.6,13.1,19.8,2012,Swedish-Basketligan,0
7,Norrkoping,50,40.2,83.3,30.6,65.6,0.467,7.9,22.5,0.349,14.2,18.5,0.766,10.6,23.1,33.7,15.3,7.9,2.0,13.9,19.0,2012,Swedish-Basketligan,1
8,Sodertalje,49,40.2,83.1,30.5,62.2,0.49,5.0,14.3,0.351,17.2,21.3,0.807,9.1,21.5,30.6,14.3,8.2,2.4,12.7,20.7,2012,Swedish-Basketligan,0
9,08 Stockholm HR,40,40.5,80.5,29.2,63.2,0.462,8.2,22.2,0.369,13.8,19.2,0.721,8.3,23.3,31.6,15.8,6.4,3.2,15.0,21.1,2012,Swedish-Basketligan,0
10,Eco Orebro,36,40.3,78.5,29.9,64.7,0.463,5.6,16.4,0.341,13.2,19.4,0.677,9.6,21.9,31.5,16.6,6.2,2.6,15.6,20.2,2012,Swedish-Basketligan,0
