#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Boras Basket,44,40.0,87.5,32.5,68.2,0.477,8.0,21.3,0.374,14.5,17.9,0.807,9.2,26.8,35.9,18.3,6.1,2.5,13.3,16.5,2015,Swedish-Basketligan,0
2,Norrkoping,39,40.3,86.0,32.3,66.3,0.487,8.7,22.1,0.392,12.6,16.1,0.784,9.9,24.9,34.8,17.7,6.2,4.5,13.2,20.3,2015,Swedish-Basketligan,0
3,Sodertalje,47,40.4,85.6,32.0,65.4,0.489,9.2,23.1,0.396,12.5,16.6,0.753,8.9,23.5,32.5,15.5,7.1,2.3,10.8,16.9,2015,Swedish-Basketligan,1
4,Sundsvall,42,40.0,84.9,31.2,67.3,0.463,9.0,25.2,0.358,13.5,18.8,0.722,9.1,25.5,34.7,15.2,6.5,2.7,13.3,18.3,2015,Swedish-Basketligan,0
5,BC LF Lulea,37,40.1,84.7,32.1,66.9,0.479,6.8,19.7,0.342,13.8,19.0,0.723,7.7,25.0,32.7,17.9,8.4,3.2,13.3,18.8,2015,Swedish-Basketligan,0
6,Uppsala Basket,50,40.0,83.5,30.7,69.9,0.439,8.8,24.8,0.355,13.4,18.1,0.738,11.4,23.9,35.2,15.5,8.8,2.1,11.6,19.2,2015,Swedish-Basketligan,0
7,Solna,38,40.4,81.9,30.1,68.0,0.442,9.2,25.7,0.358,12.6,16.4,0.763,10.4,22.2,32.6,15.8,8.3,2.6,14.9,20.9,2015,Swedish-Basketligan,0
8,Jamtland Basket,34,40.6,79.9,30.7,67.8,0.452,6.0,17.1,0.349,12.5,17.1,0.733,10.4,24.1,34.4,15.0,5.9,2.5,15.7,20.9,2015,Swedish-Basketligan,0
9,Eco Orebro,34,40.5,78.7,30.0,69.4,0.432,7.6,21.0,0.364,11.0,15.5,0.708,10.9,22.6,33.4,13.4,6.7,2.1,15.5,20.9,2015,Swedish-Basketligan,0
10,UMEA Bskt,34,40.3,74.8,28.6,65.5,0.437,7.2,21.6,0.334,10.3,14.1,0.729,9.5,23.0,32.6,15.1,5.9,2.3,16.3,20.0,2015,Swedish-Basketligan,0
11,KFUM Nassjo Basket,37,39.9,71.9,28.0,65.9,0.425,5.0,17.5,0.284,11.0,16.1,0.681,10.4,23.5,33.9,12.5,7.7,2.6,13.7,19.9,2015,Swedish-Basketligan,0
