#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Boras Basket,47,40.0,86.7,32.3,68.1,0.474,9.0,23.3,0.386,13.1,16.1,0.813,9.4,25.3,34.7,17.0,5.2,2.5,13.0,16.8,2014,Swedish-Basketligan,0
2,Sodertalje,53,40.2,84.0,30.5,61.3,0.497,9.8,23.9,0.411,13.2,16.2,0.817,7.0,22.8,29.8,15.2,5.9,2.2,10.8,18.4,2014,Swedish-Basketligan,1
3,Sundsvall,40,40.4,83.0,30.6,66.0,0.464,9.7,24.8,0.393,12.0,15.8,0.761,8.2,23.7,31.9,15.9,6.4,2.6,13.1,17.8,2014,Swedish-Basketligan,0
4,BC LF Lulea,41,40.1,82.3,31.4,66.5,0.471,7.4,19.7,0.376,12.2,16.4,0.746,7.9,23.2,31.1,15.4,6.3,1.9,13.9,19.3,2014,Swedish-Basketligan,0
5,Uppsala Basket,47,40.1,82.0,30.7,69.8,0.44,8.4,24.2,0.347,12.2,16.2,0.754,11.9,23.5,35.4,16.4,7.5,2.6,12.4,20.1,2014,Swedish-Basketligan,0
6,Norrkoping,52,40.3,81.5,31.6,66.7,0.473,7.4,21.5,0.344,11.0,14.4,0.763,9.6,24.8,34.4,18.4,6.5,4.1,11.8,19.5,2014,Swedish-Basketligan,0
7,KFUM Nassjo Basket,36,40.1,81.4,30.4,65.4,0.464,7.4,20.6,0.361,13.1,16.7,0.785,9.3,20.8,30.1,14.5,6.7,1.6,13.7,21.3,2014,Swedish-Basketligan,0
8,Solna,39,40.3,78.8,29.5,65.3,0.451,8.5,24.3,0.348,11.5,15.9,0.722,9.2,22.8,32.0,15.7,7.9,2.2,13.0,17.9,2014,Swedish-Basketligan,0
9,Jamtland Basket,39,40.4,78.3,28.2,65.7,0.43,6.8,19.9,0.341,15.1,20.0,0.754,10.7,24.1,34.8,12.4,5.2,2.1,14.9,19.1,2014,Swedish-Basketligan,0
10,Eco Orebro,36,40.4,76.7,29.9,67.6,0.443,6.5,20.5,0.319,10.3,15.4,0.664,11.6,22.5,34.1,15.0,6.1,1.6,14.7,20.4,2014,Swedish-Basketligan,0
