#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Wetterbygden Stars Huskvarna,33,40.4,91.2,32.7,69.7,0.469,11.6,29.9,0.389,14.2,17.9,0.792,9.7,24.0,33.8,19.4,6.8,2.7,13.9,18.9,2020,Swedish-Basketligan
2,Boras Basket,33,40.2,90.9,31.3,65.5,0.478,12.7,32.0,0.395,15.6,20.2,0.775,9.5,25.9,35.4,20.3,5.8,2.9,11.1,19.4,2020,Swedish-Basketligan
3,Jamtland Basket,32,40.5,90.3,34.0,69.5,0.489,8.3,24.0,0.346,14.0,18.5,0.757,10.0,28.2,38.2,21.2,6.6,2.8,15.5,21.4,2020,Swedish-Basketligan
4,BC LF Lulea,33,40.2,88.2,31.3,65.7,0.477,12.5,32.5,0.383,13.0,17.4,0.749,7.6,25.8,33.4,19.4,7.5,4.0,13.3,19.6,2020,Swedish-Basketligan
5,Koping Stars,32,40.3,84.9,29.9,67.4,0.443,8.1,24.7,0.327,17.3,23.8,0.723,12.0,23.9,35.9,16.0,7.3,2.4,12.0,20.3,2020,Swedish-Basketligan
6,Norrkoping,33,40.4,83.6,29.7,68.3,0.435,7.5,24.7,0.305,16.6,22.2,0.748,10.8,26.7,37.5,15.9,7.3,3.2,14.3,20.7,2020,Swedish-Basketligan
7,Djurgarden Basket,33,40.3,82.8,31.0,70.2,0.441,8.1,25.2,0.319,12.8,18.7,0.688,9.2,22.6,31.8,18.4,6.0,2.5,11.1,18.3,2020,Swedish-Basketligan
8,Sodertalje,33,40.1,82.5,29.8,64.5,0.462,8.6,23.3,0.368,14.3,19.1,0.748,8.6,24.5,33.1,16.4,7.4,2.3,11.6,20.9,2020,Swedish-Basketligan
9,UMEA Bskt,33,40.0,80.7,29.5,66.5,0.444,7.5,23.9,0.315,14.2,20.4,0.698,9.5,24.7,34.2,16.1,6.5,2.8,13.9,19.9,2020,Swedish-Basketligan
10,KFUM Nassjo Basket,33,40.4,80.4,29.7,66.5,0.446,7.5,23.9,0.315,13.5,17.8,0.76,8.8,24.4,33.2,14.3,6.7,2.0,12.6,22.3,2020,Swedish-Basketligan
