#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,KK Sloboda Uzice,26,40.2,90.8,32.0,65.8,0.486,8.7,24.8,0.35,18.1,24.9,0.725,11.0,23.7,34.7,21.7,8.3,2.1,13.3,22.3,2020,Serbian-KLS
2,Zlatibor Cajetina,26,40.1,89.8,31.4,62.9,0.499,10.1,27.3,0.37,16.8,21.9,0.77,8.5,24.4,32.8,21.5,6.0,0.9,14.3,25.5,2020,Serbian-KLS
3,OKK Novi Pazar,26,40.6,89.7,30.7,62.4,0.491,9.5,25.4,0.372,19.0,24.1,0.788,8.5,25.3,33.8,20.7,7.8,2.0,17.2,25.5,2020,Serbian-KLS
4,KK Mladost Admiral Zemun,26,40.2,88.4,32.3,68.3,0.472,7.5,22.8,0.331,16.3,23.0,0.71,10.9,23.8,34.7,18.4,7.9,2.3,14.0,23.1,2020,Serbian-KLS
5,KK Borac Cacak,26,40.0,88.1,30.6,66.6,0.459,11.3,32.8,0.344,15.7,22.3,0.702,8.5,25.5,34.0,21.0,8.7,2.4,12.8,23.7,2020,Serbian-KLS
6,KK Dynamic,26,40.0,85.5,30.5,60.8,0.501,9.5,27.0,0.353,15.0,20.7,0.724,8.3,24.2,32.5,20.8,6.5,2.3,15.1,24.0,2020,Serbian-KLS
7,KK Vojvodina Novi Sad,26,40.8,83.0,28.1,64.5,0.436,10.5,29.5,0.354,16.4,23.0,0.713,7.4,21.7,29.0,19.5,5.4,1.5,13.3,25.6,2020,Serbian-KLS
8,KK Dunav Stari Banovci,26,40.4,81.4,26.4,64.2,0.412,8.7,28.3,0.308,19.8,26.0,0.761,10.4,22.4,32.8,15.2,6.9,1.8,12.6,22.0,2020,Serbian-KLS
9,OKK Beograd,26,40.9,80.7,29.4,66.7,0.441,5.3,18.5,0.284,16.7,24.4,0.685,10.7,26.2,36.8,16.6,7.7,4.0,15.0,23.0,2020,Serbian-KLS
10,KK Kolubara LA 2003,26,40.2,80.3,27.7,61.3,0.453,8.3,24.7,0.336,16.6,20.3,0.816,9.5,23.2,32.7,18.7,6.5,1.3,15.9,21.4,2020,Serbian-KLS
11,KK Metalac Valjevo,26,40.2,80.3,28.5,63.0,0.452,7.5,24.2,0.311,15.8,21.6,0.731,9.3,23.3,32.6,17.0,6.2,2.8,15.2,20.7,2020,Serbian-KLS
12,KK Vrsac Swisslion,26,40.2,80.0,28.6,63.7,0.449,8.3,26.9,0.309,14.6,20.7,0.703,9.0,22.7,31.7,18.5,6.1,1.2,13.3,23.0,2020,Serbian-KLS
13,KK Napredak JKP,26,40.6,79.7,28.5,63.1,0.451,7.0,23.2,0.301,15.8,23.7,0.666,11.3,25.7,37.0,16.9,7.4,2.3,14.9,23.3,2020,Serbian-KLS
14,KK Tamis,26,40.4,76.4,26.0,56.2,0.464,7.7,20.7,0.369,16.7,24.3,0.684,6.8,23.7,30.5,15.9,6.4,1.6,15.3,23.5,2020,Serbian-KLS
