#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,KK Mega Bemax,12,40.0,94.3,33.3,68.9,0.484,10.7,31.0,0.344,17.0,24.5,0.694,11.3,24.7,35.9,23.9,10.4,4.7,14.8,22.7,2019,Serbian-KLS,0
2,KK Vojvodina Novi Sad,26,41.2,88.4,30.5,72.5,0.421,11.1,34.1,0.326,16.3,22.9,0.713,10.0,23.9,34.0,17.3,7.7,1.3,15.0,24.5,2019,Serbian-KLS,0
3,KK Partizan,17,40.0,88.3,31.2,64.9,0.48,10.5,28.6,0.366,15.5,22.7,0.681,11.5,23.1,34.6,20.6,9.0,2.6,12.2,23.5,2019,Serbian-KLS,0
4,OKK Novi Pazar,36,40.3,86.9,29.8,63.8,0.468,7.9,24.8,0.321,19.3,26.9,0.719,10.8,24.7,35.4,21.1,7.9,1.3,15.2,24.1,2019,Serbian-KLS,0
5,KK Crvena Zvezda,16,40.0,85.9,29.3,60.6,0.484,10.6,29.4,0.36,16.8,22.6,0.742,8.3,24.8,33.0,19.2,7.5,3.7,13.1,21.5,2019,Serbian-KLS,1
6,KK Borac Cacak,36,40.0,85.5,29.7,63.1,0.471,9.8,28.9,0.341,16.2,21.0,0.77,7.8,24.4,32.2,17.9,8.2,2.6,12.0,21.3,2019,Serbian-KLS,0
7,KK Sloboda Uzice,36,40.1,85.1,30.4,63.1,0.481,6.2,19.1,0.323,18.2,25.3,0.722,7.7,24.8,32.4,19.2,7.9,1.8,14.9,23.3,2019,Serbian-KLS,0
8,OKK Beograd,36,40.3,84.8,30.8,66.7,0.462,6.4,20.3,0.313,16.8,24.3,0.69,10.1,26.4,36.5,18.9,8.2,3.8,15.5,21.1,2019,Serbian-KLS,0
9,KK Dynamic,36,40.4,84.5,30.4,66.1,0.459,9.9,30.3,0.327,13.8,20.5,0.673,10.3,24.6,34.9,21.4,8.5,2.8,15.3,22.9,2019,Serbian-KLS,0
10,KK Vrsac Swisslion,26,40.6,84.1,29.1,63.3,0.459,7.2,24.3,0.297,18.7,25.5,0.732,8.9,23.3,32.2,19.6,8.0,2.9,14.2,23.5,2019,Serbian-KLS,0
11,KK Metalac Valjevo,26,40.2,81.8,29.9,64.8,0.461,6.0,20.8,0.287,16.1,23.3,0.69,8.0,23.5,31.5,20.1,8.2,2.3,14.1,21.1,2019,Serbian-KLS,0
12,KK Mladost Admiral Zemun,26,40.2,81.4,29.6,63.6,0.466,7.4,21.3,0.347,14.8,20.1,0.738,9.2,23.4,32.6,18.1,6.5,3.0,14.4,21.5,2019,Serbian-KLS,0
13,KK Tamis,36,40.0,81.4,28.6,59.1,0.484,8.4,23.1,0.364,15.7,21.5,0.728,6.9,22.0,28.9,19.4,7.6,1.3,15.9,23.2,2019,Serbian-KLS,0
14,FMP Beograd,13,40.0,80.5,29.3,65.2,0.449,5.9,20.5,0.289,15.9,21.4,0.745,13.2,25.0,38.2,18.0,7.8,2.5,14.9,21.6,2019,Serbian-KLS,0
15,Zlatibor Cajetina,36,40.4,78.9,28.8,63.1,0.457,7.8,25.3,0.308,13.5,19.1,0.705,9.3,25.6,34.9,17.6,6.6,1.3,14.9,23.0,2019,Serbian-KLS,0
16,KK Spartak Subotica,26,40.0,78.9,29.2,64.9,0.451,6.7,21.3,0.312,13.8,18.5,0.744,10.2,23.5,33.7,15.1,4.9,3.1,15.2,22.3,2019,Serbian-KLS,0
17,KK Dunav Stari Banovci,36,40.2,77.6,27.2,65.7,0.414,9.3,27.3,0.338,13.9,20.2,0.691,10.0,22.3,32.3,14.5,7.2,1.8,15.3,22.5,2019,Serbian-KLS,0
18,KK Beovuk 72,26,40.1,77.1,26.2,63.7,0.411,6.0,22.1,0.274,18.7,26.0,0.719,9.5,23.0,32.6,15.3,7.1,1.8,18.6,25.6,2019,Serbian-KLS,0
