#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,KK Mega Bemax,43,40.2,84.9,31.2,62.2,0.501,6.4,19.4,0.331,16.1,22.2,0.725,10.0,27.7,37.7,16.3,5.6,2.5,15.3,20.1,2013,Serbian-KLS,0
2,KK Partizan,20,40.0,82.4,29.6,58.5,0.506,7.0,18.4,0.38,16.2,23.2,0.7,9.1,26.1,35.1,16.2,8.0,3.7,13.5,23.3,2013,Serbian-KLS,1
3,KK Vrsac Swisslion,26,40.4,82.2,30.1,62.7,0.479,6.2,20.0,0.308,15.8,21.8,0.725,9.0,23.3,32.4,16.3,5.9,3.5,11.3,21.3,2013,Serbian-KLS,0
4,OKK Beograd,26,40.4,82.1,29.1,61.4,0.473,5.9,20.5,0.287,18.0,27.2,0.664,8.7,21.3,30.0,17.3,10.1,2.4,12.9,20.9,2013,Serbian-KLS,0
5,KK Vojvodina Novi Sad,42,40.1,82.0,30.1,61.2,0.491,6.6,19.0,0.348,15.2,21.4,0.711,8.4,21.9,30.3,15.0,9.7,1.6,12.9,24.7,2013,Serbian-KLS,0
6,Vrsac Swisslion,14,40.0,79.4,28.8,62.6,0.46,7.6,23.4,0.323,14.3,19.0,0.752,8.4,23.1,31.5,17.6,7.3,3.3,11.4,21.7,2013,Serbian-KLS,0
7,KK Sloga,26,40.0,78.5,29.1,58.8,0.494,6.3,19.5,0.323,14.1,19.1,0.738,6.5,20.4,26.9,16.7,8.2,2.2,14.9,20.2,2013,Serbian-KLS,0
8,KK Crvena Zvezda,21,40.0,77.4,26.1,59.0,0.443,7.0,19.9,0.349,18.1,26.3,0.689,8.2,23.8,32.0,14.8,6.3,2.3,12.0,25.3,2013,Serbian-KLS,0
9,FMP Beograd,26,40.4,76.2,28.2,61.7,0.456,7.2,21.5,0.336,12.7,17.8,0.711,9.1,21.6,30.7,12.1,7.7,3.3,11.3,22.5,2013,Serbian-KLS,0
10,KK Metalac Valjevo,40,40.1,76.1,26.1,58.8,0.444,7.4,23.2,0.317,16.6,22.2,0.748,7.9,22.9,30.8,13.0,7.7,2.5,13.0,22.2,2013,Serbian-KLS,0
11,KK Smederevo 1953,26,40.2,75.4,27.0,58.3,0.463,7.5,23.3,0.324,13.9,18.3,0.762,6.7,21.5,28.2,12.3,7.6,1.7,11.8,22.6,2013,Serbian-KLS,0
12,BKK Radnicki Beograd,26,40.4,74.8,27.2,62.2,0.438,5.2,19.3,0.269,15.1,20.1,0.751,9.2,21.7,30.9,11.7,7.7,2.0,12.5,23.8,2013,Serbian-KLS,0
13,KK Borac Cacak,26,40.6,74.7,26.5,57.6,0.46,7.2,22.1,0.325,14.6,19.4,0.75,7.3,22.2,29.5,13.6,7.3,1.3,12.0,18.8,2013,Serbian-KLS,0
14,KK Tamis,26,40.0,74.1,27.3,59.0,0.462,7.7,22.7,0.337,11.9,16.7,0.71,7.5,20.0,27.5,14.1,8.5,1.9,12.5,23.3,2013,Serbian-KLS,0
15,KK Sloboda Uzice,40,40.0,73.1,26.4,57.0,0.463,5.7,19.3,0.292,14.7,21.0,0.703,8.2,18.9,27.1,10.2,9.1,1.9,15.3,23.8,2013,Serbian-KLS,0
16,KK Jagodina,26,40.2,72.6,25.8,57.7,0.448,7.4,22.8,0.323,13.6,19.0,0.718,6.9,19.7,26.7,12.0,7.2,2.4,15.7,20.8,2013,Serbian-KLS,0
17,KK Konstantin Nis,40,40.1,70.6,26.4,59.6,0.442,7.2,24.1,0.297,10.7,15.9,0.674,8.4,20.6,29.0,13.7,8.1,1.5,12.3,24.3,2013,Serbian-KLS,0
