#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Hitachi Sun Rockers,41,40.4,85.4,31.6,70.0,0.451,9.4,26.9,0.351,12.8,18.2,0.702,12.7,22.5,35.2,22.0,8.9,3.0,11.9,19.6,2020,Japanese-B.League,0
2,Chiba Jets,40,40.5,83.8,31.5,65.3,0.481,8.0,22.8,0.352,12.9,17.5,0.739,9.4,25.0,34.4,21.4,7.6,3.3,12.0,17.4,2020,Japanese-B.League,0
3,Kawasaki Brave Thunders,40,40.2,83.0,29.9,62.8,0.476,9.6,26.1,0.368,13.5,17.8,0.759,8.5,25.0,33.5,23.0,7.4,3.0,12.6,17.2,2020,Japanese-B.League,0
4,Aishin Sea Horses,41,40.4,82.3,30.8,63.3,0.486,7.3,20.4,0.356,13.5,17.5,0.774,7.5,24.6,32.0,20.5,5.1,1.9,10.4,15.6,2020,Japanese-B.League,0
5,Link Tochigi Brex,40,40.0,81.7,31.3,68.3,0.458,9.2,25.4,0.363,9.9,13.9,0.712,9.9,23.7,33.6,21.0,7.5,2.2,9.3,18.5,2020,Japanese-B.League,0
6,Toyota Alvark,41,40.0,79.0,29.0,62.2,0.466,7.5,22.3,0.338,13.4,17.4,0.774,8.6,24.0,32.7,20.3,6.8,2.6,9.8,16.6,2020,Japanese-B.League,0
7,Ryukyu Golden Kings,40,40.2,78.8,29.5,67.5,0.437,8.1,24.9,0.323,11.8,15.6,0.76,12.6,23.2,35.8,18.0,6.6,1.9,10.4,18.9,2020,Japanese-B.League,0
8,Osaka Evessa,40,40.5,78.7,30.5,66.7,0.457,7.8,21.7,0.36,9.9,14.4,0.692,9.9,27.0,36.9,21.6,6.5,3.2,12.0,14.8,2020,Japanese-B.League,0
9,Toyama Grouses,41,40.5,76.0,27.6,61.7,0.448,6.5,19.4,0.335,14.3,18.8,0.764,7.7,23.4,31.1,19.1,7.2,1.6,11.8,15.2,2020,Japanese-B.League,0
10,Kyoto Hannaryz,41,40.0,75.9,27.8,59.2,0.47,6.9,19.4,0.354,13.4,18.8,0.712,5.7,24.6,30.3,19.3,5.9,2.3,12.8,15.4,2020,Japanese-B.League,0
11,Shiga Lakestars,41,40.1,75.8,28.0,65.3,0.428,8.9,26.5,0.336,11.0,15.0,0.733,10.3,26.4,36.7,20.4,5.0,2.0,12.3,16.3,2020,Japanese-B.League,0
12,Levanga Hokkaido,40,40.2,75.6,28.8,65.9,0.437,6.0,18.3,0.325,12.1,16.9,0.717,11.4,20.3,31.6,19.0,7.3,2.8,11.2,19.6,2020,Japanese-B.League,0
13,Akita Northern Happinets,40,40.0,75.0,27.8,64.7,0.429,6.4,20.7,0.307,13.1,18.5,0.709,11.2,21.7,32.9,18.9,9.5,3.0,12.1,20.6,2020,Japanese-B.League,0
14,Yokohama B-Corsairs,40,40.7,74.0,29.0,68.3,0.425,6.5,21.0,0.311,9.5,14.3,0.662,12.0,23.5,35.5,18.2,6.5,2.8,12.3,19.1,2020,Japanese-B.League,0
15,Nagoya Diamond Dolphins,41,40.2,73.3,28.0,63.6,0.441,8.0,25.0,0.317,9.2,14.4,0.64,7.6,25.2,32.8,19.0,6.9,2.9,13.7,16.1,2020,Japanese-B.League,0
16,Shimane Susanoo Magic,41,40.0,71.3,27.7,64.8,0.428,7.4,23.5,0.315,8.4,11.5,0.73,7.9,23.7,31.6,20.4,7.1,2.0,12.6,17.3,2020,Japanese-B.League,1
17,Nigata Albirex,41,40.4,70.3,25.2,60.2,0.419,7.3,23.5,0.313,12.4,17.8,0.7,6.8,25.8,32.6,17.6,5.5,2.2,13.3,14.5,2020,Japanese-B.League,0
18,Sanen Neophoenix,41,40.2,69.2,26.7,61.6,0.433,7.6,21.9,0.346,8.3,12.2,0.683,6.9,23.3,30.2,17.5,5.8,2.3,13.2,16.1,2020,Japanese-B.League,0
