#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Aishin Sea Horses,64,40.6,84.0,31.5,64.5,0.489,6.4,17.6,0.366,14.5,18.8,0.77,9.1,27.1,36.2,20.1,5.8,2.4,11.1,15.5,2018,Japanese-B.League,0
2,Chiba Jets,65,40.1,83.5,31.7,65.4,0.484,7.5,22.1,0.341,12.6,18.7,0.675,9.1,23.9,33.0,20.9,8.5,3.5,12.2,17.2,2018,Japanese-B.League,0
3,Kawasaki Brave Thunders,62,40.3,81.9,30.2,64.6,0.467,7.0,19.5,0.357,14.6,19.6,0.741,9.7,24.7,34.5,20.7,6.6,2.1,12.2,16.1,2018,Japanese-B.League,0
4,Nigata Albirex,60,40.2,81.0,29.4,64.1,0.458,7.8,22.8,0.341,14.4,18.4,0.787,8.3,24.8,33.1,16.2,5.2,2.2,11.0,18.0,2018,Japanese-B.League,0
5,Levanga Hokkaido,60,40.5,79.9,29.5,64.6,0.457,6.3,18.4,0.343,14.6,19.1,0.766,9.3,22.6,31.9,21.7,8.0,3.2,13.0,18.8,2018,Japanese-B.League,0
6,Toyota Alvark,65,40.3,79.1,29.4,63.0,0.467,6.2,17.6,0.352,14.0,18.4,0.761,9.2,24.9,34.1,18.4,6.6,3.3,10.6,17.7,2018,Japanese-B.League,1
7,Nagoya Diamond Dolphins,62,40.4,78.8,29.0,64.1,0.452,8.7,25.0,0.35,12.1,16.4,0.736,7.7,24.8,32.5,18.8,6.4,1.8,12.2,16.9,2018,Japanese-B.League,0
8,Kyoto Hannaryz,62,40.1,77.9,27.6,60.7,0.455,7.2,20.7,0.349,15.4,21.8,0.708,9.1,22.8,31.9,17.3,6.1,2.0,12.4,18.0,2018,Japanese-B.League,0
9,Toyama Grouses,63,40.1,77.5,29.9,68.0,0.44,6.8,19.5,0.349,10.9,15.2,0.716,8.8,25.0,33.8,19.4,6.0,2.7,11.7,20.6,2018,Japanese-B.League,0
10,Yokohama B-Corsairs,63,40.2,76.0,28.7,64.7,0.443,5.3,16.8,0.319,13.2,19.2,0.688,9.3,23.5,32.8,19.9,7.2,3.6,13.1,19.1,2018,Japanese-B.League,0
11,Link Tochigi Brex,62,40.1,74.7,29.2,67.7,0.431,5.9,18.2,0.326,10.5,14.8,0.705,10.1,23.4,33.5,18.0,7.8,2.5,10.6,19.1,2018,Japanese-B.League,0
12,Ryukyu Golden Kings,64,40.2,74.3,27.1,61.2,0.444,8.7,24.4,0.356,11.3,16.5,0.685,9.3,24.9,34.2,19.3,7.0,3.4,14.0,19.0,2018,Japanese-B.League,0
13,Osaka Evessa,60,40.2,73.6,27.3,63.4,0.43,6.0,18.6,0.324,13.0,17.5,0.745,9.3,24.1,33.4,18.3,6.5,2.9,13.4,19.1,2018,Japanese-B.League,0
14,Shiga Lakestars,60,40.3,73.6,28.4,63.8,0.445,5.1,16.5,0.308,11.7,17.2,0.679,9.7,24.2,33.9,19.7,7.0,3.7,13.6,19.1,2018,Japanese-B.League,0
15,Sanen Neophoenix,60,40.2,72.8,26.6,61.1,0.435,7.7,22.3,0.343,12.1,18.0,0.671,6.8,26.0,32.8,17.2,5.4,1.8,12.0,15.4,2018,Japanese-B.League,0
16,Nishinomiya Storks,62,40.0,72.5,27.6,67.9,0.407,5.7,17.2,0.333,11.5,15.5,0.743,9.4,22.5,31.9,14.6,7.6,2.7,12.1,20.1,2018,Japanese-B.League,0
17,Hitachi Sun Rockers,60,40.0,71.3,27.3,66.6,0.41,6.2,19.6,0.314,10.5,14.5,0.721,10.3,24.8,35.0,16.8,7.2,2.4,11.9,16.6,2018,Japanese-B.League,0
18,Shimane Susanoo Magic,62,40.2,71.2,27.5,64.7,0.425,6.0,17.7,0.338,10.3,14.4,0.711,9.0,24.1,33.1,17.1,6.0,2.8,13.0,19.8,2018,Japanese-B.League,0
