#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Real Madrid,2,42.5,94.5,32.5,67.0,0.485,7.5,22.5,0.333,22.0,26.0,0.846,14.5,26.5,41.0,19.5,9.5,5.5,15.5,14.5,2023,Spanish-ACB-SuperCup
2,Barca,2,42.5,87.0,32.0,66.0,0.485,11.5,31.0,0.371,11.5,17.5,0.657,10.5,24.5,35.0,23.5,8.0,2.0,13.5,23.5,2023,Spanish-ACB-SuperCup
3,Joventut Badalona,1,40.0,74.0,24.0,61.0,0.393,7.0,25.0,0.28,19.0,25.0,0.76,8.0,16.0,24.0,17.0,5.0,2.0,11.0,15.0,2023,Spanish-ACB-SuperCup
4,Coosur Real Betis,1,40.0,69.0,28.0,68.0,0.412,11.0,32.0,0.344,2.0,5.0,0.4,11.0,17.0,28.0,12.0,10.0,1.0,17.0,21.0,2023,Spanish-ACB-SuperCup
