#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,UBSC Raiffeisen Graz,28,40.5,86.8,32.1,70.5,0.456,8.3,23.9,0.347,14.3,19.2,0.743,10.9,24.6,35.5,19.3,8.4,2.9,13.3,19.4,2021,Austrian-A-Bundesliga
2,Allianz Swans Gmunden,40,40.4,86.2,31.2,62.5,0.499,8.7,22.5,0.385,15.2,19.5,0.778,8.1,23.5,31.6,19.7,6.5,1.7,12.9,18.3,2021,Austrian-A-Bundesliga
3,BC Hallmann Vienna,30,40.3,83.8,29.2,61.3,0.476,8.8,23.6,0.375,16.6,20.8,0.801,6.7,24.9,31.6,19.5,7.3,2.9,12.7,16.3,2021,Austrian-A-Bundesliga
4,Raiffeisen Flyers Wels,35,40.6,81.9,30.5,68.4,0.447,6.7,21.4,0.312,14.1,20.0,0.705,11.5,22.5,34.0,19.3,8.7,1.6,15.1,23.8,2021,Austrian-A-Bundesliga
5,Redwell Gunners Oberwart,36,40.6,81.2,29.1,65.3,0.446,10.4,30.1,0.346,12.6,17.5,0.72,9.1,21.7,30.8,15.2,8.5,2.0,13.5,20.3,2021,Austrian-A-Bundesliga
6,BK Klosterneuburg Dukes,32,40.3,80.6,29.6,63.0,0.469,8.1,24.0,0.337,13.4,18.6,0.722,9.2,23.3,32.4,18.4,5.9,2.3,13.5,18.3,2021,Austrian-A-Bundesliga
7,ece bulls Kapfenberg,40,40.5,79.4,28.4,60.6,0.469,9.8,27.4,0.358,12.7,17.6,0.724,9.4,24.6,34.1,18.6,4.8,2.7,15.2,19.0,2021,Austrian-A-Bundesliga
8,Chin Min Dragons St. Polten,32,40.2,77.1,28.0,65.1,0.429,9.6,26.9,0.356,11.6,17.1,0.68,9.5,23.5,33.1,17.8,8.0,2.5,14.9,18.9,2021,Austrian-A-Bundesliga
9,Arkadia Traiskirchen Lions,24,40.2,74.3,27.7,63.0,0.439,6.8,21.1,0.321,12.2,17.3,0.706,8.9,21.9,30.8,19.7,6.4,1.9,15.8,19.8,2021,Austrian-A-Bundesliga
10,Vienna D.C. Timberwolves,25,40.4,71.4,25.0,65.0,0.385,9.3,30.2,0.309,12.1,15.7,0.768,8.2,22.6,30.8,15.9,7.2,1.3,15.4,19.1,2021,Austrian-A-Bundesliga
