#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Raiffeisen Flyers Wels,36,41.0,85.0,31.4,64.7,0.485,7.4,20.6,0.357,15.1,20.6,0.735,10.2,22.5,32.7,15.3,6.3,2.1,13.0,19.5,2012,Austrian-A-Bundesliga,0
2,BC Hallmann Vienna,32,40.0,83.5,29.8,63.0,0.473,8.7,25.5,0.34,15.2,21.4,0.71,9.4,21.4,30.8,14.8,5.8,2.6,15.4,20.4,2012,Austrian-A-Bundesliga,0
3,ece bulls Kapfenberg,38,40.7,83.1,30.0,62.0,0.485,7.7,22.1,0.346,15.4,20.2,0.76,8.0,21.8,29.8,17.3,7.4,1.6,13.1,19.8,2012,Austrian-A-Bundesliga,0
4,UBSC Raiffeisen Graz,28,40.2,81.7,29.1,60.3,0.483,8.4,23.3,0.359,15.1,20.5,0.74,7.0,20.5,27.5,17.0,4.3,1.1,15.2,19.5,2012,Austrian-A-Bundesliga,0
5,Arkadia Traiskirchen Lions,28,40.4,79.9,29.5,59.0,0.5,5.1,15.4,0.333,15.8,22.0,0.718,7.1,20.5,27.6,13.9,5.9,2.0,14.9,19.3,2012,Austrian-A-Bundesliga,0
6,BSC Raiffeisen Panthers Furstenfeld,33,40.4,79.7,29.5,64.7,0.456,6.4,20.2,0.316,14.2,20.7,0.685,10.5,22.2,32.7,14.1,7.4,2.0,14.5,20.4,2012,Austrian-A-Bundesliga,0
7,BK Klosterneuburg Dukes,43,40.2,79.2,28.0,60.7,0.461,7.6,21.7,0.351,15.7,20.9,0.751,9.3,24.4,33.7,15.4,5.3,1.8,14.3,18.8,2012,Austrian-A-Bundesliga,1
8,Redwell Gunners Oberwart,33,40.2,79.2,28.5,62.7,0.455,6.3,20.9,0.302,15.6,21.2,0.738,8.7,19.9,28.6,13.0,7.0,1.3,12.4,22.2,2012,Austrian-A-Bundesliga,0
9,Allianz Swans Gmunden,41,40.5,79.1,28.2,60.4,0.466,7.2,20.5,0.35,15.5,21.6,0.719,10.5,22.6,33.1,15.3,8.3,1.9,14.7,22.6,2012,Austrian-A-Bundesliga,0
10,magnofit Gussinger Knights,34,40.3,76.3,26.8,59.4,0.451,7.9,23.9,0.329,14.8,20.1,0.739,7.4,21.5,28.9,14.7,6.1,1.7,14.8,20.3,2012,Austrian-A-Bundesliga,0
11,Chin Min Dragons St. Polten,28,40.2,74.3,27.1,57.7,0.47,5.8,18.6,0.313,14.3,20.4,0.699,7.6,20.1,27.7,11.9,6.0,0.9,16.8,22.5,2012,Austrian-A-Bundesliga,0
