#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,BC Hallmann Vienna,37,40.3,89.2,33.5,63.9,0.525,8.6,22.8,0.38,13.5,19.2,0.701,8.1,23.9,31.9,21.3,8.7,3.4,12.2,19.7,2022,Austrian-A-Bundesliga
2,Allianz Swans Gmunden,38,40.5,84.9,30.3,62.0,0.489,7.4,21.6,0.342,16.9,22.7,0.746,9.2,23.6,32.8,20.3,6.1,2.8,14.7,18.6,2022,Austrian-A-Bundesliga
3,Redwell Gunners Oberwart,34,40.4,80.6,29.7,64.9,0.457,8.1,25.2,0.322,13.2,19.3,0.682,11.7,24.4,36.1,16.5,6.0,2.9,13.8,22.1,2022,Austrian-A-Bundesliga
4,Raiffeisen Flyers Wels,27,40.5,79.4,29.2,64.9,0.45,7.6,23.3,0.326,13.4,18.0,0.743,10.0,23.7,33.8,18.3,8.0,1.9,15.6,21.7,2022,Austrian-A-Bundesliga
5,UBSC Raiffeisen Graz,35,40.6,77.9,28.6,65.6,0.436,6.3,20.0,0.318,14.4,19.3,0.747,10.5,23.1,33.7,16.0,8.3,2.1,14.7,16.8,2022,Austrian-A-Bundesliga
6,Arkadia Traiskirchen Lions,26,40.0,77.3,27.9,67.6,0.412,9.1,27.5,0.331,12.5,17.2,0.726,10.7,22.1,32.8,16.0,7.2,2.7,13.0,18.1,2022,Austrian-A-Bundesliga
7,ece bulls Kapfenberg,32,40.4,76.9,28.5,61.5,0.463,9.1,25.7,0.356,10.8,14.8,0.728,8.0,20.3,28.3,14.6,6.3,1.4,13.0,19.0,2022,Austrian-A-Bundesliga
8,Chin Min Dragons St. Polten,31,40.2,75.0,27.6,65.6,0.421,7.8,25.5,0.305,12.0,17.6,0.681,9.8,23.9,33.7,15.4,7.9,3.0,13.5,19.1,2022,Austrian-A-Bundesliga
9,BK Klosterneuburg Dukes,28,40.2,73.9,26.3,62.9,0.418,6.6,23.0,0.289,14.6,20.4,0.715,8.9,22.7,31.6,15.3,7.5,1.4,14.5,21.1,2022,Austrian-A-Bundesliga
10,Vienna D.C. Timberwolves,28,40.0,70.2,24.6,61.9,0.398,9.5,29.2,0.326,11.4,15.9,0.717,8.5,24.3,32.8,16.0,5.0,2.6,16.0,19.1,2022,Austrian-A-Bundesliga
