#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,BC Hallmann Vienna,37,40.0,89.1,31.7,62.1,0.511,10.2,26.7,0.382,15.4,20.6,0.75,8.1,24.4,32.5,21.7,6.6,1.2,11.7,20.5,2023,Austrian-A-Bundesliga
2,Allianz Swans Gmunden,38,40.5,89.1,32.2,63.5,0.507,8.2,22.0,0.375,16.5,21.5,0.767,9.6,22.9,32.4,19.7,7.9,2.7,14.2,18.2,2023,Austrian-A-Bundesliga
3,Raiffeisen Flyers Wels,39,40.5,82.0,30.7,67.9,0.451,7.6,23.1,0.33,13.1,18.8,0.693,9.5,24.2,33.8,18.0,8.1,2.5,12.1,22.2,2023,Austrian-A-Bundesliga
4,UBSC Raiffeisen Graz,35,40.3,79.8,30.6,66.2,0.462,5.8,18.5,0.315,12.7,17.1,0.743,9.1,23.1,32.2,17.1,9.3,1.5,12.3,16.6,2023,Austrian-A-Bundesliga
5,Arkadia Traiskirchen Lions,32,40.1,79.0,29.0,61.6,0.471,9.3,26.1,0.357,11.6,16.0,0.727,7.9,24.2,32.1,18.0,5.6,2.0,14.3,18.8,2023,Austrian-A-Bundesliga
6,Redwell Gunners Oberwart,36,40.7,78.8,27.9,65.0,0.429,9.0,28.9,0.312,14.1,19.1,0.735,10.8,22.9,33.7,13.8,6.4,1.8,13.0,21.8,2023,Austrian-A-Bundesliga
7,BSC Raiffeisen Panthers Furstenfeld,32,40.5,76.8,28.5,65.6,0.435,8.3,25.5,0.325,11.5,16.3,0.702,8.5,22.8,31.3,15.3,5.8,2.4,11.9,17.0,2023,Austrian-A-Bundesliga
8,Chin Min Dragons St. Polten,37,40.9,76.2,26.3,62.2,0.423,9.8,28.3,0.346,13.8,18.5,0.75,10.2,24.2,34.4,13.4,5.3,2.9,16.8,20.1,2023,Austrian-A-Bundesliga
9,ece bulls Kapfenberg,36,40.1,75.4,28.9,60.7,0.477,5.9,20.0,0.298,11.6,15.7,0.74,8.5,22.4,30.9,16.3,6.3,2.5,14.9,21.0,2023,Austrian-A-Bundesliga
10,BK Klosterneuburg Dukes,38,40.6,74.8,27.0,61.6,0.438,6.3,21.4,0.293,14.6,20.5,0.711,8.3,23.1,31.4,15.8,6.0,2.7,14.7,20.9,2023,Austrian-A-Bundesliga
11,COLDAMARIS BBC Nord Dragonz,32,40.1,72.4,25.8,59.4,0.435,9.6,27.3,0.351,11.2,16.0,0.697,6.3,21.3,27.6,17.8,5.7,2.2,16.1,17.8,2023,Austrian-A-Bundesliga
12,Vienna D.C. Timberwolves,32,39.9,70.6,24.8,60.6,0.41,8.5,27.9,0.304,12.5,18.4,0.68,7.6,24.2,31.8,15.2,5.2,2.2,16.3,18.0,2023,Austrian-A-Bundesliga
