#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,US Monastir,6,40.0,89.8,32.8,67.5,0.486,9.3,25.8,0.361,14.8,21.2,0.701,9.0,26.5,35.5,24.2,11.0,4.2,14.3,17.3,2021,Basketball-Africa-League,0
2,Zamalek SC,6,40.0,83.5,32.2,64.5,0.499,7.5,22.5,0.333,11.7,20.8,0.56,10.7,28.8,39.5,22.5,8.5,4.3,19.8,20.3,2021,Basketball-Africa-League,1
3,Petro de Luanda,6,40.0,82.3,29.7,69.7,0.426,11.7,33.8,0.345,11.3,16.7,0.68,12.3,26.8,39.2,17.8,9.8,2.8,19.2,19.7,2021,Basketball-Africa-League,0
4,AS Sale,4,40.0,81.3,28.0,66.0,0.424,6.3,22.0,0.284,19.0,25.5,0.745,9.5,30.0,39.5,14.8,8.0,3.8,20.5,21.3,2021,Basketball-Africa-League,0
5,Ferroviario Maputo,4,40.0,75.0,24.8,70.5,0.351,6.8,25.8,0.262,18.8,23.8,0.789,12.5,26.0,38.5,18.5,7.8,2.8,17.8,18.3,2021,Basketball-Africa-League,0
6,AS Douanes,4,40.0,73.0,28.0,70.8,0.396,8.8,24.5,0.357,8.3,12.5,0.66,9.3,23.3,32.5,17.5,10.8,2.8,15.0,23.5,2021,Basketball-Africa-League,0
7,FAP Basketball,4,40.0,72.0,25.0,77.0,0.325,8.0,30.8,0.26,14.0,22.5,0.622,15.8,26.3,42.0,15.5,8.8,2.3,15.3,21.8,2021,Basketball-Africa-League,0
8,Groupement Sportif des Petroliers,3,40.0,71.0,26.0,65.7,0.396,5.3,18.7,0.286,13.7,23.0,0.594,11.0,25.0,36.0,16.0,7.3,2.7,22.0,25.7,2021,Basketball-Africa-League,0
9,Patriots BBC,6,40.0,70.5,24.8,65.7,0.378,9.7,27.8,0.347,11.2,18.0,0.62,12.5,26.0,38.5,16.7,6.5,2.8,19.7,18.7,2021,Basketball-Africa-League,0
10,AS Police,3,40.1,70.0,25.7,75.3,0.341,5.7,27.0,0.21,13.0,18.7,0.696,14.0,24.0,38.0,18.7,7.3,2.3,20.3,19.0,2021,Basketball-Africa-League,0
11,Rivers Hoopers,3,40.0,70.0,26.3,71.3,0.369,6.0,26.7,0.225,11.3,16.3,0.694,15.0,26.7,41.7,16.3,7.7,5.3,17.7,14.0,2021,Basketball-Africa-League,0
12,Gendarmerie Nationale BC,3,40.0,69.0,27.3,68.3,0.4,8.3,26.3,0.316,6.0,9.7,0.621,7.7,21.0,28.7,16.0,7.3,1.3,18.3,17.0,2021,Basketball-Africa-League,0
