#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Karpos Sokoli,18,40.5,84.1,29.8,65.8,0.453,9.9,27.6,0.361,14.6,18.9,0.771,8.6,22.1,30.7,16.8,7.7,1.3,10.1,22.9,2017,Macedonian-Superleague,0
2,MZT Skopje Aerodrom,17,40.4,82.1,30.2,62.2,0.485,7.5,22.2,0.339,14.2,19.5,0.728,9.2,25.7,34.9,14.2,5.5,2.1,11.2,21.3,2017,Macedonian-Superleague,1
3,KK Rabotnicki AD Skipje,27,40.2,82.0,29.9,57.0,0.525,10.4,26.9,0.388,11.7,16.0,0.732,6.0,23.5,29.5,20.2,5.9,2.2,11.7,18.3,2017,Macedonian-Superleague,0
4,KK Kumanovo,25,40.9,79.1,29.2,60.5,0.483,7.1,21.1,0.337,13.5,18.4,0.735,6.8,21.6,28.3,16.1,6.2,1.6,12.5,19.6,2017,Macedonian-Superleague,0
5,Kozuv Gevgelija,23,40.0,78.8,28.7,62.1,0.461,9.1,27.0,0.338,12.3,16.9,0.732,10.3,23.9,34.2,15.5,5.3,2.1,12.7,20.5,2017,Macedonian-Superleague,0
6,KK Feni Industries,24,40.2,76.0,28.2,60.9,0.463,9.0,25.3,0.358,10.6,13.9,0.763,8.7,24.6,33.3,17.1,6.6,1.6,13.5,17.3,2017,Macedonian-Superleague,0
7,Ohrid AV,19,40.0,69.2,25.9,62.3,0.417,5.6,21.1,0.265,11.7,17.1,0.683,9.0,23.5,32.5,11.6,5.5,1.7,11.8,19.1,2017,Macedonian-Superleague,0
8,ABA Strumica,19,40.0,67.6,25.2,58.1,0.433,6.7,24.2,0.277,10.6,17.9,0.589,5.7,22.4,28.1,13.7,6.5,1.2,12.6,18.3,2017,Macedonian-Superleague,0
9,KK Vardar,20,40.0,66.5,24.7,62.6,0.394,5.7,22.0,0.26,11.4,16.9,0.677,9.5,21.2,30.6,12.8,8.6,1.9,16.1,22.6,2017,Macedonian-Superleague,0
10,KK Pelister Sport Bitola,20,40.3,65.5,23.8,58.7,0.405,6.4,23.1,0.275,11.7,16.3,0.715,7.0,22.2,29.2,11.1,5.0,1.2,12.7,19.7,2017,Macedonian-Superleague,0
