#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,KK Pelister Sport Bitola,22,40.9,99.4,36.8,65.9,0.559,8.8,23.0,0.383,16.9,21.9,0.772,6.9,27.5,34.4,23.3,7.7,1.7,14.6,19.9,2021,Macedonian-Superleague,0
2,Euro Nickel,24,41.9,88.7,32.4,63.5,0.51,8.5,23.2,0.367,15.4,19.5,0.787,8.0,25.1,33.1,21.4,6.0,1.5,15.3,19.5,2021,Macedonian-Superleague,0
3,MZT Skopje Aerodrom,24,40.0,86.8,31.8,64.3,0.494,9.8,25.8,0.382,13.4,18.3,0.732,9.5,24.7,34.2,17.9,8.2,2.0,14.0,19.8,2021,Macedonian-Superleague,1
4,Gostivar 2015,21,40.7,85.2,30.5,63.3,0.481,11.5,32.4,0.356,12.7,16.5,0.772,7.2,21.8,29.0,21.5,8.8,2.0,14.2,19.5,2021,Macedonian-Superleague,0
5,KK Kumanovo,22,40.5,83.4,30.5,62.3,0.49,8.1,24.0,0.337,14.2,20.1,0.708,8.3,25.1,33.4,16.7,7.4,2.6,16.3,20.3,2021,Macedonian-Superleague,0
6,TFT Skopje,23,40.2,83.0,29.7,66.5,0.446,7.3,24.8,0.296,16.2,22.9,0.709,9.6,24.9,34.4,16.2,7.4,3.8,14.1,21.7,2021,Macedonian-Superleague,0
7,Kozuv Gevgelija,23,40.6,80.7,29.2,62.8,0.465,10.1,27.3,0.369,12.1,16.8,0.721,7.0,26.3,33.4,17.9,4.9,2.3,14.2,20.6,2021,Macedonian-Superleague,0
8,KK Rabotnicki AD Skipje,25,40.2,80.4,29.9,65.2,0.458,9.4,28.8,0.328,11.2,15.4,0.728,9.0,23.2,32.1,15.9,7.4,2.8,13.4,19.4,2021,Macedonian-Superleague,0
9,Akademija FMP Skopje,24,40.2,78.8,28.6,66.0,0.433,7.1,24.1,0.295,14.5,20.6,0.705,8.4,26.2,34.6,14.4,6.5,1.1,13.9,24.1,2021,Macedonian-Superleague,0
10,KK Vardar,23,40.4,77.3,27.2,62.1,0.438,7.1,22.5,0.315,15.9,21.3,0.746,7.2,24.3,31.5,13.2,7.2,3.3,15.8,18.7,2021,Macedonian-Superleague,0
11,MZT Skopje Aerodrom U19,24,40.0,75.0,27.3,66.6,0.41,5.5,19.5,0.282,14.9,22.8,0.651,10.7,24.5,35.3,13.0,7.2,2.2,13.6,21.0,2021,Macedonian-Superleague,1
12,Crn Dream Struga,23,40.0,74.2,28.1,65.7,0.428,6.0,22.1,0.271,12.0,18.7,0.644,10.0,21.9,32.0,12.9,6.9,2.2,15.6,19.5,2021,Macedonian-Superleague,0
